VariableName,effectType,target,skillID,attrType1,attrNum1,attrType2,attrNum2,attrType3,attrNum3,attrType4,attrNum4,attrType5,attrNum5,attrType6,attrNum6,effectDesc_cn,effectDesc_tw,effectDesc,effectDesc_vn,effectDesc_en,effectDesc_th,effectDesc_in,effectDesc_ph,effectDesc_ma
9,,,,7,<1%;1%;1%;1%;1%;1%;1%;1%;1%;1%;1%;1%;1%;1%;1%;1%;1%;1%;1%;1%>,8,<1%;1%;1%;1%;1%;1%;1%;1%;1%;1%;1%;1%;1%;1%;1%;1%;1%;1%;1%;1%>,,,,,,,,,,,"#C0x5B545B##F40#+3 activation: All heroes%s increase#F50##C0x5C9970#%s#C0x5B545B##F40#, %s increase#F50##C0x5C9970#%s","#C0x5B545B##F40#+3 kích hoạt: Toàn bộ anh hùng%s tăng#F50##C0x5C9970#%s#C0x5B545B##F40#, %s tăng#F50##C0x5C9970#%s","#C0x5B545B##F40#+3 activation: All heroes%s increase#F50##C0x5C9970#%s#C0x5B545B##F40#, %s increase#F50##C0x5C9970#%s","#C0x5B545B##F40#+3 การเปิดใช้งาน: ฮีโร่ทั้งหมด%s เพิ่มขึ้น#F50##C0x5C9970#%s#C0x5B545B##F40#, %s เพิ่มขึ้น#F50##C0x5C9970#%s","#C0x5B545B##F40#+3 aktivasi: Semua pahlawan%s meningkat#F50##C0x5C9970#%s#C0x5B545B##F40#, %s meningkat#F50##C0x5C9970#%s","#C0x5B545B##F40#+3 activation: Lahat ng bayani%s tumaas#F50##C0x5C9970#%s#C0x5B545B##F40#, %s tumaas#F50##C0x5C9970#%s","#C0x5B545B##F40#+3 pengaktifan: Semua wira%s meningkat#F50##C0x5C9970#%s#C0x5B545B##F40#, %s meningkat#F50##C0x5C9970#%s"
10,,,,7,<1%;1%;1%;1%;1%;1%;1%;1%;1%;1%;1%;1%;1%;1%;1%;1%;1%;1%;1%;1%>,8,<1%;1%;1%;1%;1%;1%;1%;1%;1%;1%;1%;1%;1%;1%;1%;1%;1%;1%;1%;1%>,,,,,,,,,,,"#C0x5B545B##F40#+6 activation: All heroes%s increase#F50##C0x5C9970#%s#C0x5B545B##F40#, %s increase#F50##C0x5C9970#%s","#C0x5B545B##F40#+6 kích hoạt: Toàn bộ anh hùng%s tăng#F50##C0x5C9970#%s#C0x5B545B##F40#, %s tăng#F50##C0x5C9970#%s","#C0x5B545B##F40#+6 activation: All heroes%s increase#F50##C0x5C9970#%s#C0x5B545B##F40#, %s increase#F50##C0x5C9970#%s","#C0x5B545B##F40#+6 การเปิดใช้งาน: ฮีโร่ทั้งหมด%s เพิ่มขึ้น#F50##C0x5C9970#%s#C0x5B545B##F40#, %s เพิ่มขึ้น#F50##C0x5C9970#%s","#C0x5B545B##F40#+6 aktivasi: Semua pahlawan%s meningkat#F50##C0x5C9970#%s#C0x5B545B##F40#, %s meningkat#F50##C0x5C9970#%s","#C0x5B545B##F40#+6 activation: Lahat ng bayani%s tumaas#F50##C0x5C9970#%s#C0x5B545B##F40#, %s tumaas#F50##C0x5C9970#%s","#C0x5B545B##F40#+6 pengaktifan: Semua wira%s meningkat#F50##C0x5C9970#%s#C0x5B545B##F40#, %s meningkat#F50##C0x5C9970#%s"
11,,,,7,<1%;1%;1%;1%;1%;1%;1%;1%;1%;1%;1%;1%;1%;1%;1%;1%;1%;1%;1%;1%>,8,<1%;1%;1%;1%;1%;1%;1%;1%;1%;1%;1%;1%;1%;1%;1%;1%;1%;1%;1%;1%>,,,,,,,,,,,"#C0x5B545B##F40#+9 activation: All heroes%s increase#F50##C0x5C9970#%s#C0x5B545B##F40#, %s increase#F50##C0x5C9970#%s","#C0x5B545B##F40#+9 kích hoạt: Toàn bộ anh hùng%s tăng#F50##C0x5C9970#%s#C0x5B545B##F40#, %s tăng#F50##C0x5C9970#%s","#C0x5B545B##F40#+9 activation: All heroes%s increase#F50##C0x5C9970#%s#C0x5B545B##F40#, %s increase#F50##C0x5C9970#%s","#C0x5B545B##F40#+9 การเปิดใช้งาน: ฮีโร่ทั้งหมด%s เพิ่มขึ้น#F50##C0x5C9970#%s#C0x5B545B##F40#, %s เพิ่มขึ้น#F50##C0x5C9970#%s","#C0x5B545B##F40#+9 aktivasi: Semua pahlawan%s meningkat#F50##C0x5C9970#%s#C0x5B545B##F40#, %s meningkat#F50##C0x5C9970#%s","#C0x5B545B##F40#+9 activation: Lahat ng bayani%s tumaas#F50##C0x5C9970#%s#C0x5B545B##F40#, %s tumaas#F50##C0x5C9970#%s","#C0x5B545B##F40#+9 pengaktifan: Semua wira%s meningkat#F50##C0x5C9970#%s#C0x5B545B##F40#, %s meningkat#F50##C0x5C9970#%s"
12,,,,7,<1%;1%;1%;1%;1%;1%;1%;1%;1%;1%;1%;1%;1%;1%;1%;1%;1%;1%;1%;1%>,8,<1%;1%;1%;1%;1%;1%;1%;1%;1%;1%;1%;1%;1%;1%;1%;1%;1%;1%;1%;1%>,,,,,,,,,,,"#C0x5B545B##F40#+12 activation: All heroes%s increase#F50##C0x5C9970#%s#C0x5B545B##F40#, %s increase#F50##C0x5C9970#%s","#C0x5B545B##F40#+12 kích hoạt: Toàn bộ anh hùng%s tăng#F50##C0x5C9970#%s#C0x5B545B##F40#, %s tăng#F50##C0x5C9970#%s","#C0x5B545B##F40#+12 activation: All heroes%s increase#F50##C0x5C9970#%s#C0x5B545B##F40#, %s increase#F50##C0x5C9970#%s","#C0x5B545B##F40#+12 การเปิดใช้งาน: ฮีโร่ทั้งหมด%s เพิ่มขึ้น#F50##C0x5C9970#%s#C0x5B545B##F40#, %s เพิ่มขึ้น#F50##C0x5C9970#%s","#C0x5B545B##F40#+12 aktivasi: Semua pahlawan%s meningkat#F50##C0x5C9970#%s#C0x5B545B##F40#, %s meningkat#F50##C0x5C9970#%s","#C0x5B545B##F40#+12 activation: Lahat ng bayani%s tumaas#F50##C0x5C9970#%s#C0x5B545B##F40#, %s tumaas#F50##C0x5C9970#%s","#C0x5B545B##F40#+12 pengaktifan: Semua wira%s meningkat#F50##C0x5C9970#%s#C0x5B545B##F40#, %s meningkat#F50##C0x5C9970#%s"
13,,,,32,<250;300;350;400;450;500;550;600;650;700;750;800;850;900;950;1000;1050;1100;1150;1200>,,,,,,,,,,,,,#C0x5B545B##F40#All heroes %s increase #F50##C0x5C9970#%s,#C0x5B545B##F40#Toàn bộ anh hùng %s tăng #F50##C0x5C9970#%s,#C0x5B545B##F40#All heroes %s increase #F50##C0x5C9970#%s,#C0x5B545B##F40#ฮีโร่ทั้งหมด %s เพิ่มขึ้น #F50##C0x5C9970#%s,#C0x5B545B##F40#Semua pahlawan %s meningkat #F50##C0x5C9970#%s,#C0x5B545B##F40#Lahat ng bayani %s tumaas #F50##C0x5C9970#%s,#C0x5B545B##F40#Semua wira %s meningkat #F50##C0x5C9970#%s
14,,,,1,<0.15%;0.3%;0.45%;0.6%;0.75%;0.9%;1.05%;1.2%;1.35%;1.5%;1.65%;1.8%;1.95%;2.1%;2.25%;2.4%;2.55%;2.7%;2.85%;3%>,13,<0.15%;0.3%;0.45%;0.6%;0.75%;0.9%;1.05%;1.2%;1.35%;1.5%;1.65%;1.8%;1.95%;2.1%;2.25%;2.4%;2.55%;2.7%;2.85%;3%>,7,<0.15%;0.3%;0.45%;0.6%;0.75%;0.9%;1.05%;1.2%;1.35%;1.5%;1.65%;1.8%;1.95%;2.1%;2.25%;2.4%;2.55%;2.7%;2.85%;3%>,8,<0.15%;0.3%;0.45%;0.6%;0.75%;0.9%;1.05%;1.2%;1.35%;1.5%;1.65%;1.8%;1.95%;2.1%;2.25%;2.4%;2.55%;2.7%;2.85%;3%>,9,<0.15%;0.3%;0.45%;0.6%;0.75%;0.9%;1.05%;1.2%;1.35%;1.5%;1.65%;1.8%;1.95%;2.1%;2.25%;2.4%;2.55%;2.7%;2.85%;3%>,10,<0.15%;0.3%;0.45%;0.6%;0.75%;0.9%;1.05%;1.2%;1.35%;1.5%;1.65%;1.8%;1.95%;2.1%;2.25%;2.4%;2.55%;2.7%;2.85%;3%>,,,#C0x5B545B##F40#All heroes increase basic attribute #F50##C0x5C9970#%s,#C0x5B545B##F40#Toàn bộ anh hùng tăng thuộc tính cơ bản #F50##C0x5C9970#%s,#C0x5B545B##F40#All heroes increase basic attribute #F50##C0x5C9970#%s,#C0x5B545B##F40#ฮีโร่ทั้งหมดเพิ่มค่าพื้นฐาน #F50##C0x5C9970#%s,#C0x5B545B##F40#Semua pahlawan meningkat atribut dasar #F50##C0x5C9970#%s,#C0x5B545B##F40#Lahat ng bayani tumataas ang pangunahing katangian #F50##C0x5C9970#%s,#C0x5B545B##F40#Semua wira meningkat atribut asas #F50##C0x5C9970#%s
15,,,,32,<100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100>,,,,,,,,,,,,,#C0x5B545B##F40#+3 activation: All heroes %s increase #F50##C0x5C9970#%s,#C0x5B545B##F40#+3 kích hoạt: Toàn bộ anh hùng %s tăng #F50##C0x5C9970#%s,#C0x5B545B##F40#+3 activation: All heroes %s increase #F50##C0x5C9970#%s,#C0x5B545B##F40#+3 การเปิดใช้งาน: ฮีโร่ทั้งหมด %s เพิ่มขึ้น #F50##C0x5C9970#%s,#C0x5B545B##F40#+3 aktivasi: Semua pahlawan %s meningkat #F50##C0x5C9970#%s,#C0x5B545B##F40#+3 activation: Lahat ng bayani %s tumaas #F50##C0x5C9970#%s,#C0x5B545B##F40#+3 pengaktifan: Semua wira %s meningkat #F50##C0x5C9970#%s
16,,,,32,<100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100>,,,,,,,,,,,,,#C0x5B545B##F40#+6 activation: All heroes %s increase #F50##C0x5C9970#%s,#C0x5B545B##F40#+6 kích hoạt: Toàn bộ anh hùng %s tăng #F50##C0x5C9970#%s,#C0x5B545B##F40#+6 activation: All heroes %s increase #F50##C0x5C9970#%s,#C0x5B545B##F40#+6 การเปิดใช้งาน: ฮีโร่ทั้งหมด %s เพิ่มขึ้น #F50##C0x5C9970#%s,#C0x5B545B##F40#+6 aktivasi: Semua pahlawan %s meningkat #F50##C0x5C9970#%s,#C0x5B545B##F40#+6 activation: Lahat ng bayani %s tumaas #F50##C0x5C9970#%s,#C0x5B545B##F40#+6 pengaktifan: Semua wira %s meningkat #F50##C0x5C9970#%s
17,,,,32,<100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100>,,,,,,,,,,,,,#C0x5B545B##F40#+9 activation: All heroes %s increase #F50##C0x5C9970#%s,#C0x5B545B##F40#+9 kích hoạt: Toàn bộ anh hùng %s tăng #F50##C0x5C9970#%s,#C0x5B545B##F40#+9 activation: All heroes %s increase #F50##C0x5C9970#%s,#C0x5B545B##F40#+9 การเปิดใช้งาน: ฮีโร่ทั้งหมด %s เพิ่มขึ้น #F50##C0x5C9970#%s,#C0x5B545B##F40#+9 aktivasi: Semua pahlawan %s meningkat #F50##C0x5C9970#%s,#C0x5B545B##F40#+9 activation: Lahat ng bayani %s tumaas #F50##C0x5C9970#%s,#C0x5B545B##F40#+9 pengaktifan: Semua wira %s meningkat #F50##C0x5C9970#%s
18,,,,32,<100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100>,,,,,,,,,,,,,#C0x5B545B##F40#+12 activation: All heroes %s increase #F50##C0x5C9970#%s,#C0x5B545B##F40#+12 kích hoạt: Toàn bộ anh hùng %s tăng #F50##C0x5C9970#%s,#C0x5B545B##F40#+12 activation: All heroes %s increase #F50##C0x5C9970#%s,#C0x5B545B##F40#+12 การเปิดใช้งาน: ฮีโร่ทั้งหมด %s เพิ่มขึ้น #F50##C0x5C9970#%s,#C0x5B545B##F40#+12 aktivasi: Semua pahlawan %s meningkat #F50##C0x5C9970#%s,#C0x5B545B##F40#+12 activation: Lahat ng bayani %s tumaas #F50##C0x5C9970#%s,#C0x5B545B##F40#+12 pengaktifan: Semua wira %s meningkat #F50##C0x5C9970#%s
19,,,,32,<100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100>,,,,,,,,,,,,,#C0x5B545B##F40#+15 activation: All heroes %s increase #F50##C0x5C9970#%s,#C0x5B545B##F40#+15 kích hoạt: Toàn bộ anh hùng %s tăng #F50##C0x5C9970#%s,#C0x5B545B##F40#+15 activation: All heroes %s increase #F50##C0x5C9970#%s,#C0x5B545B##F40#+15 การเปิดใช้งาน: ฮีโร่ทั้งหมด %s เพิ่มขึ้น #F50##C0x5C9970#%s,#C0x5B545B##F40#+15 aktivasi: Semua pahlawan %s meningkat #F50##C0x5C9970#%s,#C0x5B545B##F40#+15 activation: Lahat ng bayani %s tumaas #F50##C0x5C9970#%s,#C0x5B545B##F40#+15 pengaktifan: Semua wira %s meningkat #F50##C0x5C9970#%s
20,,,,34,<250;300;350;400;450;500;550;600;650;700;750;800;850;900;950;1000;1050;1100;1150;1200>,,,,,,,,,,,,,#C0x5B545B##F40#All heroes %s increase #F50##C0x5C9970#%s,#C0x5B545B##F40#Toàn bộ anh hùng %s tăng #F50##C0x5C9970#%s,#C0x5B545B##F40#All heroes %s increase #F50##C0x5C9970#%s,#C0x5B545B##F40#ฮีโร่ทั้งหมด %s เพิ่มขึ้น #F50##C0x5C9970#%s,#C0x5B545B##F40#Semua pahlawan %s meningkat #F50##C0x5C9970#%s,#C0x5B545B##F40#Lahat ng bayani %s tumaas #F50##C0x5C9970#%s,#C0x5B545B##F40#Semua wira %s meningkat #F50##C0x5C9970#%s
21,,,,1,<0.15%;0.3%;0.45%;0.6%;0.75%;0.9%;1.05%;1.2%;1.35%;1.5%;1.65%;1.8%;1.95%;2.1%;2.25%;2.4%;2.55%;2.7%;2.85%;3%>,13,<0.15%;0.3%;0.45%;0.6%;0.75%;0.9%;1.05%;1.2%;1.35%;1.5%;1.65%;1.8%;1.95%;2.1%;2.25%;2.4%;2.55%;2.7%;2.85%;3%>,7,<0.15%;0.3%;0.45%;0.6%;0.75%;0.9%;1.05%;1.2%;1.35%;1.5%;1.65%;1.8%;1.95%;2.1%;2.25%;2.4%;2.55%;2.7%;2.85%;3%>,8,<0.15%;0.3%;0.45%;0.6%;0.75%;0.9%;1.05%;1.2%;1.35%;1.5%;1.65%;1.8%;1.95%;2.1%;2.25%;2.4%;2.55%;2.7%;2.85%;3%>,9,<0.15%;0.3%;0.45%;0.6%;0.75%;0.9%;1.05%;1.2%;1.35%;1.5%;1.65%;1.8%;1.95%;2.1%;2.25%;2.4%;2.55%;2.7%;2.85%;3%>,10,<0.15%;0.3%;0.45%;0.6%;0.75%;0.9%;1.05%;1.2%;1.35%;1.5%;1.65%;1.8%;1.95%;2.1%;2.25%;2.4%;2.55%;2.7%;2.85%;3%>,,,#C0x5B545B##F40#All heroes increase basic attribute #F50##C0x5C9970#%s,#C0x5B545B##F40#Toàn bộ anh hùng tăng thuộc tính cơ bản #F50##C0x5C9970#%s,#C0x5B545B##F40#All heroes increase basic attribute #F50##C0x5C9970#%s,#C0x5B545B##F40#ฮีโร่ทั้งหมดเพิ่มค่าพื้นฐาน #F50##C0x5C9970#%s,#C0x5B545B##F40#Semua pahlawan meningkat atribut dasar #F50##C0x5C9970#%s,#C0x5B545B##F40#Lahat ng bayani tumataas ang pangunahing katangian #F50##C0x5C9970#%s,#C0x5B545B##F40#Semua wira meningkat atribut asas #F50##C0x5C9970#%s
22,,,,34,<100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100>,,,,,,,,,,,,,#C0x5B545B##F40#+3 activation: All heroes %s increase #F50##C0x5C9970#%s,#C0x5B545B##F40#+3 kích hoạt: Toàn bộ anh hùng %s tăng #F50##C0x5C9970#%s,#C0x5B545B##F40#+3 activation: All heroes %s increase #F50##C0x5C9970#%s,#C0x5B545B##F40#+3 การเปิดใช้งาน: ฮีโร่ทั้งหมด %s เพิ่มขึ้น #F50##C0x5C9970#%s,#C0x5B545B##F40#+3 aktivasi: Semua pahlawan %s meningkat #F50##C0x5C9970#%s,#C0x5B545B##F40#+3 activation: Lahat ng bayani %s tumaas #F50##C0x5C9970#%s,#C0x5B545B##F40#+3 pengaktifan: Semua wira %s meningkat #F50##C0x5C9970#%s
23,,,,34,<100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100>,,,,,,,,,,,,,#C0x5B545B##F40#+6 activation: All heroes %s increase #F50##C0x5C9970#%s,#C0x5B545B##F40#+6 kích hoạt: Toàn bộ anh hùng %s tăng #F50##C0x5C9970#%s,#C0x5B545B##F40#+6 activation: All heroes %s increase #F50##C0x5C9970#%s,#C0x5B545B##F40#+6 การเปิดใช้งาน: ฮีโร่ทั้งหมด %s เพิ่มขึ้น #F50##C0x5C9970#%s,#C0x5B545B##F40#+6 aktivasi: Semua pahlawan %s meningkat #F50##C0x5C9970#%s,#C0x5B545B##F40#+6 activation: Lahat ng bayani %s tumaas #F50##C0x5C9970#%s,#C0x5B545B##F40#+6 pengaktifan: Semua wira %s meningkat #F50##C0x5C9970#%s
