26,8,100,{star=1;id=3683},{36833=3;36831=3;36832=3},{star=1;id=163},{1633=3;1631=3;1632=3},{star=1;id=333},{3333=3;3332=3;3331=3},{star=1;id=593},{5932=3;5931=3;5933=3},,,,
27,8,100,{star=1;id=731},{7313=3;7312=3;7311=3},{star=1;id=242},{2421=3;2422=3;2423=3},{star=1;id=503},{5032=3;5033=3;5031=3},{star=1;id=603},{6031=3;6033=3;6032=3},,,,
28,8,100,{star=1;id=1221},{12211=3;12213=3;12212=3},{star=1;id=333},{3333=3;3332=3;3331=3},{star=1;id=593},{5932=3;5931=3;5933=3},{star=1;id=611},{6113=3;6112=3;6111=3},,,,
29,8,100,{star=1;id=1903},{19033=3;19031=3;19032=3},{star=1;id=503},{5032=3;5033=3;5031=3},{star=1;id=603},{6031=3;6033=3;6032=3},{star=1;id=631},{6323=3;6322=3;6321=3},,,,
30,8,100,{star=1;id=1931},{19312=3;19311=3;19313=3},{star=1;id=593},{5932=3;5931=3;5933=3},{star=1;id=611},{6113=3;6112=3;6111=3},{star=1;id=641},{6413=3;6412=3;6411=3},,,,
31,8,100,{star=1;id=3543},{35432=3;35433=3;35431=3},{star=1;id=603},{6031=3;6033=3;6032=3},{star=1;id=631},{6323=3;6322=3;6321=3},{star=1;id=712},{7122=3;7123=3;7121=3},,,,
32,8,100,{star=1;id=163},{1633=3;1631=3;1632=3},{star=1;id=611},{6113=3;6112=3;6111=3},{star=1;id=641},{6413=3;6412=3;6411=3},{star=1;id=741},{7413=3;7411=3;7412=3},,,,
33,8,100,{star=1;id=242},{2421=3;2422=3;2423=3},{star=1;id=631},{6323=3;6322=3;6321=3},{star=1;id=712},{7122=3;7123=3;7121=3},{star=1;id=863},{8633=3;8632=3;8631=3},,,,
34,8,100,{star=1;id=333},{3333=3;3332=3;3331=3},{star=1;id=641},{6413=3;6412=3;6411=3},{star=1;id=741},{7413=3;7411=3;7412=3},{star=1;id=883},{8833=3;8832=3;8831=3},,,,
35,8,100,{star=1;id=503},{5032=3;5033=3;5031=3},{star=1;id=712},{7122=3;7123=3;7121=3},{star=1;id=863},{8633=3;8632=3;8631=3},{star=1;id=1082},{10821=3;10822=3;10823=3},,,,
36,8,100,{star=1;id=593},{5932=3;5931=3;5933=3},{star=1;id=741},{7413=3;7411=3;7412=3},{star=1;id=883},{8833=3;8832=3;8831=3},{star=1;id=1293},{12933=3;12931=3;12932=3},,,,
37,8,100,{star=1;id=603},{6031=3;6033=3;6032=3},{star=1;id=863},{8633=3;8632=3;8631=3},{star=1;id=1082},{10821=3;10822=3;10823=3},{star=1;id=1612},{16122=3;16121=3;16123=3},,,,
38,8,100,{star=1;id=611},{6113=3;6112=3;6111=3},{star=1;id=883},{8833=3;8832=3;8831=3},{star=1;id=1293},{12933=3;12931=3;12932=3},{star=1;id=2033},{20333=3;20332=3;20331=3},,,,
39,8,100,{star=1;id=631},{6323=3;6322=3;6321=3},{star=1;id=1082},{10821=3;10822=3;10823=3},{star=1;id=1612},{16122=3;16121=3;16123=3},{star=1;id=972},{9722=3;9723=3;9721=3},,,,
40,8,100,{star=1;id=641},{6413=3;6412=3;6411=3},{star=1;id=1293},{12933=3;12931=3;12932=3},{star=1;id=2033},{20333=3;20332=3;20331=3},{star=1;id=1032},{10322=3;10321=3;10323=3},,,,
41,8,100,{star=1;id=712},{7122=5;7123=5;7121=5},{star=1;id=1612},{16122=5;16121=5;16123=5},{star=1;id=972},{9722=5;9723=5;9721=5},{star=1;id=1071},{10713=5;10711=5;10712=5},,,,
42,8,100,{star=1;id=741},{7413=5;7411=5;7412=5},{star=1;id=2033},{20333=5;20332=5;20331=5},{star=1;id=1032},{10322=5;10321=5;10323=5},{star=1;id=1253},{12532=5;12533=5;12531=5},,,,
43,8,100,{star=1;id=863},{8633=5;8632=5;8631=5},{star=1;id=972},{9722=5;9723=5;9721=5},{star=1;id=1071},{10713=5;10711=5;10712=5},{star=1;id=1303},{13031=5;13032=5;13033=5},,,,
44,8,100,{star=1;id=883},{8833=5;8832=5;8831=5},{star=1;id=1032},{10322=5;10321=5;10323=5},{star=1;id=1253},{12532=5;12533=5;12531=5},{star=1;id=1381},{13942=5;13943=5;13941=5},,,,
45,8,100,{star=1;id=1082},{10821=5;10822=5;10823=5},{star=1;id=1071},{10713=5;10711=5;10712=5},{star=1;id=1303},{13031=5;13032=5;13033=5},{star=1;id=1772},{17721=5;17722=5;17723=5},,,,
46,8,100,{star=1;id=1293},{12933=5;12931=5;12932=5},{star=1;id=1253},{12532=5;12533=5;12531=5},{star=1;id=1381},{13942=5;13943=5;13941=5},{star=1;id=1813},{18133=5;18131=5;18132=5},,,,
47,8,100,{star=1;id=1612},{16122=5;16121=5;16123=5},{star=1;id=1303},{13031=5;13032=5;13033=5},{star=1;id=1772},{17721=5;17722=5;17723=5},{star=1;id=1841},{18411=5;18413=5;18412=5},,,,
48,8,100,{star=1;id=2033},{20333=5;20332=5;20331=5},{star=1;id=1381},{13942=5;13943=5;13941=5},{star=1;id=1813},{18133=5;18131=5;18132=5},{star=1;id=1911},{19111=5;19113=5;19112=5},,,,
49,8,100,{star=1;id=972},{9722=5;9723=5;9721=5},{star=1;id=1772},{17721=5;17722=5;17723=5},{star=1;id=1841},{18411=5;18413=5;18412=5},{star=1;id=2023},{20233=5;20231=5;20232=5},,,,
50,8,100,{star=1;id=1032},{10322=5;10321=5;10323=5},{star=1;id=1813},{18133=5;18131=5;18132=5},{star=1;id=1911},{19111=5;19113=5;19112=5},{star=1;id=2242},{22421=5;22423=5;22422=5},,,,
51,8,100,{star=1;id=1071},{10713=5;10711=5;10712=5},{star=1;id=1841},{18411=5;18413=5;18412=5},{star=1;id=2023},{20233=5;20231=5;20232=5},{star=1;id=2723},{27231=5;27233=5;27232=5},,,,
52,8,100,{star=1;id=1253},{12532=5;12533=5;12531=5},{star=1;id=1911},{19111=5;19113=5;19112=5},{star=1;id=2242},{22421=5;22423=5;22422=5},{star=1;id=3003},{30033=5;30032=5;30031=5},,,,
53,8,100,{star=1;id=1303},{13031=5;13032=5;13033=5},{star=1;id=2023},{20233=5;20231=5;20232=5},{star=1;id=2723},{27231=5;27233=5;27232=5},{star=1;id=3152},{31523=5;31521=5;31522=5},,,,
54,8,100,{star=1;id=1381},{13942=5;13943=5;13941=5},{star=1;id=2242},{22421=5;22423=5;22422=5},{star=1;id=3003},{30033=5;30032=5;30031=5},{star=1;id=3161},{31611=5;31612=5;31613=5},,,,
55,8,100,{star=1;id=1772},{17721=5;17722=5;17723=5},{star=1;id=2723},{27231=5;27233=5;27232=5},{star=1;id=3152},{31523=5;31521=5;31522=5},{star=1;id=3181},{31812=5;31813=5;31811=5},,,,
56,8,100,{star=1;id=1813},{18133=5;18131=5;18132=5},{star=1;id=3003},{30033=5;30032=5;30031=5},{star=1;id=3161},{31611=5;31612=5;31613=5},{star=1;id=3251},{32513=5;32512=5;32511=5},,,,
57,8,100,{star=1;id=1841},{18411=5;18413=5;18412=5},{star=1;id=3152},{31523=5;31521=5;31522=5},{star=1;id=3181},{31812=5;31813=5;31811=5},{star=1;id=3592},{35922=5;35921=5;35923=5},,,,
58,8,100,{star=1;id=1911},{19111=5;19113=5;19112=5},{star=1;id=3161},{31611=5;31612=5;31613=5},{star=1;id=3251},{32513=5;32512=5;32511=5},{star=1;id=3663},{36633=5;36631=5;36632=5},,,,
59,8,100,{star=1;id=2023},{20233=5;20231=5;20232=5},{star=1;id=3181},{31812=5;31813=5;31811=5},{star=1;id=3592},{35922=5;35921=5;35923=5},{star=1;id=263},{2632=5;2631=5;2633=5},,,,
60,8,100,{star=1;id=2242},{22421=5;22423=5;22422=5},{star=1;id=3251},{32513=5;32512=5;32511=5},{star=1;id=3663},{36633=5;36631=5;36632=5},{star=1;id=393},{3932=5;3931=5;3933=5},,,,
61,15,100,{star=2;id=2723},{27231=7;27233=7;27232=7},{star=2;id=3592},{35922=7;35921=7;35923=7},{star=2;id=263},{2632=7;2631=7;2633=7},{star=2;id=572},{5721=7;5722=7;5723=7},,,,
62,15,100,{star=2;id=3003},{30033=7;30032=7;30031=7},{star=2;id=3663},{36633=7;36631=7;36632=7},{star=2;id=393},{3932=7;3931=7;3933=7},{star=2;id=701},{7011=7;7012=7;7013=7},,,,
63,15,100,{star=2;id=3152},{31523=7;31521=7;31522=7},{star=2;id=263},{2632=7;2631=7;2633=7},{star=2;id=572},{5721=7;5722=7;5723=7},{star=2;id=721},{7211=7;7212=7;7213=7},,,,
64,15,100,{star=2;id=3161},{31611=7;31612=7;31613=7},{star=2;id=393},{3932=7;3931=7;3933=7},{star=2;id=701},{7011=7;7012=7;7013=7},{star=2;id=771},{7713=7;7711=7;7712=7},,,,
65,15,100,{star=2;id=3181},{31812=7;31813=7;31811=7},{star=2;id=572},{5721=7;5722=7;5723=7},{star=2;id=721},{7211=7;7212=7;7213=7},{star=2;id=1231},{12311=7;12312=7;12313=7},,,,
66,15,100,{star=2;id=3251},{32513=7;32512=7;32511=7},{star=2;id=701},{7011=7;7012=7;7013=7},{star=2;id=771},{7713=7;7711=7;7712=7},{star=2;id=1241},{12411=7;12413=7;12412=7},,,,
67,15,100,{star=2;id=3592},{35922=7;35921=7;35923=7},{star=2;id=721},{7211=7;7212=7;7213=7},{star=2;id=1231},{12311=7;12312=7;12313=7},{star=2;id=1313},{13131=7;13133=7;13132=7},,,,
68,15,100,{star=2;id=3663},{36633=7;36631=7;36632=7},{star=2;id=771},{7713=7;7711=7;7712=7},{star=2;id=1241},{12411=7;12413=7;12412=7},{star=2;id=1393},{13933=7;13932=7;13931=7},,,,
69,15,100,{star=2;id=263},{2632=7;2631=7;2633=7},{star=2;id=1231},{12311=7;12312=7;12313=7},{star=2;id=1313},{13131=7;13133=7;13132=7},{star=2;id=1423},{14233=7;14232=7;14231=7},,,,
70,15,100,{star=2;id=393},{3932=7;3931=7;3933=7},{star=2;id=1241},{12411=7;12413=7;12412=7},{star=2;id=1393},{13933=7;13932=7;13931=7},{star=2;id=1503},{15032=7;15033=7;15031=7},,,,
71,15,100,{star=2;id=572},{5721=7;5722=7;5723=7},{star=2;id=1313},{13131=7;13133=7;13132=7},{star=2;id=1423},{14233=7;14232=7;14231=7},{star=2;id=1893},{18931=7;18932=7;18933=7},,,,
72,15,100,{star=2;id=701},{7011=7;7012=7;7013=7},{star=2;id=1393},{13933=7;13932=7;13931=7},{star=2;id=1503},{15032=7;15033=7;15031=7},{star=2;id=1941},{19411=7;19412=7;19413=7},,,,
73,15,100,{star=2;id=721},{7211=7;7212=7;7213=7},{star=2;id=1423},{14233=7;14232=7;14231=7},{star=2;id=1893},{18931=7;18932=7;18933=7},{star=2;id=1951},{19512=7;19511=7;19513=7},,,,
74,15,100,{star=2;id=771},{7713=7;7711=7;7712=7},{star=2;id=1503},{15032=7;15033=7;15031=7},{star=2;id=1941},{19411=7;19412=7;19413=7},{star=2;id=2233},{22333=7;22332=7;22331=7},,,,
75,15,100,{star=2;id=1231},{12311=7;12312=7;12313=7},{star=2;id=1893},{18931=7;18932=7;18933=7},{star=2;id=1951},{19512=7;19511=7;19513=7},{star=2;id=2401},{24011=7;24012=7;24013=7},,,,
76,15,100,{star=2;id=1241},{12411=7;12413=7;12412=7},{star=2;id=1941},{19411=7;19412=7;19413=7},{star=2;id=2233},{22333=7;22332=7;22331=7},{star=2;id=2493},{24931=7;24933=7;24932=7},,,,
77,15,100,{star=2;id=1313},{13131=7;13133=7;13132=7},{star=2;id=1951},{19512=7;19511=7;19513=7},{star=2;id=2401},{24011=7;24012=7;24013=7},{star=2;id=3021},{30211=7;30213=7;30212=7},,,,
78,15,100,{star=2;id=1393},{13933=7;13932=7;13931=7},{star=2;id=2233},{22333=7;22332=7;22331=7},{star=2;id=2493},{24931=7;24933=7;24932=7},{star=2;id=3143},{31433=7;31431=7;31432=7},,,,
79,15,100,{star=2;id=1423},{14233=7;14232=7;14231=7},{star=2;id=2401},{24011=7;24012=7;24013=7},{star=2;id=3021},{30211=7;30213=7;30212=7},{star=2;id=3171},{31712=7;31711=7;31713=7},,,,
80,15,100,{star=2;id=1503},{15032=7;15033=7;15031=7},{star=2;id=2493},{24931=7;24933=7;24932=7},{star=2;id=3143},{31433=7;31431=7;31432=7},{star=2;id=3303},{33033=7;33031=7;33032=7},,,,
81,15,100,{star=2;id=1893},{18931=9;18932=9;18933=9},{star=2;id=3021},{30211=9;30213=9;30212=9},{star=2;id=3171},{31712=9;31711=9;31713=9},{star=2;id=3353},{33532=9;33531=9;33533=9},,,,
82,15,100,{star=2;id=1941},{19411=9;19412=9;19413=9},{star=2;id=3143},{31433=9;31431=9;31432=9},{star=2;id=3303},{33033=9;33031=9;33032=9},{star=2;id=3673},{36733=9;36731=9;36732=9},,,,
83,15,100,{star=2;id=1951},{19512=9;19511=9;19513=9},{star=2;id=3171},{31712=9;31711=9;31713=9},{star=2;id=3353},{33532=9;33531=9;33533=9},{star=2;id=7001},{70011=9;70012=9;70013=9},,,,
84,15,100,{star=2;id=2233},{22333=9;22332=9;22331=9},{star=2;id=3303},{33033=9;33031=9;33032=9},{star=2;id=3673},{36733=9;36731=9;36732=9},{star=2;id=731},{7313=9;7312=9;7311=9},,,,
85,15,100,{star=2;id=2401},{24011=9;24012=9;24013=9},{star=2;id=3353},{33532=9;33531=9;33533=9},{star=2;id=7001},{70011=9;70012=9;70013=9},{star=2;id=1221},{12211=9;12213=9;12212=9},,,,
86,15,100,{star=2;id=2493},{24931=9;24933=9;24932=9},{star=2;id=3673},{36733=9;36731=9;36732=9},{star=2;id=731},{7313=9;7312=9;7311=9},{star=2;id=1903},{19033=9;19031=9;19032=9},,,,
87,15,100,{star=2;id=3021},{30211=9;30213=9;30212=9},{star=2;id=7001},{70011=9;70012=9;70013=9},{star=2;id=1221},{12211=9;12213=9;12212=9},{star=2;id=1931},{19312=9;19311=9;19313=9},,,,
88,15,100,{star=2;id=3143},{31433=9;31431=9;31432=9},{star=2;id=731},{7313=9;7312=9;7311=9},{star=2;id=1903},{19033=9;19031=9;19032=9},{star=2;id=3543},{35432=9;35433=9;35431=9},,,,
89,15,100,{star=2;id=3171},{31712=9;31711=9;31713=9},{star=2;id=1221},{12211=9;12213=9;12212=9},{star=2;id=1931},{19312=9;19311=9;19313=9},{star=2;id=163},{1633=9;1631=9;1632=9},,,,
90,15,100,{star=2;id=3303},{33033=9;33031=9;33032=9},{star=2;id=1903},{19033=9;19031=9;19032=9},{star=2;id=3543},{35432=9;35433=9;35431=9},{star=2;id=242},{2421=9;2422=9;2423=9},,,,
91,15,100,{star=2;id=3353},{33532=9;33531=9;33533=9},{star=2;id=1931},{19312=9;19311=9;19313=9},{star=2;id=163},{1633=9;1631=9;1632=9},{star=2;id=333},{3333=9;3332=9;3331=9},,,,
92,15,100,{star=2;id=3673},{36733=9;36731=9;36732=9},{star=2;id=3543},{35432=9;35433=9;35431=9},{star=2;id=242},{2421=9;2422=9;2423=9},{star=2;id=503},{5032=9;5033=9;5031=9},,,,
93,15,100,{star=2;id=7001},{70011=9;70012=9;70013=9},{star=2;id=163},{1633=9;1631=9;1632=9},{star=2;id=333},{3333=9;3332=9;3331=9},{star=2;id=593},{5932=9;5931=9;5933=9},,,,
94,15,100,{star=2;id=731},{7313=9;7312=9;7311=9},{star=2;id=242},{2421=9;2422=9;2423=9},{star=2;id=503},{5032=9;5033=9;5031=9},{star=2;id=603},{6031=9;6033=9;6032=9},,,,
95,15,100,{star=2;id=1221},{12211=9;12213=9;12212=9},{star=2;id=333},{3333=9;3332=9;3331=9},{star=2;id=593},{5932=9;5931=9;5933=9},{star=2;id=611},{6113=9;6112=9;6111=9},,,,
96,15,100,{star=2;id=1903},{19033=9;19031=9;19032=9},{star=2;id=503},{5032=9;5033=9;5031=9},{star=2;id=603},{6031=9;6033=9;6032=9},{star=2;id=631},{6323=9;6322=9;6321=9},,,,
97,15,100,{star=2;id=1931},{19312=9;19311=9;19313=9},{star=2;id=593},{5932=9;5931=9;5933=9},{star=2;id=611},{6113=9;6112=9;6111=9},{star=2;id=641},{6413=9;6412=9;6411=9},,,,
98,15,100,{star=2;id=3543},{35432=9;35433=9;35431=9},{star=2;id=603},{6031=9;6033=9;6032=9},{star=2;id=631},{6323=9;6322=9;6321=9},{star=2;id=712},{7122=9;7123=9;7121=9},,,,
99,15,100,{star=2;id=163},{1633=9;1631=9;1632=9},{star=2;id=611},{6113=9;6112=9;6111=9},{star=2;id=641},{6413=9;6412=9;6411=9},{star=2;id=741},{7413=9;7411=9;7412=9},,,,
100,15,100,{star=2;id=242},{2421=9;2422=9;2423=9},{star=2;id=631},{6323=9;6322=9;6321=9},{star=2;id=712},{7122=9;7123=9;7121=9},{star=2;id=863},{8633=9;8632=9;8631=9},,,,
101,15,100,{star=2;id=333},{3333=11;3332=11;3331=11},{star=2;id=641},{6413=11;6412=11;6411=11},{star=2;id=741},{7413=11;7411=11;7412=11},{star=2;id=883},{8833=11;8832=11;8831=11},,,,
102,15,100,{star=2;id=503},{5032=11;5033=11;5031=11},{star=2;id=712},{7122=11;7123=11;7121=11},{star=2;id=863},{8633=11;8632=11;8631=11},{star=2;id=1082},{10821=11;10822=11;10823=11},,,,
103,15,100,{star=2;id=593},{5932=11;5931=11;5933=11},{star=2;id=741},{7413=11;7411=11;7412=11},{star=2;id=883},{8833=11;8832=11;8831=11},{star=2;id=1293},{12933=11;12931=11;12932=11},,,,
104,15,100,{star=2;id=603},{6031=11;6033=11;6032=11},{star=2;id=863},{8633=11;8632=11;8631=11},{star=2;id=1082},{10821=11;10822=11;10823=11},{star=2;id=1612},{16122=11;16121=11;16123=11},,,,
105,15,100,{star=2;id=611},{6113=11;6112=11;6111=11},{star=2;id=883},{8833=11;8832=11;8831=11},{star=2;id=1293},{12933=11;12931=11;12932=11},{star=2;id=2033},{20333=11;20332=11;20331=11},,,,
106,15,100,{star=2;id=631},{6323=11;6322=11;6321=11},{star=2;id=1082},{10821=11;10822=11;10823=11},{star=2;id=1612},{16122=11;16121=11;16123=11},{star=2;id=972},{9722=11;9723=11;9721=11},,,,
107,15,100,{star=2;id=641},{6413=11;6412=11;6411=11},{star=2;id=1293},{12933=11;12931=11;12932=11},{star=2;id=2033},{20333=11;20332=11;20331=11},{star=2;id=1032},{10322=11;10321=11;10323=11},,,,
108,15,100,{star=2;id=712},{7122=11;7123=11;7121=11},{star=2;id=1612},{16122=11;16121=11;16123=11},{star=2;id=972},{9722=11;9723=11;9721=11},{star=2;id=1071},{10713=11;10711=11;10712=11},,,,
109,15,100,{star=2;id=741},{7413=11;7411=11;7412=11},{star=2;id=2033},{20333=11;20332=11;20331=11},{star=2;id=1032},{10322=11;10321=11;10323=11},{star=2;id=1253},{12532=11;12533=11;12531=11},,,,
110,15,100,{star=2;id=863},{8633=11;8632=11;8631=11},{star=2;id=972},{9722=11;9723=11;9721=11},{star=2;id=1071},{10713=11;10711=11;10712=11},{star=2;id=1303},{13031=11;13032=11;13033=11},,,,
111,15,100,{star=2;id=883},{8833=11;8832=11;8831=11},{star=2;id=1032},{10322=11;10321=11;10323=11},{star=2;id=1253},{12532=11;12533=11;12531=11},{star=2;id=1381},{13942=11;13943=11;13941=11},,,,
112,15,100,{star=2;id=1082},{10821=11;10822=11;10823=11},{star=2;id=1071},{10713=11;10711=11;10712=11},{star=2;id=1303},{13031=11;13032=11;13033=11},{star=2;id=1772},{17721=11;17722=11;17723=11},,,,
113,15,100,{star=2;id=1293},{12933=11;12931=11;12932=11},{star=2;id=1253},{12532=11;12533=11;12531=11},{star=2;id=1381},{13942=11;13943=11;13941=11},{star=2;id=1813},{18133=11;18131=11;18132=11},,,,
114,15,100,{star=2;id=1612},{16122=11;16121=11;16123=11},{star=2;id=1303},{13031=11;13032=11;13033=11},{star=2;id=1772},{17721=11;17722=11;17723=11},{star=2;id=1841},{18411=11;18413=11;18412=11},,,,
115,15,100,{star=2;id=2033},{20333=11;20332=11;20331=11},{star=2;id=1381},{13942=11;13943=11;13941=11},{star=2;id=1813},{18133=11;18131=11;18132=11},{star=2;id=1911},{19111=11;19113=11;19112=11},,,,
116,15,100,{star=2;id=972},{9722=11;9723=11;9721=11},{star=2;id=1772},{17721=11;17722=11;17723=11},{star=2;id=1841},{18411=11;18413=11;18412=11},{star=2;id=2023},{20233=11;20231=11;20232=11},,,,
117,15,100,{star=2;id=1032},{10322=11;10321=11;10323=11},{star=2;id=1813},{18133=11;18131=11;18132=11},{star=2;id=1911},{19111=11;19113=11;19112=11},{star=2;id=2242},{22421=11;22423=11;22422=11},,,,
118,15,100,{star=2;id=1071},{10713=11;10711=11;10712=11},{star=2;id=1841},{18411=11;18413=11;18412=11},{star=2;id=2023},{20233=11;20231=11;20232=11},{star=2;id=2723},{27231=11;27233=11;27232=11},,,,
119,15,100,{star=2;id=1253},{12532=11;12533=11;12531=11},{star=2;id=1911},{19111=11;19113=11;19112=11},{star=2;id=2242},{22421=11;22423=11;22422=11},{star=2;id=3003},{30033=11;30032=11;30031=11},,,,
120,15,100,{star=2;id=1303},{13031=11;13032=11;13033=11},{star=2;id=2023},{20233=11;20231=11;20232=11},{star=2;id=2723},{27231=11;27233=11;27232=11},{star=2;id=3152},{31523=11;31521=11;31522=11},,,,
121,20,100,{star=3;id=1381},{13942=13;13943=13;13941=13},{star=3;id=2242},{22421=13;22423=13;22422=13},{star=3;id=3003},{30033=13;30032=13;30031=13},{star=3;id=3161},{31611=13;31612=13;31613=13},{star=3;id=1503},{15032=13;15033=13;15031=13},,
122,20,100,{star=3;id=1772},{17721=13;17722=13;17723=13},{star=3;id=2723},{27231=13;27233=13;27232=13},{star=3;id=3152},{31523=13;31521=13;31522=13},{star=3;id=3181},{31812=13;31813=13;31811=13},{star=3;id=1893},{18931=13;18932=13;18933=13},,
