VariableName,drawType,_comment,drawTriggerType,drawTriggerTimes,weightStart,weightEnd,effectLimit,startCount,probInit,probStep,probLimit,probMiniTimes,probEffectInterval,lotteryType1,lotteryWeight1,lotteryType2,lotteryWeight2,lotteryType3,lotteryWeight3,lotteryType4,lotteryWeight4,lotteryType5,lotteryWeight5,lotteryType6,lotteryWeight6,lotteryType7,lotteryWeight7,lotteryType8,lotteryWeight8,lotteryType9,lotteryWeight9,lotteryType10,lotteryWeight10
132,lucky_egg_rmb10_202309033,,0,1,,,,,,,,,,{9001=5;9003=1;9004=1;9002=3},250,{9001=4;9003=2;9004=1;9002=3},350,{9001=4;9003=1;9004=1;9002=4},200,{9001=3;9003=2;9004=1;9002=4},100,{9001=3;9003=1;9004=1;9002=5},100,,,,,,,,,,
133,lucky_egg_rmb1_202310016,,0,1,,,,,,,,,,{9004=1},50,{9002=1},330,{9003=1},150,{9001=1},470,,,,,,,,,,,,
134,lucky_egg_rmb10_202310016,,0,1,,,,,,,,,,{9001=5;9003=1;9004=1;9002=3},250,{9001=4;9003=2;9004=1;9002=3},350,{9001=4;9003=1;9004=1;9002=4},200,{9001=3;9003=2;9004=1;9002=4},100,{9001=3;9003=1;9004=1;9002=5},100,,,,,,,,,,
135,lucky_egg_rmb1_202311038,,0,1,,,,,,,,,,{9004=1},50,{9002=1},330,{9003=1},150,{9001=1},470,,,,,,,,,,,,
136,lucky_egg_rmb10_202311038,,0,1,,,,,,,,,,{9001=5;9003=1;9004=1;9002=3},250,{9001=4;9003=2;9004=1;9002=3},350,{9001=4;9003=1;9004=1;9002=4},200,{9001=3;9003=2;9004=1;9002=4},100,{9001=3;9003=1;9004=1;9002=5},100,,,,,,,,,,
137,lucky_egg_rmb1_202312044,,0,1,,,,,,,,,,{9004=1},50,{9002=1},330,{9003=1},150,{9001=1},470,,,,,,,,,,,,
138,lucky_egg_rmb10_202312044,,0,1,,,,,,,,,,{9001=5;9003=1;9004=1;9002=3},250,{9001=4;9003=2;9004=1;9002=3},350,{9001=4;9003=1;9004=1;9002=4},200,{9001=3;9003=2;9004=1;9002=4},100,{9001=3;9003=1;9004=1;9002=5},100,,,,,,,,,,
139,lucky_egg_rmb1_202401040,,0,1,,,,,,,,,,{9004=1},50,{9002=1},330,{9003=1},150,{9001=1},470,,,,,,,,,,,,
140,lucky_egg_rmb10_202401040,,0,1,,,,,,,,,,{9001=5;9003=1;9004=1;9002=3},250,{9001=4;9003=2;9004=1;9002=3},350,{9001=4;9003=1;9004=1;9002=4},200,{9001=3;9003=2;9004=1;9002=4},100,{9001=3;9003=1;9004=1;9002=5},100,,,,,,,,,,
141,lucky_egg_rmb1_202402017,,0,1,,,,,,,,,,{9004=1},50,{9002=1},330,{9003=1},150,{9001=1},470,,,,,,,,,,,,
142,lucky_egg_rmb10_202402017,,0,1,,,,,,,,,,{9001=5;9003=1;9004=1;9002=3},250,{9001=4;9003=2;9004=1;9002=3},350,{9001=4;9003=1;9004=1;9002=4},200,{9001=3;9003=2;9004=1;9002=4},100,{9001=3;9003=1;9004=1;9002=5},100,,,,,,,,,,
143,lucky_egg_rmb1_202403030,,0,1,,,,,,,,,,{9004=1},50,{9002=1},330,{9003=1},150,{9001=1},470,,,,,,,,,,,,
144,lucky_egg_rmb10_202403030,,0,1,,,,,,,,,,{9001=5;9003=1;9004=1;9002=3},250,{9001=4;9003=2;9004=1;9002=3},350,{9001=4;9003=1;9004=1;9002=4},200,{9001=3;9003=2;9004=1;9002=4},100,{9001=3;9003=1;9004=1;9002=5},100,,,,,,,,,,
145,lucky_egg_rmb1_202404003,,0,1,,,,,,,,,,{9004=1},50,{9002=1},330,{9003=1},150,{9001=1},470,,,,,,,,,,,,
146,lucky_egg_rmb10_202404003,,0,1,,,,,,,,,,{9001=5;9003=1;9004=1;9002=3},250,{9001=4;9003=2;9004=1;9002=3},350,{9001=4;9003=1;9004=1;9002=4},200,{9001=3;9003=2;9004=1;9002=4},100,{9001=3;9003=1;9004=1;9002=5},100,,,,,,,,,,
147,lucky_egg_rmb1_202404042,,0,1,,,,,,,,,,{9004=1},50,{9002=1},330,{9003=1},150,{9001=1},470,,,,,,,,,,,,
148,lucky_egg_rmb10_202404042,,0,1,,,,,,,,,,{9001=5;9003=1;9004=1;9002=3},250,{9001=4;9003=2;9004=1;9002=3},350,{9001=4;9003=1;9004=1;9002=4},200,{9001=3;9003=2;9004=1;9002=4},100,{9001=3;9003=1;9004=1;9002=5},100,,,,,,,,,,
149,lucky_egg_rmb1_202404082,,0,1,,,,,,,,,,{9004=1},50,{9002=1},330,{9003=1},150,{9001=1},470,,,,,,,,,,,,
150,lucky_egg_rmb10_202404082,,0,1,,,,,,,,,,{9001=5;9003=1;9004=1;9002=3},250,{9001=4;9003=2;9004=1;9002=3},350,{9001=4;9003=1;9004=1;9002=4},200,{9001=3;9003=2;9004=1;9002=4},100,{9001=3;9003=1;9004=1;9002=5},100,,,,,,,,,,
151,lucky_egg_rmb1_202404098,,0,1,,,,,,,,,,{9004=1},50,{9002=1},330,{9003=1},150,{9001=1},470,,,,,,,,,,,,
152,lucky_egg_rmb10_202404098,,0,1,,,,,,,,,,{9001=5;9003=1;9004=1;9002=3},250,{9001=4;9003=2;9004=1;9002=3},350,{9001=4;9003=1;9004=1;9002=4},200,{9001=3;9003=2;9004=1;9002=4},100,{9001=3;9003=1;9004=1;9002=5},100,,,,,,,,,,
153,lucky_egg_rmb1_80198,,0,1,,,,,,,,,,{9004=1},50,{9002=1},330,{9003=1},150,{9001=1},470,,,,,,,,,,,,
154,lucky_egg_rmb10_80198,,0,1,,,,,,,,,,{9001=5;9003=1;9004=1;9002=3},250,{9001=4;9003=2;9004=1;9002=3},350,{9001=4;9003=1;9004=1;9002=4},200,{9001=3;9003=2;9004=1;9002=4},100,{9001=3;9003=1;9004=1;9002=5},100,,,,,,,,,,
155,lucky_egg_rmb1_80231,,0,1,,,,,,,,,,{9004=1},50,{9002=1},330,{9003=1},150,{9001=1},470,,,,,,,,,,,,
156,lucky_egg_rmb10_80231,,0,1,,,,,,,,,,{9001=5;9003=1;9004=1;9002=3},250,{9001=4;9003=2;9004=1;9002=3},350,{9001=4;9003=1;9004=1;9002=4},200,{9001=3;9003=2;9004=1;9002=4},100,{9001=3;9003=1;9004=1;9002=5},100,,,,,,,,,,
157,lucky_egg_rmb1_80276,,0,1,,,,,,,,,,{9004=1},50,{9002=1},330,{9003=1},150,{9001=1},470,,,,,,,,,,,,
158,lucky_egg_rmb10_80276,,0,1,,,,,,,,,,{9001=5;9003=1;9004=1;9002=3},250,{9001=4;9003=2;9004=1;9002=3},350,{9001=4;9003=1;9004=1;9002=4},200,{9001=3;9003=2;9004=1;9002=4},100,{9001=3;9003=1;9004=1;9002=5},100,,,,,,,,,,
159,lucky_egg_rmb1_80319,,0,1,,,,,,,,,,{9004=1},50,{9002=1},330,{9003=1},150,{9001=1},470,,,,,,,,,,,,
160,lucky_egg_rmb10_80319,,0,1,,,,,,,,,,{9001=5;9003=1;9004=1;9002=3},250,{9001=4;9003=2;9004=1;9002=3},350,{9001=4;9003=1;9004=1;9002=4},200,{9001=3;9003=2;9004=1;9002=4},100,{9001=3;9003=1;9004=1;9002=5},100,,,,,,,,,,
161,lucky_egg_rmb1_80359,,0,1,,,,,,,,,,{9004=1},50,{9002=1},330,{9003=1},150,{9001=1},470,,,,,,,,,,,,
162,lucky_egg_rmb10_80359,,0,1,,,,,,,,,,{9001=5;9003=1;9004=1;9002=3},250,{9001=4;9003=2;9004=1;9002=3},350,{9001=4;9003=1;9004=1;9002=4},200,{9001=3;9003=2;9004=1;9002=4},100,{9001=3;9003=1;9004=1;9002=5},100,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,lucky_egg_rmb1_80401,,0,1,,,,,,,,,,{9004=1},50,{9002=1},330,{9003=1},150,{9001=1},470,,,,,,,,,,,,
164,lucky_egg_rmb10_80401,,0,1,,,,,,,,,,{9001=5;9003=1;9004=1;9002=3},250,{9001=4;9003=2;9004=1;9002=3},350,{9001=4;9003=1;9004=1;9002=4},200,{9001=3;9003=2;9004=1;9002=4},100,{9001=3;9003=1;9004=1;9002=5},100,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,lucky_egg_rmb1_80430,,0,1,,,,,,,,,,{9004=1},50,{9002=1},330,{9003=1},150,{9001=1},470,,,,,,,,,,,,
166,lucky_egg_rmb10_80430,,0,1,,,,,,,,,,{9001=5;9003=1;9004=1;9002=3},250,{9001=4;9003=2;9004=1;9002=3},350,{9001=4;9003=1;9004=1;9002=4},200,{9001=3;9003=2;9004=1;9002=4},100,{9001=3;9003=1;9004=1;9002=5},100,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,lucky_egg_rmb1_80511,,0,1,,,,,,,,,,{9004=1},50,{9002=1},330,{9003=1},150,{9001=1},470,,,,,,,,,,,,
168,lucky_egg_rmb10_80511,,0,1,,,,,,,,,,{9001=5;9003=1;9004=1;9002=3},250,{9001=4;9003=2;9004=1;9002=3},350,{9001=4;9003=1;9004=1;9002=4},200,{9001=3;9003=2;9004=1;9002=4},100,{9001=3;9003=1;9004=1;9002=5},100,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,limit_explorer_rmb1_80777,,4,50,,,,,,,,,,{183=1},100,,,,,,,,,,,,,,,,,,
170,limit_explorer_rmb1_80777,,3,20,,,,,,,,,,{173=1},100,,,,,,,,,,,,,,,,,,
171,limit_explorer_rmb1_80777,,3,15,,,,,,,,,,{172=1},100,,,,,,,,,,,,,,,,,,
172,limit_explorer_rmb1_80777,,3,10,,,,,,,,,,{172=1},100,,,,,,,,,,,,,,,,,,
173,limit_explorer_rmb1_80777,,3,5,,,,,,,,,,{172=1},100,,,,,,,,,,,,,,,,,,
174,limit_explorer_rmb1_80777,,0,1,,,,,,,,,,{175=1},380,{170=1},280,{171=1},180,{172=1},100,{173=1},50,{183=1},10,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,lucky_egg_rmb1_80587,,0,1,,,,,,,,,,{9004=1},50,{9002=1},330,{9003=1},150,{9001=1},470,,,,,,,,,,,,
176,lucky_egg_rmb10_80587,,0,1,,,,,,,,,,{9001=5;9003=1;9004=1;9002=3},250,{9001=4;9003=2;9004=1;9002=3},350,{9001=4;9003=1;9004=1;9002=4},200,{9001=3;9003=2;9004=1;9002=4},100,{9001=3;9003=1;9004=1;9002=5},100,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,lucky_egg_rmb1_80754,,0,1,,,,,,,,,,{9004=1},50,{9002=1},330,{9003=1},150,{9001=1},470,,,,,,,,,,,,
178,lucky_egg_rmb10_80754,,0,1,,,,,,,,,,{9001=5;9003=1;9004=1;9002=3},250,{9001=4;9003=2;9004=1;9002=3},350,{9001=4;9003=1;9004=1;9002=4},200,{9001=3;9003=2;9004=1;9002=4},100,{9001=3;9003=1;9004=1;9002=5},100,,,,,,,,,,
