VariableName,_beizu,_id,_name,targetType,skillTarget,input,process,targetFormula,specialChoose,targetLimit,fixPos,buffList,buffLifeRound,buffProb,buffLevel,buffValue1,effectEventID,extraArgs,confuseIt
1333,,,,,11,,,,,,,<11228>,<2>,<self:flagZ3() and 1 or 0>,,<self:specialDamage()*0.3>,,,
1334,,,,0,14,,,,,,,,,,,,,,
1361,,,,0,14,,,,,,,<11225>,<99>,,,<0>,,,
1411,,,,,,,,,,,,,,,,,1411,,
1412,,,,,,,,,,,,<11411>,<2>,,,<self:damage()*0.3>,,,
1421,,,,,,,,,,,,,,,,,1421,,
1422,,,,0,14,,,,,,,<11412>,<2>,,,<self:damage()*0.2>,,,
1431,,,,,,,,,,,,,,,,,1431,,
1432,,,,,,,,,,,,,,,,,1432,,
1433,,,,0,14,,,,,,,<11417>,<1>,"<moreEqualThan(self:star(),11) and 1 or 0>",,<1000>,,,
1434,,,,,,enemyForce,"buffDiffer('group',{1500,1510,1520})",,,,,<11413>,<1>,,,<self:curSkill():getTotalDamage()*0.48>,,,
1435,,,,,,enemyForce,"buffDiffer('group',{c.groupdebuff_oc()})",,,,,<11416>,<1>,"<moreEqualThan(self:star(),11) and 1 or 0>",,<self:curSkill():getTotalDamage()*0.28>,,,
1461,,,,0,11,,,,,,,<11414>,<99>,<(target:nature(1) ==15 or target:nature(2) ==15)  and 1 or 0>,,<1>,,,
1462,,,,0,11,,,,,,,<11414>,<99>,<(target:nature(1) ==2 or target:nature(2) ==2)  and 1 or 0>,,<1>,,,
1463,,,,0,14,,,,,,,<11415>,<99>,,,"<self:Bdamage()*(0.05+0.0005*skillLevel-0.0005)*countObjByBuff(self:force(),{11414})>",,,
1511,,,,,,,,,,,,,,,,,1511,,
1512,,,,0,14,,,,,,,<11512>,<2>,,,<self:specialDamage()*0.3>,,,
1521,,,,,,,,,,,,,,,,,1521,,
1522,,,,0,14,,,,,,,<11513>,<2>,,,<self:speed()*0.2>,,,
1523,,,,,,,,,,,,<11511>,<2>,,,<self:specialDamage()*0.3>,,,
1531,,,,,4,,,,,,,,,,,,1531,,
1532,,,,,4,,,,,,,,,,,,1532,,
1533,,,,,4,,,,,,,<11511;11511;11514;11511>,<2;2;2;2>,"<1;1;1;moreEqualThan(self:star(),11) and 1 or 0>",,<self:specialDamage()*0.3;self:specialDamage()*0.3;1;self:specialDamage()*0.3>,,,
1534,,,,,11,,,,,,,,,,,,,,
1561,,,,,11,,,,,,,<11516>,<99>,,,"<list(list(1500,1510,1520,1530),0.3+skillLevel*0.003-0.003,2)>",,,
1562,,,,0,11,,,,,,,<11519>,<99>,,,<1>,,,
1563,,,,0,14,,,,,,,<11517>,<99>,"<moreEqualThan(self:star(),8) and 1 or 0>",,<1>,,,
2111,,,,,,,,,,,,,,,,,2111,,
2112,,,,0,14,,,,,,,<21230>,<2>,<self:flagZ1() and 1 or 0>,,<self:specialDefence()*0.2>,,,
2121,,,,,,,,,,,,,,,,,2121,,
2122,,,,0,14,,,,,,,<21221>,<2>,,,<self:specialDefence()*2>,,,
2123,,,,0,2,,,,,,,<21221>,<2>,<self:flagZ2() and 1 or 0>,,<self:specialDefence()*2>,,,
2131,,,,,2,,,,,,,,,,,,2131,,
2132,,,,,2,,,,,,,,,,,,2132,,
2133,,,,0,11,,,,,,,<21222;21227>,<2;2>,"<1;moreEqualThan(self:star(),11) and (target:nature(1)==3 or target:nature(2)==3) and 1 or 0>",,<self:specialDefence()*1.6;self:flagZ3() and 3000 or 1000>,,,
2161,,,,0,11,,,,,,,<21225;21226>,<99;99>,<1;1>,,<target:defence()*(0.08+skillLevel*0.0004);target:specialDefence()*(0.08+skillLevel*0.0004)>,,,
2162,,,,0,14,,,,,,,<21228>,<99>,"<moreE(self:star(),8) and 1 or 0>",,<1>,,,
2163,,,,0,11,,,,,,,<21228>,<99>,"<moreE(self:star(),8) and self:flagZ4() and 1 or 0>",,<1>,,,
2211,,,,,,,,,,,,,,,,,2211,,
2212,,,,0,14,,,,,,,<21230>,<2>,<self:flagZ1() and 1 or 0>,,<self:specialDefence()*0.2>,,,
2221,,,,,,,,,,,,,,,,,2221,,
2222,,,,0,14,,,,,,,<21221>,<2>,,,<self:specialDefence()*2>,,,
2223,,,,0,2,,,,,,,<21221>,<2>,<self:flagZ2() and 1 or 0>,,<self:specialDefence()*2>,,,
2231,,,,,2,,,,,,,,,,,,2231,,
2232,,,,,2,,,,,,,,,,,,2232,,
2233,,,,0,11,,,,,,,<21222;21227>,<2;2>,"<1;moreEqualThan(self:star(),11) and (target:nature(1)==3 or target:nature(2)==3) and 1 or 0>",,<self:specialDefence()*1.6;self:flagZ3() and 3000 or 1000>,,,
2261,,,,0,11,,,,,,,<21225;21226>,<99;99>,<1;1>,,<target:defence()*(0.08+skillLevel*0.0004);target:specialDefence()*(0.08+skillLevel*0.0004)>,,,
2262,,,,0,14,,,,,,,<21228>,<99>,"<moreE(self:star(),8) and 1 or 0>",,<1>,,,
2263,,,,0,11,,,,,,,<21228>,<99>,"<moreE(self:star(),8) and self:flagZ4() and 1 or 0>",,<1>,,,
2311,,,,,,,,,,,,,,,,,2311,,
2312,,,,0,14,,,,,,,<21230>,<2>,<self:flagZ1() and 1 or 0>,,<self:specialDefence()*0.2>,,,
2321,,,,,,,,,,,,,,,,,2321,,
2322,,,,0,14,,,,,,,<21221>,<2>,,,<self:specialDefence()*2>,,,
2323,,,,0,2,,,,,,,<21221>,<2>,<self:flagZ2() and 1 or 0>,,<self:specialDefence()*2>,,,
2331,,,,,2,,,,,,,,,,,,2331,,
2332,,,,,2,,,,,,,,,,,,2332,,
2333,,,,0,11,,,,,,,<21222;21227>,<2;2>,"<1;moreEqualThan(self:star(),11) and (target:nature(1)==3 or target:nature(2)==3) and 1 or 0>",,<self:specialDefence()*1.6;self:flagZ3() and 3000 or 1000>,,,
2361,,,,0,11,,,,,,,<21225;21226>,<99;99>,<1;1>,,<target:defence()*(0.08+skillLevel*0.0004);target:specialDefence()*(0.08+skillLevel*0.0004)>,,,
2362,,,,0,14,,,,,,,<21228>,<99>,"<moreE(self:star(),8) and 1 or 0>",,<1>,,,
2363,,,,0,11,,,,,,,<21228>,<99>,"<moreE(self:star(),8) and self:flagZ4() and 1 or 0>",,<1>,,,
2411,,,,,,,,,,,,,,,,,2411,,
2412,,,,0,14,,,,,,,<24121;24122>,<2;2>,<1;1>,,<self:defence()*0.2;self:specialDefence()*0.5>,,,
2421,,,,,,,,,,,,,,,,,2421,,
2422,,,,0,14,,,,,,,<24123>,<2>,,,<self:specialDefence()*2>,,,
2423,,,,,,selfForce|nodead,otherProcessExcept(2422)|hpRatioMin,,,,,<24123>,<2>,,,<self:specialDefence()*2>,,,
2431,,,,,2,,,,,,,,,,,,2431,,
2432,,,,,2,,,,,,,,,,,,2432,,
2433,,,,,2,,,,,,,<24124>,<1>,,,<0>,,,
2434,,,,0,11,,,,,,,<24125>,<2>,,,<self:specialDefence()*(target:frontOrBack()==1 and 3.6 or 2.4)>,,,
2461,,,,0,11,,,,,,,<24128;24129>,<99;99>,<1;1>,,<self:Bdefence()*(0.18+skillLevel*0.002);self:BspecialDefence()*(0.18+skillLevel*0.002)>,,,
2462,,,,0,14,,,,,,,<24130>,<99>,"<moreE(self:star(),8) and 1 or 0>",,<1>,,,
3111,,,,,,,,,,,,,,,,,3111,,
3121,,,,,,,,,,,,,,,,,3121,,
3122,,,,,,,,,,,,<31221>,<1>,,,<-target:speed()*0.6>,,,
3131,,,,,2,,,,,,,,,,,,3131,,
3132,,,,,2,,,,,,,,,,,,3132,,
3133,,,,,2,,,,,,,<31221>,<1>,,,"<-target:speed()*(moreEqualThan(self:star(),11) and 1 or 0.4)>",,,
3161,,,,0,14,,,,,,,<31222;31223>,<99;1>,<1;1>,,<self:speed()*(5+skillLevel*0.05-0.05)*0.01;self:speed()*0.3>,,,
3311,,,,,,,,,,,,,,,,,3311,,
3321,,,,,,,,,,,,,,,,,3321,,
3322,,,,,,,,,,,,<31221>,<1>,,,<-target:speed()*0.6>,,,
3331,,,,,2,,,,,,,,,,,,3331,,
3332,,,,,2,,,,,,,<31221>,<1>,,,"<-target:speed()*(moreEqualThan(self:star(),11) and 1 or 0.4)>",,,
3361,,,,0,14,,,,,,,<31222;31223>,<99;1>,<1;1>,,<self:speed()*(5+skillLevel*0.05-0.05)*0.01;self:speed()*0.3>,,,
4311,,,,,,,,,,,,,,,,,4311,,
4321,,,,,,,,,,,,,,,,,4321,,
4322,,,,,,,,,,,,<43221>,<2>,<0.3>,,<self:damage()*0.1>,,,
4331,,,,,,,,,,,,,,,,,4331,,
4332,,,,,,,,,,,,<43222>,<2>,,,"<moreEqualThan(self:star(),11) and -6000 or -4000>",,,
4361,,,,0,14,,,,,,,<43223>,<99>,,,"<(10+skillLevel*0.1-0.1+(moreEqualThan(self:star(),8) and 0.1 or 0))*100>",,,
4411,,,,,,,,,,,,,,,,,4411,,
4412,,,,0,14,,,,,,,<44228>,<2>,<self:flagZ1() and 1 or 0>,,<self:damage()*0.1>,,,
4421,,,,,,,,,,,,,,,,,4421,,
4422,,,,,,,,,,,,<44221;44223>,<3;self:flagZ2() and 3 or 2>,<1;1>,,<self:damage()*0.2;-4000>,,,
4431,,,,,,,,,,,,,,,,,4431,,
4432,,,,,,,,,,,,,,,,,,,
4433,,,,,,,,,,,,<44223>,<5>,,,<-8000>,,,
4434,,,,,,,,,,,,<44225>,<1>,,,<1>,,,
4461,,,,0,14,,,,,,,<44227>,<99>,,,<1>,,,
5111,,,,,,,,,,,,,,,,,5111,,
5112,,,,0,14,,,,,,,<51225>,<2>,<self:flagZ1() and 1 or 0>,,<self:speed()*0.05>,,,
5121,,,,,,,,,,,,,,,,,5121,,
5122,,,,,,,,,,,,<51221>,<2>,,,<-target:speed()*0.2>,,,
5123,,,,,,,,,,,,<51226>,<2>,"<self:flagZ2() and less(self:speed(),target:speed()) and 1 or 0>",,<-target:speed()*0.2>,,,
5131,,,,,,,,,,,,,,,,,5131,,
5132,,,,,,,,,,,,,,,,,5132,,
5133,,,,0,11,,,,,,,<51222>,<self:flagZ3() and 99 or 3>,,,<target:speed()*((target:nature(1)==10 or target:nature(2)==10 ) and 0.2 or 0.1)>,,,
5161,,,,0,14,,,,,,,<51223;51224>,<2;2>,"<1;moreEqualThan(self:star(),8) and 1 or 0>",,<self:speed()*(0.05+skillLevel*0.0005-0.0005);self:damage()*(0.05+skillLevel*0.0005-0.0005)>,,,
5211,,,,,,,,,,,,,,,,,5211,,
5212,,,,0,14,,,,,,,<51225>,<2>,<self:flagZ1() and 1 or 0>,,<self:speed()*0.05>,,,
5221,,,,,,,,,,,,,,,,,5221,,
5222,,,,,,,,,,,,<51221>,<2>,,,<-target:speed()*0.2>,,,
5223,,,,,,,,,,,,<51226>,<2>,"<self:flagZ2() and less(self:speed(),target:speed()) and 1 or 0>",,<-target:speed()*0.2>,,,
5231,,,,,,,,,,,,,,,,,5231,,
5232,,,,,,,,,,,,,,,,,5232,,
5233,,,,0,11,,,,,,,<51222>,<self:flagZ3() and 99 or 3>,,,<target:speed()*((target:nature(1)==10 or target:nature(2)==10 ) and 0.2 or 0.1)>,,,
5261,,,,0,14,,,,,,,<51223;51224>,<2;2>,"<1;moreEqualThan(self:star(),8) and 1 or 0>",,<self:speed()*(0.05+skillLevel*0.0005-0.0005);self:damage()*(0.05+skillLevel*0.0005-0.0005)>,,,
5311,,,,,,,,,,,,,,,,,5311,,
5312,,,,0,14,,,,,,,<51225>,<2>,<self:flagZ1() and 1 or 0>,,<self:speed()*0.05>,,,
5321,,,,,,,,,,,,,,,,,5321,,
5322,,,,,,,,,,,,<51221>,<2>,,,<-target:speed()*0.2>,,,
5323,,,,,,,,,,,,<51226>,<2>,"<self:flagZ2() and less(self:speed(),target:speed()) and 1 or 0>",,<-target:speed()*0.2>,,,
5331,,,,,,,,,,,,,,,,,5331,,
5332,,,,0,11,,,,,,,<51222>,<self:flagZ3() and 99 or 3>,,,<target:speed()*((target:nature(1)==10 or target:nature(2)==10 ) and 0.2 or 0.1)>,,,
5361,,,,0,14,,,,,,,<51223;51224>,<2;2>,"<1;moreEqualThan(self:star(),8) and 1 or 0>",,<self:speed()*(0.05+skillLevel*0.0005-0.0005);self:damage()*(0.05+skillLevel*0.0005-0.0005)>,,,
6111,,,,,,,,,,,,,,,,,6111,,
6121,,,,,,,,,,,,,,,,,6121,,
6122,,,,,,,,,,,,<61221;61223>,<99;99>,<1;1>,,"<-min(target:defence()*0.05,self:defence()*0.4);-min(target:damage()*0.05,self:damage()*0.4)>",,,
6131,,,,,,,,,,,,,,,,,6131,,
6132,,,,0,14,,,,,,,<61225>,<1>,,,<90000>,,,
6133,,,,0,14,,,,,,,<61226>,<1>,,,"<moreEqualThan(self:star(),11) and -2000 or -3000>",,,
6161,,,,0,14,,,,,,,<61227>,<99>,,,"<(5+skillLevel*0.15-0.15+(moreEqualThan(self:star(),8) and 0.05 or 0))*100>",,,
6211,,,,,,,,,,,,,,,,,6211,,
6221,,,,,,,,,,,,,,,,,6221,,
6222,,,,,,,,,,,,<61221;61223>,<99;99>,<1;1>,,"<-min(target:defence()*0.05,self:defence()*0.4);-min(target:damage()*0.05,self:damage()*0.4)>",,,
6231,,,,,,,,,,,,,,,,,6231,,
6232,,,,0,14,,,,,,,<61225>,<1>,,,<90000>,,,
6233,,,,0,14,,,,,,,<61226>,<1>,,,"<moreEqualThan(self:star(),11) and -2000 or -3000>",,,
6261,,,,0,14,,,,,,,<61227>,<99>,,,"<(5+skillLevel*0.15-0.15+(moreEqualThan(self:star(),8) and 0.05 or 0))*100>",,,
7111,,,,,,,,,,,,,,,,,7111,,
7121,,,,,,,,,,,,,,,,,7121,,
7122,,,,0,14,,,,,,,<71221>,<2>,,,<self:speed()*0.1>,,,
7131,,,,,,,,,,,,,,,,,7131,,
7132,,,,0,14,,,,,,,<71222;71223>,<1;1>,<1;1>,,"<-self:defence()*(moreEqualThan(self:star(),11) and 0.1 or 0.3);-self:specialDefence()*(moreEqualThan(self:star(),11) and 0.1 or 0.3)>",,,
7161,,,,0,14,,,,,,,<71224>,<99>,,,"<(20+skillLevel*0.1-0.1+(moreEqualThan(self:star(),8) and 0.1 or 0))*100>",,,
7211,,,,,,,,,,,,,,,,,7211,,
7221,,,,,,,,,,,,,,,,,7221,,
7222,,,,0,14,,,,,,,<71221>,<2>,,,<self:speed()*0.1>,,,
7231,,,,,,,,,,,,,,,,,7231,,
7232,,,,0,14,,,,,,,<71222;71223>,<1;1>,<1;1>,,"<-self:defence()*(moreEqualThan(self:star(),11) and 0.1 or 0.3);-self:specialDefence()*(moreEqualThan(self:star(),11) and 0.1 or 0.3)>",,,
7261,,,,0,14,,,,,,,<71224>,<99>,,,"<(20+skillLevel*0.1-0.1+(moreEqualThan(self:star(),8) and 0.1 or 0))*100>",,,
8111,,,,,,,,,,,,,,,,,8111,,
8121,,,,,,,,,,,,,,,,,8121,,
8122,,,,,,,,,,,,<81221>,<2>,,,<-target:damage()*0.1>,,,
8131,,,,,,,,,,,,,,,,,8131,,
8132,,,,,,,,,,,,,,,,,8132,,
8133,,,,0,14,,,,,,,<81225>,<1>,"<moreEqualThan(self:star(),11) and 1 or 0>",,<self:damage()*0.2>,,,
8134,,,,,,,,,,,,<81222>,<1>,"<moreThan(self:damage(),target:damage()) and 1 or 0>",,<0>,,,
8161,,,,,11,,,,,,,<81224>,<3>,"<moreThan(self:damage(),target:damage()) and 1 or 0>",,<-target:damage()*(8+skillLevel*0.12-0.12)*0.01>,,,
8162,,,,0,14,,,,,,,<81226>,<3>,"<moreEqualThan(self:star(),8) and 1 or 0>",,<self:damage()*0.1>,,,
8211,,,,,,,,,,,,,,,,,8211,,
8221,,,,,,,,,,,,,,,,,8221,,
8222,,,,,,,,,,,,<81221>,<2>,,,<-target:damage()*0.1>,,,
8231,,,,,,,,,,,,,,,,,8231,,
8232,,,,0,14,,,,,,,<81225>,<1>,"<moreEqualThan(self:star(),11) and 1 or 0>",,<self:damage()*0.2>,,,
8233,,,,,,,,,,,,<81222>,<1>,"<moreThan(self:damage(),target:damage()) and 1 or 0>",,<0>,,,
8261,,,,,11,,,,,,,<81224>,<3>,"<moreThan(self:damage(),target:damage()) and 1 or 0>",,<-target:damage()*(8+skillLevel*0.12-0.12)*0.01>,,,
8262,,,,0,14,,,,,,,<81226>,<3>,"<moreEqualThan(self:star(),8) and 1 or 0>",,<self:damage()*0.1>,,,
9111,,,,,,,,,,,,,,,,,9111,,
9112,,,,0,14,,,,,,,<91231>,<2>,<self:flagZ1() and 1 or 0>,,<500>,,,
9121,,,,,,,,,,,,,,,,,9121,,
9122,,,,,,,,,,,,<91222>,<self:flagZ2() and 3 or 2>,<self:flagZ2() and 0.5 or 0.3>,,<1>,,,
9123,,,,,,,,,,,,,,,,,,,
9124,,,,,,,,,,,,,,,,,,,
9131,,,,,4,,,,,,,,,,,,9131,,
9132,,,,0,14,,,,,,,<91228>,<1>,,,<0>,,,
9133,,,,,4,,,,,,,<91230;91227;91229>,<1;2;99>,"<((target:hasBuffGroup(27) and moreEqualThan(self:star(),11) and 0.3 or 0)+(target:hasBuffGroup(27) and self:flagZ3() and moreEqualThan(self:star(),11) and 0.3 or 0));self:hasBuff(91228) and 10 or 0.5;0>",,<1;0;0>,,,
9141,,,,0,11,,,,,,,,,,,,,,
9161,,,,,11,,,,,,,<91226>,<99>,,,<-(500+skillLevel*5-5)>,,,
9162,,,,0,14,,,,,,,<91233>,<99>,<self:flagZ4() and 1 or 0>,,<0>,,,
9211,,,,,,,,,,,,,,,,,9211,,
9212,,,,0,14,,,,,,,<91231>,<2>,<self:flagZ1() and 1 or 0>,,<500>,,,
9221,,,,,,,,,,,,,,,,,9221,,
9222,,,,,,,,,,,,,,,,,,,
9223,,,,,,,,,,,,<91222>,<self:flagZ2() and 3 or 2>,<self:flagZ2() and 0.5 or 0.3>,,<1>,,,
9224,,,,,,,,,,,,,,,,,,,
9231,,,,,4,,,,,,,,,,,,9231,,
9232,,,,,4,,,,,,,,,,,,9232,,
9233,,,,0,14,,,,,,,<91228>,<1>,,,<0>,,,
9234,,,,,4,,,,,,,<91230;91227;91229>,<1;2;99>,"<((target:hasBuffGroup(27) and moreEqualThan(self:star(),11) and 0.3 or 0)+(target:hasBuffGroup(27) and self:flagZ3() and moreEqualThan(self:star(),11) and 0.3 or 0));self:hasBuff(91228) and 10 or 0.5;0>",,<1;0;0>,,,
9241,,,,0,11,,,,,,,,,,,,,,
9261,,,,,11,,,,,,,<91226>,<99>,,,<-(500+skillLevel*5-5)>,,,
9262,,,,0,14,,,,,,,<91233>,<99>,<self:flagZ4() and 1 or 0>,,<0>,,,
9311,,,,,,,,,,,,,,,,,9311,,
9312,,,,0,14,,,,,,,<91231>,<2>,<self:flagZ1() and 1 or 0>,,<500>,,,
9321,,,,,,,,,,,,,,,,,9321,,
9322,,,,,,,,,,,,,,,,,,,
9323,,,,,,,,,,,,<91222>,<self:flagZ2() and 3 or 2>,<self:flagZ2() and 0.5 or 0.3>,,<1>,,,
9324,,,,,,,,,,,,,,,,,,,
9331,,,,,4,,,,,,,,,,,,9331,,
9332,,,,,4,,,,,,,,,,,,9332,,
