VariableName,_beizhu,itemWeightMap,itemCount,costMap,vipStart,vipWeight,beginDate,endDate,position,levelRange,limitType,limitTimes,showUnable
315,,{5022=100;5024=100;5023=100},40,{gold=600000},,100,,,8,<70;99>,,,
316,,{5022=100;5024=100;5023=100},20,{gold=300000},,100,,,8,<70;99>,,,
317,,{5025=100;5027=100;5026=100},50,{gold=825000},,100,,,8,<80;99>,,,
318,,{5025=100;5027=100;5026=100},50,{gold=825000},,100,,,8,<80;99>,,,
319,,{5029=100;5028=100;5030=100},60,{gold=1200000},,100,,,8,<85;104>,,,
320,,{5029=100;5028=100;5030=100},30,{gold=600000},,100,,,8,<85;104>,,,
321,,{5032=100;5033=100;5031=100},50,{gold=1100000},,100,,,8,<90;119>,,,
322,,{5032=100;5033=100;5031=100},25,{gold=550000},,100,,,8,<90;119>,,,
323,,{5036=100;5034=100;5035=100},60,{gold=1380000},,100,,,8,<95;119>,,,
324,,{5036=100;5034=100;5035=100},30,{gold=690000},,100,,,8,<95;119>,,,
325,,{5037=100;5038=100;5039=100},60,{gold=1400000},,100,,,8,<100;119>,,,
326,,{5037=100;5038=100;5039=100},30,{gold=700000},,100,,,8,<100;119>,,,
327,,{5042=100;5041=100;5040=100},60,{gold=1440000},,100,,,8,<105;124>,,,
328,,{5042=100;5041=100;5040=100},30,{gold=720000},,100,,,8,<105;124>,,,
329,,{5045=100;5044=100;5043=100},60,{gold=1500000},,100,,,8,<110;129>,,,
330,,{5045=100;5044=100;5043=100},30,{gold=750000},,100,,,8,<110;129>,,,
331,,{5047=100;5046=100;5048=100},60,{gold=1580000},,100,,,8,<115;134>,,,
332,,{5047=100;5046=100;5048=100},30,{gold=790000},,100,,,8,<115;134>,,,
333,,{5050=100;5051=100;5049=100},60,{gold=1680000},,100,,,8,<120;139>,,,
334,,{5050=100;5051=100;5049=100},30,{gold=840000},,100,,,8,<120;139>,,,
401,,{5001=100;5003=100;5002=100},10,{gold=75000},,100,,,9,<1;27>,,,
402,,{5001=100;5003=100;5002=100},5,{gold=37500},,100,,,9,<1;27>,,,
403,,{5004=100;5006=100;5005=100},10,{gold=75000},,100,,,9,<1;39>,,,
404,,{5004=100;5006=100;5005=100},5,{gold=37500},,100,,,9,<1;39>,,,
405,,{5008=100;5009=100;5007=100},10,{gold=75000},,100,,,9,<1;49>,,,
406,,{5008=100;5009=100;5007=100},5,{gold=37500},,100,,,9,<1;49>,,,
407,,{5011=100;5012=100;5010=100},10,{gold=90000},,100,,,9,<28;59>,,,
408,,{5011=100;5012=100;5010=100},5,{gold=45000},,100,,,9,<28;59>,,,
409,,{5014=100;5015=100;5013=100},10,{gold=105000},,100,,,9,<40;69>,,,
410,,{5014=100;5015=100;5013=100},5,{gold=52500},,100,,,9,<40;69>,,,
411,,{5016=100;5017=100;5018=100},10,{gold=120000},,100,,,9,<50;79>,,,
412,,{5016=100;5017=100;5018=100},5,{gold=60000},,100,,,9,<50;79>,,,
413,,{5020=100;5019=100;5021=100},30,{gold=405000},,100,,,9,<60;84>,,,
414,,{5020=100;5019=100;5021=100},30,{gold=405000},,100,,,9,<60;84>,,,
415,,{5022=100;5024=100;5023=100},40,{gold=600000},,100,,,9,<70;99>,,,
416,,{5022=100;5024=100;5023=100},20,{gold=300000},,100,,,9,<70;99>,,,
417,,{5025=100;5027=100;5026=100},50,{gold=825000},,100,,,9,<80;99>,,,
418,,{5025=100;5027=100;5026=100},50,{gold=825000},,100,,,9,<80;99>,,,
419,,{5029=100;5028=100;5030=100},60,{gold=1200000},,100,,,9,<85;104>,,,
420,,{5029=100;5028=100;5030=100},30,{gold=600000},,100,,,9,<85;104>,,,
421,,{5032=100;5033=100;5031=100},50,{gold=1100000},,100,,,9,<90;119>,,,
422,,{5032=100;5033=100;5031=100},25,{gold=550000},,100,,,9,<90;119>,,,
423,,{5036=100;5034=100;5035=100},60,{gold=1380000},,100,,,9,<95;119>,,,
424,,{5036=100;5034=100;5035=100},30,{gold=690000},,100,,,9,<95;119>,,,
425,,{5037=100;5038=100;5039=100},60,{gold=1400000},,100,,,9,<100;119>,,,
426,,{5037=100;5038=100;5039=100},30,{gold=700000},,100,,,9,<100;119>,,,
427,,{5042=100;5041=100;5040=100},60,{gold=1440000},,100,,,9,<105;124>,,,
428,,{5042=100;5041=100;5040=100},30,{gold=720000},,100,,,9,<105;124>,,,
429,,{5045=100;5044=100;5043=100},60,{gold=1500000},,100,,,9,<110;129>,,,
430,,{5045=100;5044=100;5043=100},30,{gold=750000},,100,,,9,<110;129>,,,
431,,{5047=100;5046=100;5048=100},60,{gold=1580000},,100,,,9,<115;134>,,,
432,,{5047=100;5046=100;5048=100},30,{gold=790000},,100,,,9,<115;134>,,,
433,,{5050=100;5051=100;5049=100},60,{gold=1680000},,100,,,9,<120;139>,,,
434,,{5050=100;5051=100;5049=100},30,{gold=840000},,100,,,9,<120;139>,,,
501,,{5001=100;5003=100;5002=100},10,{gold=75000},,100,,,10,<1;21>,,,
502,,{5001=100;5003=100;5002=100},5,{gold=37500},,100,,,10,<1;21>,,,
503,,{5004=100;5006=100;5005=100},10,{gold=75000},,100,,,10,<1;34>,,,
504,,{5004=100;5006=100;5005=100},5,{gold=37500},,100,,,10,<1;34>,,,
505,,{5008=100;5009=100;5007=100},10,{gold=75000},,100,,,10,<1;44>,,,
506,,{5008=100;5009=100;5007=100},5,{gold=37500},,100,,,10,<1;44>,,,
507,,{5011=100;5012=100;5010=100},10,{gold=90000},,100,,,10,<22;54>,,,
508,,{5011=100;5012=100;5010=100},5,{gold=45000},,100,,,10,<22;54>,,,
509,,{5014=100;5015=100;5013=100},10,{gold=105000},,100,,,10,<35;64>,,,
510,,{5014=100;5015=100;5013=100},5,{gold=52500},,100,,,10,<35;64>,,,
511,,{5016=100;5017=100;5018=100},10,{gold=120000},,100,,,10,<45;74>,,,
512,,{5016=100;5017=100;5018=100},5,{gold=60000},,100,,,10,<45;74>,,,
513,,{5020=100;5019=100;5021=100},30,{gold=405000},,100,,,10,<55;79>,,,
514,,{5020=100;5019=100;5021=100},30,{gold=405000},,100,,,10,<55;79>,,,
515,,{5022=100;5024=100;5023=100},40,{gold=600000},,100,,,10,<65;99>,,,
516,,{5022=100;5024=100;5023=100},20,{gold=300000},,100,,,10,<65;99>,,,
517,,{5025=100;5027=100;5026=100},50,{gold=825000},,100,,,10,<75;99>,,,
518,,{5025=100;5027=100;5026=100},50,{gold=825000},,100,,,10,<75;99>,,,
519,,{5029=100;5028=100;5030=100},60,{gold=1200000},,100,,,10,<80;104>,,,
520,,{5029=100;5028=100;5030=100},30,{gold=600000},,100,,,10,<80;104>,,,
521,,{5032=100;5033=100;5031=100},50,{gold=1100000},,100,,,10,<85;114>,,,
522,,{5032=100;5033=100;5031=100},25,{gold=550000},,100,,,10,<85;114>,,,
523,,{5036=100;5034=100;5035=100},60,{gold=1380000},,100,,,10,<95;119>,,,
524,,{5036=100;5034=100;5035=100},30,{gold=690000},,100,,,10,<95;119>,,,
525,,{5037=100;5038=100;5039=100},60,{gold=1400000},,100,,,10,<100;119>,,,
526,,{5037=100;5038=100;5039=100},30,{gold=700000},,100,,,10,<100;119>,,,
527,,{5042=100;5041=100;5040=100},60,{gold=1440000},,100,,,10,<105;124>,,,
528,,{5042=100;5041=100;5040=100},30,{gold=720000},,100,,,10,<105;124>,,,
529,,{5045=100;5044=100;5043=100},60,{gold=1500000},,100,,,10,<110;129>,,,
530,,{5045=100;5044=100;5043=100},30,{gold=750000},,100,,,10,<110;129>,,,
531,,{5047=100;5046=100;5048=100},60,{gold=1580000},,100,,,10,<115;134>,,,
532,,{5047=100;5046=100;5048=100},30,{gold=790000},,100,,,10,<115;134>,,,
533,,{5050=100;5051=100;5049=100},60,{gold=1680000},,100,,,10,<120;139>,,,
534,,{5050=100;5051=100;5049=100},30,{gold=840000},,100,,,10,<120;139>,,,
601,,{5008=100;5009=100;5007=100},100,{gold=750000},,60,,,11,<70;129>,,,
602,,{5008=100;5009=100;5007=100},50,{gold=375000},,60,,,11,<70;129>,,,
603,,{5011=100;5012=100;5010=100},100,{gold=900000},,60,,,11,<70;129>,,,
604,,{5011=100;5012=100;5010=100},50,{gold=450000},,60,,,11,<70;129>,,,
605,,{5014=100;5015=100;5013=100},100,{gold=1050000},,100,,,11,<70;129>,,,
606,,{5014=100;5015=100;5013=100},50,{gold=525000},,100,,,11,<70;129>,,,
607,,{5016=100;5017=100;5018=100},100,{gold=1200000},,100,,,11,<80;129>,,,
608,,{5016=100;5017=100;5018=100},50,{gold=600000},,100,,,11,<80;129>,,,
609,,{5020=100;5019=100;5021=100},120,{gold=1620000},,100,,,11,<85;129>,,,
610,,{5020=100;5019=100;5021=100},120,{gold=1620000},,100,,,11,<85;129>,,,
611,,{5022=100;5024=100;5023=100},120,{gold=1800000},,50,,,11,<100;129>,,,
612,,{5022=100;5024=100;5023=100},60,{gold=900000},,50,,,11,<100;129>,,,
613,,{5025=100;5027=100;5026=100},100,{gold=1750000},,50,,,11,<100;129>,,,
614,,{5025=100;5027=100;5026=100},100,{gold=1750000},,50,,,11,<100;129>,,,
615,,{5001=100;5003=100;5002=100},50,{gold=375000},,60,,,11,<70;129>,,,
616,,{5001=100;5003=100;5002=100},25,{gold=187500},,60,,,11,<70;129>,,,
617,,{5004=100;5006=100;5005=100},50,{gold=375000},,60,,,11,<70;129>,,,
618,,{5004=100;5006=100;5005=100},25,{gold=187500},,60,,,11,<70;129>,,,
619,,{5029=100;5028=100;5030=100},60,{gold=1200000},,60,,,11,<105;129>,,,
620,,{5029=100;5028=100;5030=100},30,{gold=600000},,60,,,11,<105;129>,,,
621,,{5032=100;5033=100;5031=100},50,{gold=1100000},,60,,,11,<120;129>,,,
622,,{5032=100;5033=100;5031=100},25,{gold=550000},,60,,,11,<120;129>,,,
623,,{5036=100;5034=100;5035=100},60,{gold=1380000},,60,,,11,<120;129>,,,
624,,{5036=100;5034=100;5035=100},30,{gold=690000},,60,,,11,<120;129>,,,
625,,{5037=100;5038=100;5039=100},60,{gold=1400000},,60,,,11,<120;129>,,,
626,,{5037=100;5038=100;5039=100},30,{gold=700000},,60,,,11,<120;129>,,,
627,,{5042=100;5041=100;5040=100},60,{gold=1440000},,60,,,11,<125;129>,,,
628,,{5042=100;5041=100;5040=100},30,{gold=720000},,60,,,11,<125;129>,,,
1001,,{20692=100;23772=100;20082=100;23432=100;22843=100;20044=100;20053=100;22683=100},1,{gold=10000},,100,,,,,,,
1002,,{20692=100;23772=100;20082=100;23432=100;22843=100;20044=100;20053=100;22683=100},2,{gold=20000},,100,,,,,,,
1003,,{20692=100;23772=100;20082=100;23432=100;22843=100;20044=100;20053=100;22683=100},1,{rmb=10},,100,,,,,,,
1004,,{20692=100;23772=100;20082=100;23432=100;22843=100;20044=100;20053=100;22683=100},2,{rmb=20},,100,,,,,,,
1005,,{22013=100;23511=100;20552=100;22593=100;23472=100;22963=100;20013=100;20793=100;23283=100;20493=100;22073=100;23293=100;22612=100;22633=100;20273=100;23342=100;20402=100;23683=100},1,{gold=25000},,100,,,,,,,
1006,,{22013=100;23511=100;20552=100;22593=100;23472=100;22963=100;20013=100;20793=100;23283=100;20493=100;22073=100;23293=100;22612=100;22633=100;20273=100;23342=100;20402=100;23683=100},2,{gold=50000},,100,,,,,,,
1007,,{22013=100;23511=100;20552=100;22593=100;23472=100;22963=100;20013=100;20793=100;23283=100;20493=100;22073=100;23293=100;22612=100;22633=100;20273=100;23342=100;20402=100;23683=100},1,{rmb=25},,100,,,,,,,
1008,,{22013=100;23511=100;20552=100;22593=100;23472=100;22963=100;20013=100;20793=100;23283=100;20493=100;22073=100;23293=100;22612=100;22633=100;20273=100;23342=100;20402=100;23683=100},2,{rmb=50},,100,,,,,,,
1009,,{22242=100;21303=100;20641=100;20163=100;20593=100;21903=100;21032=100;20611=100;20603=100;21841=100;21931=100;21082=100;21071=100;23543=100;21381=100;20712=100;21293=100;20863=100;20631=100;21221=100;22033=100;20503=100},1,{gold=50000},,100,,,,,,,
1010,,{22242=100;21303=100;20641=100;20163=100;20593=100;21903=100;21032=100;20611=100;20603=100;21841=100;21931=100;21082=100;21071=100;23543=100;21381=100;20712=100;21293=100;20863=100;20631=100;21221=100;22033=100;20503=100},1,{rmb=50},,100,,,,,,,
1021,,{20692=100;23772=100;20082=100;23432=100;22843=100;20044=100;20053=100;22683=100},1,{gold=10000},,100,,,1,,,,
1022,,{20692=100;23772=100;20082=100;23432=100;22843=100;20044=100;20053=100;22683=100},2,{gold=20000},,100,,,1,,,,
1023,,{20692=100;23772=100;20082=100;23432=100;22843=100;20044=100;20053=100;22683=100},1,{rmb=10},,100,,,1,,,,
1024,,{20692=100;23772=100;20082=100;23432=100;22843=100;20044=100;20053=100;22683=100},2,{rmb=20},,100,,,1,,,,
1025,,{22013=100;23511=100;20552=100;22593=100;23472=100;22963=100;20013=100;20793=100;23283=100;20493=100;22073=100;23293=100;22612=100;22633=100;20273=100;23342=100;20402=100;23683=100},1,{gold=25000},,100,,,1,,,,
1026,,{22013=100;23511=100;20552=100;22593=100;23472=100;22963=100;20013=100;20793=100;23283=100;20493=100;22073=100;23293=100;22612=100;22633=100;20273=100;23342=100;20402=100;23683=100},2,{gold=50000},,100,,,1,,,,
1027,,{22013=100;23511=100;20552=100;22593=100;23472=100;22963=100;20013=100;20793=100;23283=100;20493=100;22073=100;23293=100;22612=100;22633=100;20273=100;23342=100;20402=100;23683=100},1,{rmb=25},,100,,,1,,,,
1028,,{22013=100;23511=100;20552=100;22593=100;23472=100;22963=100;20013=100;20793=100;23283=100;20493=100;22073=100;23293=100;22612=100;22633=100;20273=100;23342=100;20402=100;23683=100},2,{rmb=50},,100,,,1,,,,
1029,,{22242=100;21303=100;20641=100;20163=100;20593=100;21903=100;21032=100;20611=100;20603=100;21841=100;21931=100;21082=100;21071=100;23543=100;21381=100;20712=100;21293=100;20863=100;20631=100;21221=100;22033=100;20503=100},1,{gold=50000},,100,,,1,,,,
1030,,{22242=100;21303=100;20641=100;20163=100;20593=100;21903=100;21032=100;20611=100;20603=100;21841=100;21931=100;21082=100;21071=100;23543=100;21381=100;20712=100;21293=100;20863=100;20631=100;21221=100;22033=100;20503=100},1,{rmb=50},,100,,,1,,,,
