VariableName,gateID,_beizhu,itemID,itemCount,weightMin,weightMax,firstWeight
471,11108,,,,0.7,0.9,0.5
472,11108,,5015,,0.7,0.9,0.5
473,11108,,5010,,0.1,0.3,0.5
476,11109,,,,0.7,0.9,0.5
477,11109,,5015,,0.7,0.9,0.5
478,11109,,5010,,0.1,0.3,0.5
481,11110,,,,0.7,0.9,0.5
482,11110,,5015,,0.7,0.9,0.5
483,11110,,5010,,0.1,0.3,0.5
486,11201,,,,0.7,0.9,0.5
487,11201,,5016,,0.7,0.9,0.5
488,11201,,5008,,0.1,0.3,0.5
491,11202,,,,0.7,0.9,0.5
492,11202,,5016,,0.7,0.9,0.5
493,11202,,5008,,0.1,0.3,0.5
496,11203,,,,0.7,0.9,0.5
497,11203,,5016,,0.7,0.9,0.5
498,11203,,5008,,0.1,0.3,0.5
501,11204,,,,0.7,0.9,0.5
502,11204,,5016,,0.7,0.9,0.5
503,11204,,5008,,0.1,0.3,0.5
506,11205,,,,0.7,0.9,0.5
507,11205,,5017,,0.7,0.9,0.5
508,11205,,5009,,0.1,0.3,0.5
511,11206,,,,0.7,0.9,0.5
512,11206,,5017,,0.7,0.9,0.5
513,11206,,5009,,0.1,0.3,0.5
516,11207,,,,0.7,0.9,0.5
517,11207,,5017,,0.7,0.9,0.5
518,11207,,5009,,0.1,0.3,0.5
521,11208,,,,0.7,0.9,0.5
522,11208,,5018,,0.7,0.9,0.5
523,11208,,5007,,0.1,0.3,0.5
526,11209,,,,0.7,0.9,0.5
527,11209,,5018,,0.7,0.9,0.5
528,11209,,5007,,0.1,0.3,0.5
531,11210,,,,0.7,0.9,0.5
532,11210,,5018,,0.7,0.9,0.5
533,11210,,5007,,0.1,0.3,0.5
536,11301,,,,0.7,0.9,0.5
537,11301,,5016,,0.7,0.9,0.5
541,11302,,,,0.7,0.9,0.5
542,11302,,5016,,0.7,0.9,0.5
546,11303,,,,0.7,0.9,0.5
547,11303,,5016,,0.7,0.9,0.5
551,11304,,,,0.7,0.9,0.5
552,11304,,5016,,0.7,0.9,0.5
556,11305,,,,0.7,0.9,0.5
557,11305,,5017,,0.7,0.9,0.5
561,11306,,,,0.7,0.9,0.5
562,11306,,5017,,0.7,0.9,0.5
566,11307,,,,0.7,0.9,0.5
567,11307,,5017,,0.7,0.9,0.5
571,11308,,,,0.7,0.9,0.5
572,11308,,5018,,0.7,0.9,0.5
576,11309,,,,0.7,0.9,0.5
577,11309,,5018,,0.7,0.9,0.5
581,11310,,,,0.7,0.9,0.5
582,11310,,5018,,0.7,0.9,0.5
586,11401,,,,0.7,0.9,0.5
587,11401,,5019,,0.7,0.9,0.5
588,11401,,5011,,0.1,0.3,0.5
591,11402,,,,0.7,0.9,0.5
592,11402,,5019,,0.7,0.9,0.5
593,11402,,5011,,0.1,0.3,0.5
596,11403,,,,0.7,0.9,0.5
597,11403,,5019,,0.7,0.9,0.5
598,11403,,5011,,0.1,0.3,0.5
601,11404,,,,0.7,0.9,0.5
602,11404,,5019,,0.7,0.9,0.5
603,11404,,5011,,0.1,0.3,0.5
606,11405,,,,0.7,0.9,0.5
607,11405,,5020,,0.7,0.9,0.5
608,11405,,5012,,0.1,0.3,0.5
611,11406,,,,0.7,0.9,0.5
612,11406,,5020,,0.7,0.9,0.5
613,11406,,5012,,0.1,0.3,0.5
616,11407,,,,0.7,0.9,0.5
617,11407,,5020,,0.7,0.9,0.5
618,11407,,5012,,0.1,0.3,0.5
621,11408,,,,0.7,0.9,0.5
622,11408,,5021,,0.7,0.9,0.5
623,11408,,5010,,0.1,0.3,0.5
626,11409,,,,0.7,0.9,0.5
627,11409,,5021,,0.7,0.9,0.5
628,11409,,5010,,0.1,0.3,0.5
631,11410,,,,0.7,0.9,0.5
632,11410,,5021,,0.7,0.9,0.5
633,11410,,5010,,0.1,0.3,0.5
636,11501,,,,0.7,0.9,0.5
637,11501,,5019,,0.7,0.9,0.5
641,11502,,,,0.7,0.9,0.5
642,11502,,5019,,0.7,0.9,0.5
646,11503,,,,0.7,0.9,0.5
647,11503,,5019,,0.7,0.9,0.5
651,11504,,,,0.7,0.9,0.5
652,11504,,5019,,0.7,0.9,0.5
656,11505,,,,0.7,0.9,0.5
657,11505,,5020,,0.7,0.9,0.5
661,11506,,,,0.7,0.9,0.5
662,11506,,5020,,0.7,0.9,0.5
666,11507,,,,0.7,0.9,0.5
667,11507,,5020,,0.7,0.9,0.5
671,11508,,,,0.7,0.9,0.5
672,11508,,5021,,0.7,0.9,0.5
676,11509,,,,0.7,0.9,0.5
677,11509,,5021,,0.7,0.9,0.5
681,11510,,,,0.7,0.9,0.5
682,11510,,5021,,0.7,0.9,0.5
686,11601,,,,0.7,0.9,0.5
687,11601,,5022,,0.7,0.9,0.5
688,11601,,5014,,0.1,0.3,0.5
691,11602,,,,0.7,0.9,0.5
692,11602,,5022,,0.7,0.9,0.5
693,11602,,5014,,0.1,0.3,0.5
696,11603,,,,0.7,0.9,0.5
697,11603,,5022,,0.7,0.9,0.5
698,11603,,5014,,0.1,0.3,0.5
701,11604,,,,0.7,0.9,0.5
702,11604,,5022,,0.7,0.9,0.5
703,11604,,5014,,0.1,0.3,0.5
706,11605,,,,0.7,0.9,0.5
707,11605,,5023,,0.7,0.9,0.5
708,11605,,5015,,0.1,0.3,0.5
711,11606,,,,0.7,0.9,0.5
712,11606,,5023,,0.7,0.9,0.5
713,11606,,5015,,0.1,0.3,0.5
716,11607,,,,0.7,0.9,0.5
717,11607,,5023,,0.7,0.9,0.5
718,11607,,5015,,0.1,0.3,0.5
721,11608,,,,0.7,0.9,0.5
722,11608,,5024,,0.7,0.9,0.5
723,11608,,5013,,0.1,0.3,0.5
726,11609,,,,0.7,0.9,0.5
727,11609,,5024,,0.7,0.9,0.5
728,11609,,5013,,0.1,0.3,0.5
731,11610,,,,0.7,0.9,0.5
732,11610,,5024,,0.7,0.9,0.5
733,11610,,5013,,0.1,0.3,0.5
736,11701,,,,0.7,0.9,0.5
737,11701,,5022,,0.7,0.9,0.5
741,11702,,,,0.7,0.9,0.5
742,11702,,5022,,0.7,0.9,0.5
746,11703,,,,0.7,0.9,0.5
747,11703,,5022,,0.7,0.9,0.5
751,11704,,,,0.7,0.9,0.5
752,11704,,5022,,0.7,0.9,0.5
756,11705,,,,0.7,0.9,0.5
757,11705,,5023,,0.7,0.9,0.5
761,11706,,,,0.7,0.9,0.5
762,11706,,5023,,0.7,0.9,0.5
766,11707,,,,0.7,0.9,0.5
767,11707,,5023,,0.7,0.9,0.5
771,11708,,,,0.7,0.9,0.5
772,11708,,5024,,0.7,0.9,0.5
776,11709,,,,0.7,0.9,0.5
777,11709,,5024,,0.7,0.9,0.5
781,11710,,,,0.7,0.9,0.5
782,11710,,5024,,0.7,0.9,0.5
786,11801,,,,0.7,0.9,0.5
787,11801,,5025,,0.7,0.9,0.5
788,11801,,5017,,0.1,0.3,0.5
791,11802,,,,0.7,0.9,0.5
792,11802,,5025,,0.7,0.9,0.5
793,11802,,5017,,0.1,0.3,0.5
796,11803,,,,0.7,0.9,0.5
797,11803,,5025,,0.7,0.9,0.5
798,11803,,5017,,0.1,0.3,0.5
801,11804,,,,0.7,0.9,0.5
802,11804,,5025,,0.7,0.9,0.5
803,11804,,5017,,0.1,0.3,0.5
806,11805,,,,0.7,0.9,0.5
807,11805,,5026,,0.7,0.9,0.5
808,11805,,5018,,0.1,0.3,0.5
811,11806,,,,0.7,0.9,0.5
812,11806,,5026,,0.7,0.9,0.5
813,11806,,5018,,0.1,0.3,0.5
816,11807,,,,0.7,0.9,0.5
817,11807,,5026,,0.7,0.9,0.5
818,11807,,5018,,0.1,0.3,0.5
821,11808,,,,0.7,0.9,0.5
822,11808,,5027,,0.7,0.9,0.5
823,11808,,5016,,0.1,0.3,0.5
826,11809,,,,0.7,0.9,0.5
827,11809,,5027,,0.7,0.9,0.5
828,11809,,5016,,0.1,0.3,0.5
831,11810,,,,0.7,0.9,0.5
832,11810,,5027,,0.7,0.9,0.5
833,11810,,5016,,0.1,0.3,0.5
836,11901,,,,0.7,0.9,0.5
837,11901,,5028,,0.7,0.9,0.5
841,11902,,,,0.7,0.9,0.5
842,11902,,5028,,0.7,0.9,0.5
846,11903,,,,0.7,0.9,0.5
847,11903,,5028,,0.7,0.9,0.5
851,11904,,,,0.7,0.9,0.5
852,11904,,5028,,0.7,0.9,0.5
856,11905,,,,0.7,0.9,0.5
857,11905,,5029,,0.7,0.9,0.5
861,11906,,,,0.7,0.9,0.5
862,11906,,5029,,0.7,0.9,0.5
866,11907,,,,0.7,0.9,0.5
867,11907,,5029,,0.7,0.9,0.5
871,11908,,,,0.7,0.9,0.5
872,11908,,5030,,0.7,0.9,0.5
876,11909,,,,0.7,0.9,0.5
877,11909,,5030,,0.7,0.9,0.5
881,11910,,,,0.7,0.9,0.5
882,11910,,5030,,0.7,0.9,0.5
886,12001,,,,0.7,0.9,0.5
887,12001,,5031,,0.7,0.9,0.5
888,12001,,5020,,0.1,0.3,0.5
891,12002,,,,0.7,0.9,0.5
892,12002,,5031,,0.7,0.9,0.5
893,12002,,5020,,0.1,0.3,0.5
896,12003,,,,0.7,0.9,0.5
897,12003,,5031,,0.7,0.9,0.5
898,12003,,5020,,0.1,0.3,0.5
901,12004,,,,0.7,0.9,0.5
902,12004,,5031,,0.7,0.9,0.5
903,12004,,5020,,0.1,0.3,0.5
906,12005,,,,0.7,0.9,0.5
907,12005,,5032,,0.7,0.9,0.5
908,12005,,5021,,0.1,0.3,0.5
911,12006,,,,0.7,0.9,0.5
912,12006,,5032,,0.7,0.9,0.5
913,12006,,5021,,0.1,0.3,0.5
916,12007,,,,0.7,0.9,0.5
917,12007,,5032,,0.7,0.9,0.5
918,12007,,5021,,0.1,0.3,0.5
921,12008,,,,0.7,0.9,0.5
922,12008,,5033,,0.7,0.9,0.5
923,12008,,5019,,0.1,0.3,0.5
926,12009,,,,0.7,0.9,0.5
927,12009,,5033,,0.7,0.9,0.5
928,12009,,5019,,0.1,0.3,0.5
931,12010,,,,0.7,0.9,0.5
932,12010,,5033,,0.7,0.9,0.5
933,12010,,5019,,0.1,0.3,0.5
936,12101,,,,0.7,0.9,0.5
937,12101,,5034,,0.7,0.9,0.5
941,12102,,,,0.7,0.9,0.5
942,12102,,5034,,0.7,0.9,0.5
946,12103,,,,0.7,0.9,0.5
947,12103,,5034,,0.7,0.9,0.5
951,12104,,,,0.7,0.9,0.5
952,12104,,5034,,0.7,0.9,0.5
956,12105,,,,0.7,0.9,0.5
957,12105,,5035,,0.7,0.9,0.5
961,12106,,,,0.7,0.9,0.5
962,12106,,5035,,0.7,0.9,0.5
966,12107,,,,0.7,0.9,0.5
967,12107,,5035,,0.7,0.9,0.5
971,12108,,,,0.7,0.9,0.5
972,12108,,5036,,0.7,0.9,0.5
976,12109,,,,0.7,0.9,0.5
977,12109,,5036,,0.7,0.9,0.5
981,12110,,,,0.7,0.9,0.5
982,12110,,5036,,0.7,0.9,0.5
986,12201,,,,0.7,0.9,0.5
987,12201,,5037,,0.7,0.9,0.5
988,12201,,5024,,0.1,0.3,0.5
991,12202,,,,0.7,0.9,0.5
992,12202,,5037,,0.7,0.9,0.5
993,12202,,5024,,0.1,0.3,0.5
996,12203,,,,0.7,0.9,0.5
997,12203,,5037,,0.7,0.9,0.5
998,12203,,5024,,0.1,0.3,0.5
1001,12204,,,,0.7,0.9,0.5
1002,12204,,5037,,0.7,0.9,0.5
1003,12204,,5024,,0.1,0.3,0.5
1006,12205,,,,0.7,0.9,0.5
1007,12205,,5038,,0.7,0.9,0.5
1008,12205,,5022,,0.1,0.3,0.5
1011,12206,,,,0.7,0.9,0.5
1012,12206,,5038,,0.7,0.9,0.5
1013,12206,,5022,,0.1,0.3,0.5
1016,12207,,,,0.7,0.9,0.5
1017,12207,,5038,,0.7,0.9,0.5
1018,12207,,5022,,0.1,0.3,0.5
1021,12208,,,,0.7,0.9,0.5
1022,12208,,5039,,0.7,0.9,0.5
1023,12208,,5023,,0.1,0.3,0.5
1026,12209,,,,0.7,0.9,0.5
1027,12209,,5039,,0.7,0.9,0.5
1028,12209,,5023,,0.1,0.3,0.5
1031,12210,,,,0.7,0.9,0.5
1032,12210,,5039,,0.7,0.9,0.5
1033,12210,,5023,,0.1,0.3,0.5
1036,12301,,,,0.7,0.9,0.5
1037,12301,,5040,,0.7,0.9,0.5
1041,12302,,,,0.7,0.9,0.5
1042,12302,,5040,,0.7,0.9,0.5
1046,12303,,,,0.7,0.9,0.5
1047,12303,,5040,,0.7,0.9,0.5
1051,12304,,,,0.7,0.9,0.5
1052,12304,,5040,,0.7,0.9,0.5
1056,12305,,,,0.7,0.9,0.5
1057,12305,,5041,,0.7,0.9,0.5
1061,12306,,,,0.7,0.9,0.5
1062,12306,,5041,,0.7,0.9,0.5
1066,12307,,,,0.7,0.9,0.5
1067,12307,,5041,,0.7,0.9,0.5
1071,12308,,,,0.7,0.9,0.5
1072,12308,,5042,,0.7,0.9,0.5
1076,12309,,,,0.7,0.9,0.5
1077,12309,,5042,,0.7,0.9,0.5
1081,12310,,,,0.7,0.9,0.5
1082,12310,,5042,,0.7,0.9,0.5
1086,12401,,,,0.7,0.9,0.5
1087,12401,,5043,,0.7,0.9,0.5
1088,12401,,5027,,0.1,0.3,0.5
1091,12402,,,,0.7,0.9,0.5
1092,12402,,5043,,0.7,0.9,0.5
1093,12402,,5027,,0.1,0.3,0.5
1096,12403,,,,0.7,0.9,0.5
1097,12403,,5043,,0.7,0.9,0.5
1098,12403,,5027,,0.1,0.3,0.5
1101,12404,,,,0.7,0.9,0.5
1102,12404,,5043,,0.7,0.9,0.5
1103,12404,,5027,,0.1,0.3,0.5
1106,12405,,,,0.7,0.9,0.5
1107,12405,,5044,,0.7,0.9,0.5
1108,12405,,5025,,0.1,0.3,0.5
1111,12406,,,,0.7,0.9,0.5
1112,12406,,5044,,0.7,0.9,0.5
1113,12406,,5025,,0.1,0.3,0.5
1116,12407,,,,0.7,0.9,0.5
1117,12407,,5044,,0.7,0.9,0.5
1118,12407,,5025,,0.1,0.3,0.5
1121,12408,,,,0.7,0.9,0.5
1122,12408,,5045,,0.7,0.9,0.5
1123,12408,,5026,,0.1,0.3,0.5
1126,12409,,,,0.7,0.9,0.5
1127,12409,,5045,,0.7,0.9,0.5
1128,12409,,5026,,0.1,0.3,0.5
1131,12410,,,,0.7,0.9,0.5
1132,12410,,5045,,0.7,0.9,0.5
1133,12410,,5026,,0.1,0.3,0.5
1134,12501,,,,0.7,0.9,0.5
1135,12501,,5046,,0.7,0.9,0.5
1136,12502,,,,0.7,0.9,0.5
1137,12502,,5046,,0.7,0.9,0.5
1138,12503,,,,0.7,0.9,0.5
1139,12503,,5046,,0.7,0.9,0.5
1140,12504,,,,0.7,0.9,0.5
1141,12504,,5046,,0.7,0.9,0.5
1142,12505,,,,0.7,0.9,0.5
1143,12505,,5047,,0.7,0.9,0.5
1144,12506,,,,0.7,0.9,0.5
1145,12506,,5047,,0.7,0.9,0.5
1146,12507,,,,0.7,0.9,0.5
1147,12507,,5047,,0.7,0.9,0.5
1148,12508,,,,0.7,0.9,0.5
1149,12508,,5048,,0.7,0.9,0.5
1150,12509,,,,0.7,0.9,0.5
