8,,,,,,,,,,,,Summon Spirit Beasts up to #C0xea7004#45#C0x473E37# times per day.,Includes all VIP 6 and lower privilege content.,Hero Bag can be purchased #C0xea7004#45#C0x473E37# times.,,Unlock #C0xea7004# Daily Quest – Universal Shard  ,Can buy Stamina #C0xea7004#10#C0x473E37# times per day  ,Accumulate top-up of #C0xea7004#10000#C0x473E37# Diamonds or Gold Vouchers to enjoy the following privileges:  ,V7 Grand Gift Pack: #C0xea7004#Shana Shards and Figurine Tokens  ,,Elite stages can be refreshed daily #C0xea7004#3#C0x473E37# times  ,Treasure Hunt per day: #C0xea7004#40#C0x473E37# times  ,ต่อวันสามารถอัญเชิญวิญญาณสัตว์ได้ #C0xea7004#45#C0x473E37# ครั้ง,รวมสิทธิพิเศษทั้งหมดของ V6 ลงไป,จำนวนครั้งที่สามารถซื้อกระเป๋าฮีโร่ได้ #C0xea7004#45#C0x473E37# ครั้ง,,ปลดล็อก #C0xea7004# ภารกิจรายวัน - ชิ้นส่วนอเนกประสงค์,ต่อวันสามารถซื้อพลังงานได้ #C0xea7004#10#C0x473E37# ครั้ง,เติมสะสม #C0xea7004#10000#C0x473E37# เพชรหรือคูปองทอง เพื่อรับสิทธิพิเศษดังต่อไปนี้:,V7 แพ็กของขวัญใหญ่: #C0xea7004# ชิ้นส่วนชานะ และเครื่องรางสัญลักษณ์,,ต่อวันสามารถรีเฟรชด่านขั้นสูงได้ #C0xea7004#3#C0x473E37# ครั้ง,ต่อวันสามารถล่าสมบัติได้ #C0xea7004#40#C0x473E37# ครั้ง,Mỗi ngày có thể triệu hồi linh thú #C0xea7004#45#C0x473E37# lần.,Bao gồm tất cả nội dung đặc quyền của V6 trở xuống,Số lượng mua được của Túi Anh Hùng là #C0xea7004#45#C0x473E37# lần,,Mở khóa #C0xea7004# Nhiệm vụ hàng ngày - Mảnh vạn năng,Mỗi ngày có thể mua thể lực #C0xea7004#10#C0x473E37# lần,Nạp tích lũy #C0xea7004#10000#C0x473E37# Kim Cương hoặc Kim Phiếu để tận hưởng các đặc quyền sau:,V7 Đại Lễ Bao: #C0xea7004# Mảnh Shana và Tín Vật Hình Tượng,,Mỗi ngày có thể làm mới các màn chơi tinh anh #C0xea7004#3#C0x473E37# lần.,Mỗi ngày có thể tụ bảo #C0xea7004#40#C0x473E37# lần
9,,,,,,,,,,,,Hero Backpack capacity can be purchased #C0xea7004#50#C0x473E37# times.,Summon Spirit Beasts up to #C0xea7004#50#C0x473E37# times per day.,Can refresh Elite stages up to #C0xea7004#3#C0x473E37# times per day.,,Unlock #C0xea7004# Daily Quest – Jewel Key  ,#C0xea7004#Arena cooldown time reduced to 1 minute  ,Accumulate top-up of #C0xea7004#15000#C0x473E37# Diamonds or Gold Vouchers to receive the following privileges:  ,V8 Grand Gift Pack: #C0xea7004#Shana Jewelry Awakening Items and Purple Super Equipment  ,Includes all privileges from V7 and below.,Daily Treasure Hunt limit: #C0xea7004#45#C0x473E37# times  ,Stamina purchases per day: #C0xea7004#11#C0x473E37# times  ,ความจุกระเป๋าฮีโร่สามารถซื้อได้ #C0xea7004#50#C0x473E37# ครั้ง,ต่อวันสามารถอัญเชิญวิญญาณสัตว์ได้ #C0xea7004# 50 #C0x473E37# ครั้ง,ต่อวันสามารถรีเฟรชด่านขั้นสูงได้ #C0xea7004#3#C0x473E37# ครั้ง,,ปลดล็อก #C0xea7004# ภารกิจรายวัน - กุญแจเครื่องประดับ,#C0xea7004# เวลาคูลดาวน์ของสนามประลองลดลงเหลือ 1 นาที,เติมสะสม #C0xea7004#15000#C0x473E37# เพชรหรือคูปองทอง เพื่อรับสิทธิพิเศษดังต่อไปนี้:,V8 แพ็กของขวัญใหญ่: #C0xea7004# ไอเทมปลุกพลังเครื่องประดับชานะ และอุปกรณ์เหนือชั้นสีม่วง,รวมสิทธิพิเศษทั้งหมดของ V7 ลงไป,ต่อวันสามารถล่าสมบัติได้ #C0xea7004#45#C0x473E37# ครั้ง,ต่อวันสามารถซื้อพลังงานได้ #C0xea7004#11#C0x473E37# ครั้ง,Dung lượng ba lô anh hùng có thể được mua #C0xea7004#50#C0x473E37# lần,Mỗi ngày có thể triệu hồi linh thú #C0xea7004# 50 #C0x473E37# lần.,Mỗi ngày có thể làm mới các màn chơi tinh anh #C0xea7004#3#C0x473E37# lần.,,Mở khóa #C0xea7004# Nhiệm vụ hàng ngày - Chìa khóa trang sức,#C0xea7004#Thời gian hồi chiêu Đấu Trường giảm xuống 1 phút,Nạp tích lũy #C0xea7004#15000#C0x473E37# Kim Cương hoặc Kim Phiếu để nhận các đặc quyền sau:,V8 Đại Lễ Bao: #C0xea7004# Đạo cụ thức tỉnh trang sức Shana và trang bị Siêu Phàm Tím,Bao gồm tất cả các đặc quyền của V7 trở xuống,Mỗi ngày có thể tụ bảo #C0xea7004#45#C0x473E37# lần,Mỗi ngày có thể mua thể lực #C0xea7004#11#C0x473E37# lần
10,,,,,,,,,,,,Summon Divine Beasts up to #C0xea7004#55#C0x473E37# times per day.,Includes all VIP 8 and lower privilege content.,Hero Backpack capacity can be purchased #C0xea7004#55#C0x473E37# times.,,#C0xea7004#Skill point recovery speed: 1 point per 5 seconds  ,Can buy Stamina #C0xea7004#12#C0x473E37# times per day  ,Accumulate top-up of #C0xea7004#25000#C0x473E37# Diamonds or Gold Vouchers to enjoy the following privileges:  ,V9 Grand Gift Pack: #C0xea7004#Shana Shards and Universal Shards  ,,Elite stages can be refreshed daily #C0xea7004#3#C0x473E37# times  ,Treasure Hunt per day: #C0xea7004#50#C0x473E37# times  ,ต่อวันสามารถอัญเชิญสัตว์เทพได้ #C0xea7004#55#C0x473E37# ครั้ง,รวมสิทธิพิเศษทั้งหมดของ V8 ลงไป,ความจุกระเป๋าฮีโร่สามารถซื้อได้ #C0xea7004#55#C0x473E37# ครั้ง,,#C0xea7004# เวลาฟื้นฟูแต้มสกิลลดลงเหลือ 1 แต้ม/5 วินาที,ต่อวันสามารถซื้อพลังงานได้ #C0xea7004#12#C0x473E37# ครั้ง,เติมสะสม #C0xea7004#25000#C0x473E37# เพชรหรือคูปองทอง เพื่อรับสิทธิพิเศษดังต่อไปนี้:,V9 แพ็กของขวัญใหญ่: #C0xea7004# ชิ้นส่วนชานะ และชิ้นส่วนอเนกประสงค์,,ต่อวันสามารถรีเฟรชด่านขั้นสูงได้ #C0xea7004#3#C0x473E37# ครั้ง,ต่อวันสามารถล่าสมบัติได้ #C0xea7004#50#C0x473E37# ครั้ง,Mỗi ngày có thể triệu hồi thần thú #C0xea7004#55#C0x473E37# lần.,Bao gồm tất cả nội dung đặc quyền của V8 trở xuống.,Dung lượng ba lô anh hùng có thể được mua #C0xea7004#55#C0x473E37# lần,,#C0xea7004#Thời gian hồi phục điểm kỹ năng giảm xuống 1 điểm/5 giây,Mỗi ngày có thể mua thể lực #C0xea7004#12#C0x473E37# lần,Nạp tích lũy #C0xea7004#25000#C0x473E37# Kim Cương hoặc Kim Phiếu để tận hưởng các đặc quyền sau:,V9 Đại Lễ Bao: #C0xea7004# Mảnh Shana và Mảnh Vạn Năng,,Mỗi ngày có thể làm mới ải tinh anh #C0xea7004#3#C0x473E37# lần.,Mỗi ngày có thể tụ bảo #C0xea7004#50#C0x473E37# lần
11,,,,,,,,,,,,Hero Bag can be purchased #C0xea7004#60#C0x473E37# times.,Summon Beasts up to #C0xea7004#60#C0x473E37# times per day.,Elite stage refreshes per day: #C0xea7004#4#C0x473E37# times.,,Unlock #C0xea7004# Daily Quest – Cultivation Points  ,Can buy Stamina #C0xea7004#12#C0x473E37# times per day  ,Accumulate top-up of #C0xea7004#50000#C0x473E37# Diamonds or Gold Vouchers to receive the following privileges:  ,V10 Grand Gift Pack: #C0xea7004#Justice League Chest and Random Jewelry Awakening Box  ,Includes all privilege content from V9 and below.  ,Daily Treasure Hunt limit: #C0xea7004#60##C0x473E37# times  ,Growth Path refreshes per day: #C0xea7004#2#C0x473E37# times  ,กระเป๋าฮีโร่สามารถซื้อได้ #C0xea7004#60#C0x473E37# ครั้ง,ต่อวันสามารถอัญเชิญสัตว์อัญเชิญได้ #C0xea7004#60#C0x473E37# ครั้ง,จำนวนครั้งรีเฟรชต่อวันสำหรับด่านขั้นสูง: #C0xea7004#4#C0x473E37# ครั้ง,,ปลดล็อก #C0xea7004# ภารกิจรายวัน - คะแนนฝึกฝน,ต่อวันสามารถซื้อพลังงานได้ #C0xea7004#12#C0x473E37# ครั้ง,เติมสะสม #C0xea7004#50000#C0x473E37# เพชรหรือคูปองทอง เพื่อรับสิทธิพิเศษดังต่อไปนี้:,V10 แพ็กของขวัญใหญ่: #C0xea7004# หีบพันธมิตรแห่งความยุติธรรม และกล่องสุ่มปลุกพลังเครื่องประดับ,รวมสิทธิพิเศษทั้งหมดของ V9 ลงไป,ต่อวันสามารถล่าสมบัติได้ #C0xea7004#60##C0x473E37# ครั้ง,ต่อวันสามารถรีเฟรชเส้นทางการเติบโตได้ #C0xea7004#2#C0x473E37# ครั้ง,Túi Anh Hùng có thể mua #C0xea7004#60#C0x473E37# lần.,Mỗi ngày có thể triệu hồi thú triệu hồi #C0xea7004#60#C0x473E37# lần.,Số lần làm mới mỗi ngày cho ải tinh anh: #C0xea7004#4#C0x473E37# lần,,Mở khóa #C0xea7004# Nhiệm vụ hàng ngày - Điểm tu hành,Mỗi ngày có thể mua thể lực #C0xea7004#12#C0x473E37# lần,Nạp tích lũy #C0xea7004#50000#C0x473E37# Kim Cương hoặc Kim Phiếu để nhận các đặc quyền sau:,V10 Đại Lễ Bao: #C0xea7004# Rương Liên Minh Công Lý và Hộp Ngẫu Nhiên Thức Tỉnh Trang Sức,Bao gồm tất cả nội dung đặc quyền của V9 trở xuống,Mỗi ngày có thể tụ bảo #C0xea7004#60##C0x473E37# lần,Mỗi ngày có thể làm mới Con Đường Trưởng Thành #C0xea7004#2#C0x473E37# lần
12,,,,,,,,,,,,Hero Backpack capacity can be purchased #C0xea7004#65#C0x473E37# times.,Summon Divine Beasts up to #C0xea7004#65#C0x473E37# times per day.,Elite stage refreshes per day: #C0xea7004#4#C0x473E37# times.,,Unlock #C0xea7004# Daily Quest – Battle Rune Essence  ,#C0xea7004#+5 additional available Dispatch Quests  ,Accumulate top-up of #C0xea7004#75000#C0x473E37# Diamonds or Gold Vouchers to receive the following privileges:  ,V11 Grand Gift Pack: #C0xea7004#Three Swordsmen Chest and Figurine Tokens  ,Includes all privilege content from V10 and below.,Daily Treasure Hunt limit: #C0xea7004#70#C0x473E37# times  ,Stamina purchases per day: #C0xea7004#13#C0x473E37# times  ,ความจุกระเป๋าฮีโร่สามารถซื้อได้ #C0xea7004#65#C0x473E37# ครั้ง,ต่อวันสามารถอัญเชิญสัตว์เทพได้ #C0xea7004#65#C0x473E37# ครั้ง,จำนวนครั้งรีเฟรชต่อวันสำหรับด่านขั้นสูง: #C0xea7004#4#C0x473E37# ครั้ง,,ปลดล็อก #C0xea7004# ภารกิจรายวัน - แก่นสงคราม,#C0xea7004# จำนวนภารกิจส่งที่สามารถรับได้เพิ่มเป็น 5,เติมสะสม #C0xea7004#75000#C0x473E37# เพชรหรือคูปองทอง เพื่อรับสิทธิพิเศษดังต่อไปนี้:,V11 แพ็กของขวัญใหญ่: #C0xea7004# หีบสามนักดาบ และเครื่องรางสัญลักษณ์,รวมสิทธิพิเศษทั้งหมดของ V10 ลงไป,ต่อวันสามารถล่าสมบัติได้ #C0xea7004#70#C0x473E37# ครั้ง,ต่อวันสามารถซื้อพลังงานได้ #C0xea7004#13#C0x473E37# ครั้ง,Dung lượng ba lô anh hùng có thể được mua #C0xea7004#65#C0x473E37# lần,Mỗi ngày có thể triệu hồi thần thú #C0xea7004#65#C0x473E37# lần.,Số lần làm mới mỗi ngày cho các ải tinh anh: #C0xea7004#4#C0x473E37# lần,,Mở khóa #C0xea7004# Nhiệm vụ hàng ngày - Tinh hoa Chiến Văn,#C0xea7004#Số lượng nhiệm vụ phái cử có thể nhận tăng lên 5,Nạp tích lũy #C0xea7004#75000#C0x473E37# Kim Cương hoặc Kim Phiếu để nhận các đặc quyền sau:,V11 Đại Lễ Bao:#C0xea7004# Rương Tam Kiếm Khách và Tín Vật Hình Tượng,Bao gồm tất cả nội dung đặc quyền của V10 trở xuống.,Mỗi ngày có thể tụ bảo #C0xea7004#70#C0x473E37# lần,Mỗi ngày có thể mua thể lực #C0xea7004#13#C0x473E37# lần
13,,,,,,,,,,,,Summon Divine Beasts up to #C0xea7004#70#C0x473E37# times per day.,Includes all VIP 11 and lower privilege content.,Hero Backpack capacity can be purchased #C0xea7004#70#C0x473E37# times.,,Unlock #C0xea7004# Daily Quest – Refined Dharma  ,Can buy Stamina #C0xea7004#13#C0x473E37# times per day  ,Accumulate top-up of #C0xea7004#100000#C0x473E37# Diamonds or Gold Vouchers to enjoy the following privileges:  ,V12 Grand Gift Pack: #C0xea7004#Hero King!  ,,Elite stages can be refreshed daily #C0xea7004#4#C0x473E37# times  ,Treasure Hunt per day: #C0xea7004#80#C0x473E37# times  ,ต่อวันสามารถอัญเชิญสัตว์เทพได้ #C0xea7004#70#C0x473E37# ครั้ง,รวมสิทธิพิเศษทั้งหมดของ V11 ลงไป,สามารถซื้อความจุกระเป๋าฮีโร่ได้ #C0xea7004#70#C0x473E37# ครั้ง,,ปลดล็อก #C0xea7004# ภารกิจรายวัน - ตราดาร์มะเลิศ,ต่อวันสามารถซื้อพลังงานได้ #C0xea7004#13#C0x473E37# ครั้ง,เติมสะสม #C0xea7004#100000#C0x473E37# เพชรหรือคูปองทอง เพื่อรับสิทธิพิเศษดังต่อไปนี้:,V12 แพ็กของขวัญใหญ่: #C0xea7004# ฮีโร่วัง!,,ต่อวันสามารถรีเฟรชด่านขั้นสูงได้ #C0xea7004#4#C0x473E37# ครั้ง,ต่อวันสามารถล่าสมบัติได้ #C0xea7004#80#C0x473E37# ครั้ง,Mỗi ngày có thể triệu hồi thần thú #C0xea7004#70#C0x473E37# lần.,Bao gồm tất cả nội dung đặc quyền của V11 trở xuống,Có thể mua dung lượng ba lô anh hùng #C0xea7004#70#C0x473E37# lần,,Mở khóa #C0xea7004# Nhiệm vụ hàng ngày - Đạt Ma tinh phẩm,Mỗi ngày có thể mua thể lực #C0xea7004#13#C0x473E37# lần,Nạp tích lũy #C0xea7004#100000#C0x473E37# Kim Cương hoặc Kim Phiếu để tận hưởng các đặc quyền sau:,V12 Đại Lễ Bao: #C0xea7004# Anh Hùng Vương!,,Mỗi ngày có thể làm mới các màn chơi tinh anh #C0xea7004#4#C0x473E37# lần.,Mỗi ngày có thể tụ bảo #C0xea7004#80#C0x473E37# lần
14,,,,,,,,,,,,Hero Backpack capacity can be purchased #C0xea7004#80#C0x473E37# times.,Summon Beasts up to #C0xea7004#80#C0x473E37# times per day.,Can refresh Elite stages up to #C0xea7004#5#C0x473E37# times per day.,,Unlock #C0xea7004# Daily Quest – Advanced Universal Shard  ,#C0xea7004#Arena cooldown time reduced to 10 seconds  ,Accumulate top-up of #C0xea7004#150000#C0x473E37# Diamonds or Gold Vouchers to enjoy the following privileges:  ,V13 Grand Gift Pack: #C0xea7004#Hero King Hero Shards and Awakening Items  ,Includes all privilege content from V12 and below.  ,Daily Treasure Hunt limit: #C0xea7004#100#C0x473E37# times  ,Stamina purchases per day: #C0xea7004#14#C0x473E37# times  ,สามารถซื้อความจุกระเป๋าฮีโร่ได้ #C0xea7004#80#C0x473E37# ครั้ง,ต่อวันสามารถอัญเชิญสัตว์อัญเชิญได้ #C0xea7004#80#C0x473E37# ครั้ง,ต่อวันสามารถรีเฟรชด่านขั้นสูงได้ #C0xea7004#5#C0x473E37# ครั้ง,,ปลดล็อก #C0xea7004# ภารกิจรายวัน - ชิ้นส่วนอเนกประสงค์ขั้นสูง,#C0xea7004# เวลาคูลดาวน์ของสนามประลองลดลง 10 วินาที,เติมสะสม #C0xea7004#150000#C0x473E37# เพชรหรือคูปองทอง เพื่อรับสิทธิพิเศษดังต่อไปนี้:,V13 แพ็กของขวัญใหญ่: #C0xea7004# ชิ้นส่วนฮีโร่วัง และไอเทมปลุกพลังฮีโร่วัง,รวมสิทธิพิเศษทั้งหมดของ V12 ลงไป,ต่อวันสามารถล่าสมบัติได้ #C0xea7004#100#C0x473E37# ครั้ง,ต่อวันสามารถซื้อพลังงานได้ #C0xea7004#14#C0x473E37# ครั้ง,Có thể mua dung lượng ba lô anh hùng #C0xea7004#80#C0x473E37# lần,Mỗi ngày có thể triệu hồi thú triệu hồi #C0xea7004#80#C0x473E37# lần.,Mỗi ngày có thể làm mới các ải tinh anh #C0xea7004#5#C0x473E37# lần,,Mở khóa #C0xea7004# Nhiệm Vụ Hàng Ngày - Mảnh Ghép Vạn Năng Cao Cấp,#C0xea7004#Thời gian hồi chiêu Đấu Trường giảm xuống 10 giây,Nạp tích lũy #C0xea7004#150000#C0x473E37# Kim Cương hoặc Kim Phiếu để tận hưởng các đặc quyền sau:,V13 Đại Lễ Bao: #C0xea7004# Mảnh Tướng Anh Hùng Vương và Đạo Cụ Thức Tỉnh Anh Hùng Vương,Bao gồm tất cả nội dung đặc quyền của V12 trở xuống,Mỗi ngày có thể Tụ Bảo #C0xea7004#100#C0x473E37# lần,Mỗi ngày có thể mua thể lực #C0xea7004#14#C0x473E37# lần
15,,,,,,,,,,,,Total number of Hero Backpack capacity purchases: #C0xea7004#90#C0x473E37#.,Summon Beasts up to #C0xea7004#90#C0x473E37# times per day.,Can refresh Elite stages up to #C0xea7004#5#C0x473E37# times per day.,,Unlock #C0xea7004# Daily Quest – Draw Coins  ,#C0xea7004#+30% Space Tower battle points  ,Accumulate top-up of #C0xea7004#250000#C0x473E37# Diamonds or Gold Vouchers to receive the following privileges:  ,V14 Grand Gift Pack: #C0xea7004#Hero King Shards and a Gold Spirit Beast Set  ,Includes all privilege content from V13 and below.,Daily Treasure Hunt limit: #C0xea7004#120#C0x473E37# times  ,Stamina purchases per day: #C0xea7004#14#C0x473E37# times  ,จำนวนครั้งที่สามารถซื้อความจุกระเป๋าฮีโร่ได้: #C0xea7004#90#C0x473E37#,ต่อวันสามารถอัญเชิญสัตว์อัญเชิญได้ #C0xea7004#90#C0x473E37# ครั้ง,ต่อวันสามารถรีเฟรชด่านขั้นสูงได้ #C0xea7004#5#C0x473E37# ครั้ง,,ปลดล็อก #C0xea7004# ภารกิจรายวัน - เหรียญจับสลาก,#C0xea7004# พลังต่อสู้ของหอคอยอวกาศเพิ่มขึ้น 30%,เติมสะสม #C0xea7004#250000#C0x473E37# เพชรหรือคูปองทอง เพื่อรับสิทธิพิเศษดังต่อไปนี้:,V14 แพ็กของขวัญใหญ่: #C0xea7004# ชิ้นส่วนฮีโร่วัง และชุดสื่อสารวิญญาณสัตว์สีทอง,รวมสิทธิพิเศษทั้งหมดของ V13 ลงไป,ต่อวันสามารถล่าสมบัติได้ #C0xea7004#120#C0x473E37# ครั้ง,ต่อวันสามารถซื้อพลังงานได้ #C0xea7004#14#C0x473E37# ครั้ง,Số lần có thể mua dung lượng ba lô anh hùng: #C0xea7004#90#C0x473E37#,Mỗi ngày có thể triệu hồi thú triệu hồi #C0xea7004#90#C0x473E37# lần.,Mỗi ngày có thể làm mới các ải tinh anh #C0xea7004#5#C0x473E37# lần.,,Mở khóa #C0xea7004# Nhiệm vụ hàng ngày - Xu rút thăm,#C0xea7004# Điểm chiến đấu Tháp Không Gian tăng 30%,Nạp tích lũy #C0xea7004#250000#C0x473E37# Kim Cương hoặc Kim Phiếu để nhận các đặc quyền sau:,V14 Đại Lễ Bao: #C0xea7004# Mảnh Anh Hùng Vương và bộ Thông Linh Thú Vàng,Bao gồm tất cả các nội dung đặc quyền của V13 trở xuống.,Mỗi ngày có thể tụ bảo #C0xea7004#120#C0x473E37# lần,Mỗi ngày có thể mua thể lực #C0xea7004#14#C0x473E37# lần
16,,,,,,,,,,,,Includes all VIP 14 and lower privilege content.,,Can summon Spirit Beasts up to #C0xea7004#100#C0x473E37# times per day.,,Can buy Stamina #C0xea7004#15#C0x473E37# times per day  ,Can perform Treasure Hunt #C0xea7004#150#C0x473E37# times per day  ,Accumulate top-up of #C0xea7004#350000#C0x473E37# Diamonds or Gold Vouchers to receive the following privileges:  ,V15 Grand Gift Pack: #C0xea7004#Advanced Universal Shards and Gold Super Equipment  ,,Hero Bag capacity can be purchased #C0xea7004#100#C0x473E37# times  ,Elite stage refreshes per day: #C0xea7004#5#C0x473E37# times  ,รวมสิทธิพิเศษทั้งหมดของ V14 ลงไป,,ต่อวันสามารถอัญเชิญวิญญาณสัตว์ได้ #C0xea7004#100#C0x473E37# ครั้ง,,ต่อวันสามารถซื้อพลังงานได้ #C0xea7004#15#C0x473E37# ครั้ง,ต่อวันสามารถล่าสมบัติได้ #C0xea7004#150#C0x473E37# ครั้ง,เติมสะสม #C0xea7004#350000#C0x473E37# เพชรหรือคูปองทอง เพื่อรับสิทธิพิเศษดังต่อไปนี้:,V15 แพ็กของขวัญใหญ่: #C0xea7004# ชิ้นส่วนอเนกประสงค์ขั้นสูง และอุปกรณ์เหนือชั้นสีทอง,,สามารถซื้อความจุกระเป๋าฮีโร่ได้ #C0xea7004#100#C0x473E37# ครั้ง,ต่อวันสามารถรีเฟรชด่านขั้นสูงได้ #C0xea7004#5#C0x473E37# ครั้ง,Bao gồm tất cả nội dung đặc quyền của V14 trở xuống,,Mỗi ngày có thể triệu hồi linh thú #C0xea7004#100#C0x473E37# lần.,,Mỗi ngày có thể mua thể lực #C0xea7004#15#C0x473E37# lần.,Mỗi ngày có thể tụ bảo #C0xea7004#150#C0x473E37# lần,Nạp tích lũy #C0xea7004#350000#C0x473E37# Kim Cương hoặc Kim Phiếu để nhận các đặc quyền sau:,V15 Đại Lễ Bao: #C0xea7004# Mảnh Vạn Năng Cao Cấp và Trang Bị Siêu Phàm Vàng,,Có thể mua dung lượng Túi Anh Hùng #C0xea7004#100#C0x473E37# lần,Mỗi ngày có thể làm mới các màn chơi tinh anh #C0xea7004#5#C0x473E37# lần.
17,,,,,,,,,,,,,,Includes all VIP 15 and lower privilege content.,,Unlock Daily Quest – Hero Shard #C0xea7004#  ,Can perform Treasure Hunt #C0xea7004#180#C0x473E37# times per day  ,Accumulate top-up of #C0xea7004#500000#C0x473E37# Diamonds or Gold Vouchers to enjoy the following privileges:  ,V16 Grand Gift Pack: #C0xea7004#Choose 1 of 4 SS Swordsmen and a Gold Spirit Beast Set  ,,Daily Spirit Beast Summons: #C0xea7004#110#C0x473E37# times  ,Hero Bag capacity purchase available: #C0xea7004#110#C0x473E37# times  ,,,รวมสิทธิพิเศษทั้งหมดของ V15 ลงไป,,ปลดล็อกภารกิจรายวัน - ชิ้นส่วนฮีโร่ #C0xea7004#,ต่อวันสามารถล่าสมบัติได้ #C0xea7004#180#C0x473E37# ครั้ง,เติมสะสม #C0xea7004#500000#C0x473E37# เพชรหรือคูปองทอง เพื่อรับสิทธิพิเศษดังต่อไปนี้:,V16 แพ็กของขวัญใหญ่: #C0xea7004# เลือกได้ 1 ใน 4 นักดาบ SS และชุดสื่อสารวิญญาณสัตว์สีทอง,,ต่อวันสามารถอัญเชิญวิญญาณสัตว์ได้ #C0xea7004#110#C0x473E37# ครั้ง,สามารถซื้อจำนวนครั้งของความจุกระเป๋าฮีโร่ได้: #C0xea7004#110#C0x473E37#,,,Bao gồm tất cả các nội dung đặc quyền của V15 trở xuống.,,Mở khóa Nhiệm vụ hàng ngày - Mảnh Anh hùng #C0xea7004#,Mỗi ngày có thể tụ bảo #C0xea7004#180#C0x473E37# lần,Nạp tích lũy #C0xea7004#500000#C0x473E37# Kim Cương hoặc Kim Phiếu để tận hưởng các đặc quyền sau:,V16 Đại Lễ Bao: #C0xea7004# Chọn 1 trong 4 Kiếm Khách SS và một bộ Thông Linh Thú Vàng,,Mỗi ngày có thể triệu hồi linh thú #C0xea7004#110#C0x473E37# lần.,Có thể mua số lần cho sức chứa Túi Anh Hùng: #C0xea7004#110#C0x473E37#
18,,,,,,,,,,,,,,,,Can perform Treasure Hunt #C0xea7004#210#C0x473E37# times per day  ,Can buy Hero Bag capacity #C0xea7004#120#C0x473E37# times  ,Accumulate top-up of #C0xea7004#1000000#C0x473E37# Diamonds or Gold Vouchers to receive the following privileges:  ,V17 Grand Gift Pack: #C0xea7004#Choose 1 of 4 Gold Super Equipments and Gold Universal Stone  ,,Includes all privilege content from V16 and below.  ,Summon Beast summon per day: #C0xea7004#120#C0x473E37# times  ,,,,,ต่อวันสามารถล่าสมบัติได้ #C0xea7004#210#C0x473E37# ครั้ง,สามารถซื้อความจุกระเป๋าฮีโร่ได้ #C0xea7004#120#C0x473E37# ครั้ง,เติมสะสม #C0xea7004#1000000#C0x473E37# เพชรหรือคูปองทอง เพื่อรับสิทธิพิเศษดังต่อไปนี้:,V17 แพ็กของขวัญใหญ่: #C0xea7004# เลือกได้ 1 ใน 4 อุปกรณ์เหนือชั้นสีทอง และหินอเนกประสงค์สีทอง,,รวมสิทธิพิเศษทั้งหมดของ V16 ลงไป,ต่อวันสามารถอัญเชิญสัตว์อัญเชิญได้ #C0xea7004#120#C0x473E37# ครั้ง,,,,,Mỗi ngày có thể Tụ Bảo#C0xea7004#210#C0x473E37# lần,Có thể mua dung lượng ba lô anh hùng #C0xea7004#120#C0x473E37# lần,Nạp tích lũy #C0xea7004#1000000#C0x473E37# Kim Cương hoặc Kim Phiếu để nhận các đặc quyền sau:,V17 Đại Lễ Bao: #C0xea7004# Chọn 1 trong 4 Trang Bị Siêu Phàm Vàng và Đá Vạn Năng Vàng,,Bao gồm tất cả nội dung đặc quyền từ V16 trở xuống.,Mỗi ngày có thể triệu hồi thú triệu hồi #C0xea7004# 120 #C0x473E37# lần.
19,,,,,,,,,,,,,,,,Unlock #C0xea7004# Daily Quest – Divine Beast Universal Shard  ,Can buy Hero Bag capacity #C0xea7004#130#C0x473E37# times  ,Accumulate top-up of #C0xea7004#1500000#C0x473E37# Diamonds or Gold Vouchers to receive the following privileges:  ,V18 Grand Gift Pack: #C0xea7004#Advanced Universal Shards and Red Battle Mark  ,,Includes all privilege content from V17 and below.  ,Summon Beast summon per day: #C0xea7004#130#C0x473E37# times  ,,,,,ปลดล็อก #C0xea7004# ภารกิจรายวัน - ชิ้นส่วนอเนกประสงค์สัตว์เทพ,สามารถซื้อความจุกระเป๋าฮีโร่ได้ #C0xea7004#130#C0x473E37# ครั้ง,เติมสะสม #C0xea7004#1500000#C0x473E37# เพชรหรือคูปองทอง เพื่อรับสิทธิพิเศษดังต่อไปนี้:,V18 แพ็กของขวัญใหญ่: #C0xea7004# ชิ้นส่วนอเนกประสงค์ขั้นสูง และศิลาจารึกสีแดง,,รวมสิทธิพิเศษทั้งหมดของ V17 ลงไป,ต่อวันสามารถอัญเชิญสัตว์อัญเชิญได้ #C0xea7004#130#C0x473E37# ครั้ง,,,,,Mở khóa #C0xea7004# Nhiệm vụ hàng ngày - Mảnh vạn năng Thần Thú,Có thể mua sức chứa ba lô anh hùng #C0xea7004#130#C0x473E37# lần,Nạp tích lũy #C0xea7004#1500000#C0x473E37# Kim Cương hoặc Kim Phiếu để nhận các đặc quyền sau:,V18 Đại Lễ Bao: #C0xea7004# Mảnh Vạn Năng Cao Cấp và Chiến Văn Đỏ,,Bao gồm tất cả nội dung đặc quyền của V17 trở xuống.,Mỗi ngày có thể triệu hồi thú triệu hồi #C0xea7004#130#C0x473E37# lần.
