path,languages,name,type,source
config/big_hero/standby/img_15_cjdzf@.png,<cn>,超级大针蜂,png,unit.show
hero_sound/cjdazhenfeng_attack.mp3,<cn>,连环针刺,mp3,skill.sound
hero_sound/cjdazhenfeng_skill1.mp3,<cn>,剧毒针刺,mp3,skill.sound
hero_sound/cjdazhenfeng_skill2.mp3,<cn>,致命针刺,mp3,skill.sound
koudai_baobaoding/hero_baobaoding.skel,<cn;kr>,宝宝丁,spine,unit.unitRes
config/portrait/speedranktouxiang/img_174_bbd@.png,<cn;kr>,宝宝丁,png,unit.icon
config/portrait/jinglingtouxiang/img_174_bbd@.png,<cn;kr>,宝宝丁,png,unit.cardIcon
config/portrait/jinglingtouxiang1/img_174_bbd@.png,<cn;kr>,宝宝丁,png,unit.cardIcon2
config/portrait/simple/img_174_bbd@.png,<cn;kr>,宝宝丁,png,unit.iconSimple
config/big_hero/normal/img_174_bbd@.png,<cn;kr>,宝宝丁,png,unit.cardShow
config/big_hero/standby/img_174_bbd@.png,<cn;kr>,宝宝丁,png,unit.show
hero_sound/baobaod_atk.mp3,<cn;kr>,唱歌,mp3,skill.sound
hero_sound/baobaod_skill1.mp3,<cn;kr>,迁怒,mp3,skill.sound
hero_sound/baobaod_skill2.mp3,<cn;kr>,催眠之歌,mp3,skill.sound
koudai_pangding/hero_pangding.skel,<cn;kr>,胖丁,spine,unit.unitRes
config/portrait/speedranktouxiang/img_39_pd@.png,<cn;kr>,胖丁,png,unit.icon
config/portrait/jinglingtouxiang/img_39_pd@.png,<cn;kr>,胖丁,png,unit.cardIcon
config/portrait/jinglingtouxiang1/img_39_pd@.png,<cn;kr>,胖丁,png,unit.cardIcon2
config/portrait/simple/img_39_pd@.png,<cn;kr>,胖丁,png,unit.iconSimple
config/big_hero/normal/img_39_pd@.png,<cn;kr>,胖丁,png,unit.cardShow
config/big_hero/standby/img_39_pd@.png,<cn;kr>,胖丁,png,unit.show
hero_sound/pangding_attack.mp3,<cn;kr>,唱歌,mp3,skill.sound
hero_sound/pangding_skill1.mp3,<cn;kr>,迁怒,mp3,skill.sound
hero_sound/pangding_skill2.mp3,<cn;kr>,催眠之歌,mp3,skill.sound
koudai_pangkeding/hero_pangkeding.skel,<cn;kr>,胖可丁,spine,unit.unitRes
config/portrait/speedranktouxiang/img_40_pkd@.png,<cn;kr>,胖可丁,png,unit.icon
config/portrait/jinglingtouxiang/img_40_pkd@.png,<cn;kr>,胖可丁,png,unit.cardIcon
config/portrait/jinglingtouxiang1/img_40_pkd@.png,<cn;kr>,胖可丁,png,unit.cardIcon2
config/portrait/simple/img_40_pkd@.png,<cn;kr>,胖可丁,png,unit.iconSimple
config/big_hero/normal/img_40_pkd@.png,<cn;kr>,胖可丁,png,unit.cardShow
config/big_hero/standby/img_40_pkd@.png,<cn;kr>,胖可丁,png,unit.show
hero_sound/pangkeding_attack.mp3,<cn;kr>,哭泣,mp3,skill.sound
hero_sound/pangkeding_skill1.mp3,<cn;kr>,怒击,mp3,skill.sound
hero_sound/pangkeding_skill2.mp3,<cn;kr>,欢唱,mp3,skill.sound
koudai_chaoyinfu/hero_chaoyinfu.skel,<cn>,超音蝠,spine,unit.unitRes
config/portrait/speedranktouxiang/img_41_cyf@.png,<cn>,超音蝠,png,unit.icon
config/portrait/jinglingtouxiang/img_41_cyf@.png,<cn>,超音蝠,png,unit.cardIcon
config/portrait/jinglingtouxiang1/img_41_cyf@.png,<cn>,超音蝠,png,unit.cardIcon2
config/portrait/simple/img_41_cyf@.png,<cn>,超音蝠,png,unit.iconSimple
config/big_hero/normal/img_41_cyf@.png,<cn>,超音蝠,png,unit.cardShow
config/big_hero/standby/img_41_cyf@.png,<cn>,超音蝠,png,unit.show
hero_sound/chaoyinfu_atk.mp3,<cn>,剧毒迷雾,mp3,skill.sound
hero_sound/chaoyinfu_skill1.mp3,<cn>,扰乱音波,mp3,skill.sound
hero_sound/chaoyinfu_skill2.mp3,<cn>,剧毒炸弹,mp3,skill.sound
koudai_dazuifu/hero_dazuifu.skel,<cn>,大嘴蝠,spine,unit.unitRes
config/portrait/speedranktouxiang/img_42_dzf@.png,<cn>,大嘴蝠,png,unit.icon
config/portrait/jinglingtouxiang/img_42_dzf@.png,<cn>,大嘴蝠,png,unit.cardIcon
config/portrait/jinglingtouxiang1/img_42_dzf@.png,<cn>,大嘴蝠,png,unit.cardIcon2
config/portrait/simple/img_42_dzf@.png,<cn>,大嘴蝠,png,unit.iconSimple
config/big_hero/normal/img_42_dzf@.png,<cn>,大嘴蝠,png,unit.cardShow
config/big_hero/standby/img_42_dzf@.png,<cn>,大嘴蝠,png,unit.show
hero_sound/dazuifu_atk.mp3,<cn>,剧毒撕咬,mp3,skill.sound
hero_sound/dazuifu_skill1.mp3,<cn>,蝠翼烈风,mp3,skill.sound
hero_sound/dazuifu_skill2.mp3,<cn>,集束毒弹,mp3,skill.sound
koudai_chazifu/hero_chazifu.skel,<cn>,叉字蝠,spine,unit.unitRes
config/portrait/speedranktouxiang/img_169_czf@.png,<cn>,叉字蝠,png,unit.icon
config/portrait/jinglingtouxiang/img_169_czf@.png,<cn>,叉字蝠,png,unit.cardIcon
config/portrait/jinglingtouxiang1/img_169_czf@.png,<cn>,叉字蝠,png,unit.cardIcon2
config/portrait/simple/img_169_czf@.png,<cn>,叉字蝠,png,unit.iconSimple
config/big_hero/normal/img_169_czf@.png,<cn>,叉字蝠,png,unit.cardShow
config/big_hero/standby/img_169_czf@.png,<cn>,叉字蝠,png,unit.show
hero_sound/chazifu_atk.mp3,<cn>,剧毒撕咬,mp3,skill.sound
hero_sound/chazifu_skill1.mp3,<cn>,扰乱音波,mp3,skill.sound
hero_sound/chazifu_skill2.mp3,<cn>,十字毒弹,mp3,skill.sound
koudai_kedaya/hero_kedaya.skel,<cn;kr>,可达鸭,spine,unit.unitRes
config/portrait/speedranktouxiang/img_54_kdy@.png,<cn;kr>,可达鸭,png,unit.icon
config/portrait/jinglingtouxiang/img_54_kdy@.png,<cn;kr>,可达鸭,png,unit.cardIcon
config/portrait/jinglingtouxiang1/img_54_kdy@.png,<cn;kr>,可达鸭,png,unit.cardIcon2
config/portrait/simple/img_54_kdy@.png,<cn;kr>,可达鸭,png,unit.iconSimple
config/big_hero/normal/img_54_kdy@.png,<cn;kr>,可达鸭,png,unit.cardShow
config/big_hero/standby/img_54_kdy@.png,<cn;kr>,可达鸭,png,unit.show
hero_sound/kedaya_attack.mp3,<cn;kr>,摇尾巴,mp3,skill.sound
hero_sound/kedaya_skill1.mp3,<cn;kr>,念力,mp3,skill.sound
hero_sound/kedaya_skill2.mp3,<cn;kr>,爆炸,mp3,skill.sound
koudai_gedaya/hero_gedaya.skel,<cn;kr>,哥达鸭,spine,unit.unitRes
config/portrait/speedranktouxiang/img_55_gdy@.png,<cn;kr>,哥达鸭,png,unit.icon
config/portrait/jinglingtouxiang/img_55_gdy@.png,<cn;kr>,哥达鸭,png,unit.cardIcon
config/portrait/jinglingtouxiang1/img_55_gdy@.png,<cn;kr>,哥达鸭,png,unit.cardIcon2
config/portrait/simple/img_55_gdy@.png,<cn;kr>,哥达鸭,png,unit.iconSimple
config/big_hero/normal/img_55_gdy@.png,<cn;kr>,哥达鸭,png,unit.cardShow
config/big_hero/standby/img_55_gdy@.png,<cn;kr>,哥达鸭,png,unit.show
hero_sound/gdy_atk.mp3,<cn;kr>,重压,mp3,skill.sound
hero_sound/gdy_sk1.mp3,<cn;kr>,念力,mp3,skill.sound
hero_sound/gdy_sk2.mp3,<cn;kr>,怪异光线,mp3,skill.sound
koudai_hudimega/hero_hudimega.skel,<cn>,超级胡地,spine,unit.unitRes
config/portrait/speedranktouxiang/img_65_cjhd@.png,<cn>,超级胡地,png,unit.icon
config/portrait/jinglingtouxiang/img_65_cjhd@.png,<cn>,超级胡地,png,unit.cardIcon
config/portrait/jinglingtouxiang1/img_65_cjhd@.png,<cn>,超级胡地,png,unit.cardIcon2
config/portrait/simple/img_65_cjhd@.png,<cn>,超级胡地,png,unit.iconSimple
config/big_hero/normal/img_65_cjhd@.png,<cn>,超级胡地,png,unit.cardShow
config/big_hero/standby/img_65_cjhd@.png,<cn>,超级胡地,png,unit.show
hero_sound/hudimega_attack.mp3,<cn>,精神突刺,mp3,skill.sound
hero_sound/hudimega_skill1.mp3,<cn>,光波射线,mp3,skill.sound
hero_sound/hudimega_skill2.mp3,<cn>,空间光波,mp3,skill.sound
koudai_dacongya/hero_dacongya.skel,<cn;kr>,大葱鸭,spine,unit.unitRes
config/portrait/speedranktouxiang/img_83_dcy@.png,<cn;kr>,大葱鸭,png,unit.icon
config/portrait/jinglingtouxiang/img_83_dcy@.png,<cn;kr>,大葱鸭,png,unit.cardIcon
config/portrait/jinglingtouxiang1/img_83_dcy@.png,<cn;kr>,大葱鸭,png,unit.cardIcon2
config/portrait/simple/img_83_dcy@.png,<cn;kr>,大葱鸭,png,unit.iconSimple
config/big_hero/normal/img_83_dcy@.png,<cn;kr>,大葱鸭,png,unit.cardShow
config/big_hero/standby/img_83_dcy@.png,<cn;kr>,大葱鸭,png,unit.show
hero_sound/dacongya_atk.mp3,<cn;kr>,大葱回力镖,mp3,skill.sound
hero_sound/dacongya_skill1.mp3,<cn;kr>,大葱猛击,mp3,skill.sound
hero_sound/dacongya_skill2.mp3,<cn;kr>,狂舞挥打,mp3,skill.sound
koudai_dashebei/hero_dashebei.skel,<cn>,大舌贝,spine,unit.unitRes
config/portrait/speedranktouxiang/img_90_dsb@.png,<cn>,大舌贝,png,unit.icon
config/portrait/jinglingtouxiang/img_90_dsb@.png,<cn>,大舌贝,png,unit.cardIcon
config/portrait/jinglingtouxiang1/img_90_dsb@.png,<cn>,大舌贝,png,unit.cardIcon2
config/portrait/simple/img_90_dsb@.png,<cn>,大舌贝,png,unit.iconSimple
config/big_hero/normal/img_90_dsb@.png,<cn>,大舌贝,png,unit.cardShow
config/big_hero/standby/img_90_dsb@.png,<cn>,大舌贝,png,unit.show
koudai_cijiabei/hero_cijiabei.skel,<cn>,刺甲贝,spine,unit.unitRes
config/portrait/speedranktouxiang/img_91_cjb@.png,<cn>,刺甲贝,png,unit.icon
config/portrait/jinglingtouxiang/img_91_cjb@.png,<cn>,刺甲贝,png,unit.cardIcon
config/portrait/jinglingtouxiang1/img_91_cjb@.png,<cn>,刺甲贝,png,unit.cardIcon2
config/portrait/simple/img_91_cjb@.png,<cn>,刺甲贝,png,unit.iconSimple
config/big_hero/normal/img_91_cjb@.png,<cn>,刺甲贝,png,unit.cardShow
config/big_hero/standby/img_91_cjb@.png,<cn>,刺甲贝,png,unit.show
koudai_gengguimega/hero_gengguimega.skel,<cn>,超级耿鬼,spine,unit.unitRes
config/portrait/speedranktouxiang/img_94_cjgg@.png,<cn>,超级耿鬼,png,unit.icon
config/portrait/jinglingtouxiang/img_94_cjgg@.png,<cn>,超级耿鬼,png,unit.cardIcon
config/portrait/jinglingtouxiang1/img_94_cjgg@.png,<cn>,超级耿鬼,png,unit.cardIcon2
config/portrait/simple/img_94_cjgg@.png,<cn>,超级耿鬼,png,unit.iconSimple
config/big_hero/normal/img_94_cjgg@.png,<cn>,超级耿鬼,png,unit.cardShow
config/big_hero/standby/img_94_cjgg@.png,<cn>,超级耿鬼,png,unit.show
hero_sound/gengguimega_attack.mp3,<cn>,撞击,mp3,skill.sound
hero_sound/gengguimega_skill1.mp3,<cn>,暗影射线,mp3,skill.sound
hero_sound/gengguimega_skill2.mp3,<cn>,食梦,mp3,skill.sound
koudai_xiaofudan/hero_xiaofudan.skel,<cn>,小福蛋,spine,unit.unitRes
config/portrait/speedranktouxiang/img_440_xfd@.png,<cn>,小福蛋,png,unit.icon
config/portrait/jinglingtouxiang/img_440_xfd@.png,<cn>,小福蛋,png,unit.cardIcon
config/portrait/jinglingtouxiang1/img_440_xfd@.png,<cn>,小福蛋,png,unit.cardIcon2
config/portrait/simple/img_440_xfd@.png,<cn>,小福蛋,png,unit.iconSimple
config/big_hero/normal/img_440_xfd@.png,<cn>,小福蛋,png,unit.cardShow
config/big_hero/standby/img_440_xfd@.png,<cn>,小福蛋,png,unit.show
koudai_jilidan/hero_jilidan.skel,<cn>,吉利蛋,spine,unit.unitRes
config/portrait/speedranktouxiang/img_113_jld@.png,<cn>,吉利蛋,png,unit.icon
config/portrait/jinglingtouxiang/img_113_jld@.png,<cn>,吉利蛋,png,unit.cardIcon
config/portrait/jinglingtouxiang1/img_113_jld@.png,<cn>,吉利蛋,png,unit.cardIcon2
config/portrait/simple/img_113_jld@.png,<cn>,吉利蛋,png,unit.iconSimple
config/big_hero/normal/img_113_jld@.png,<cn>,吉利蛋,png,unit.cardShow
config/big_hero/standby/img_113_jld@.png,<cn>,吉利蛋,png,unit.show
koudai_xingfudan/hero_xingfudan.skel,<cn>,幸福蛋,spine,unit.unitRes
config/portrait/speedranktouxiang/img_242_xfd@.png,<cn>,幸福蛋,png,unit.icon
config/portrait/jinglingtouxiang/img_242_xfd@.png,<cn>,幸福蛋,png,unit.cardIcon
config/portrait/jinglingtouxiang1/img_242_xfd@.png,<cn>,幸福蛋,png,unit.cardIcon2
config/portrait/simple/img_242_xfd@.png,<cn>,幸福蛋,png,unit.iconSimple
config/big_hero/normal/img_242_xfd@.png,<cn>,幸福蛋,png,unit.cardShow
config/big_hero/standby/img_242_xfd@.png,<cn>,幸福蛋,png,unit.show
koudai_juqiantanglangmega/hero_juqiantanglang_mega.skel,<cn>,超级巨钳螳螂,spine,unit.unitRes
config/portrait/speedranktouxiang/img_212_cjjqtl@.png,<cn>,超级巨钳螳螂,png,unit.icon
config/portrait/jinglingtouxiang/img_212_cjjqtl@.png,<cn>,超级巨钳螳螂,png,unit.cardIcon
config/portrait/jinglingtouxiang1/img_212_cjjqtl@.png,<cn>,超级巨钳螳螂,png,unit.cardIcon2
config/portrait/simple/img_212_cjjqtl@.png,<cn>,超级巨钳螳螂,png,unit.iconSimple
config/big_hero/normal/img_212_cjjqtl@.png,<cn>,超级巨钳螳螂,png,unit.cardShow
config/big_hero/standby/img_212_cjjqtl@.png,<cn>,超级巨钳螳螂,png,unit.show
koudai_lapulasi/hero_lapulasi.skel,<cn;kr>,拉普拉斯,spine,unit.unitRes
config/portrait/speedranktouxiang/img_131_lpls@.png,<cn;kr>,拉普拉斯,png,unit.icon
config/portrait/jinglingtouxiang/img_131_lpls@.png,<cn;kr>,拉普拉斯,png,unit.cardIcon
config/portrait/jinglingtouxiang1/img_131_lpls@.png,<cn;kr>,拉普拉斯,png,unit.cardIcon2
config/portrait/simple/img_131_lpls@.png,<cn;kr>,拉普拉斯,png,unit.iconSimple
config/big_hero/normal/img_131_lpls@.png,<cn;kr>,拉普拉斯,png,unit.cardShow
config/big_hero/standby/img_131_lpls@.png,<cn;kr>,拉普拉斯,png,unit.show
hero_sound/lpls_atk.mp3,<cn;kr>,撞击,mp3,skill.sound
hero_sound/lpls_sk1.mp3,<cn;kr>,凝水,mp3,skill.sound
hero_sound/lpls_sk2.mp3,<cn;kr>,冲浪,mp3,skill.sound
koudai_huashiyilong/hero_huashiyilong.skel,<cn>,化石翼龙,spine,unit.unitRes
config/portrait/speedranktouxiang/img_142_hsyl@.png,<cn>,化石翼龙,png,unit.icon
config/portrait/jinglingtouxiang/img_142_hsyl@.png,<cn>,化石翼龙,png,unit.cardIcon
config/portrait/jinglingtouxiang1/img_142_hsyl@.png,<cn>,化石翼龙,png,unit.cardIcon2
config/portrait/simple/img_142_hsyl@.png,<cn>,化石翼龙,png,unit.iconSimple
config/big_hero/normal/img_142_hsyl@.png,<cn>,化石翼龙,png,unit.cardShow
config/big_hero/standby/img_142_hsyl@.png,<cn>,化石翼龙,png,unit.show
hero_sound/huashiyl_atk.mp3,<cn>,猛爪石突,mp3,skill.sound
hero_sound/huashiyl_skill1.mp3,<cn>,巨岩突刺,mp3,skill.sound
hero_sound/huashiyl_skill2.mp3,<cn>,暴烈扑咬,mp3,skill.sound
koudai_xiaokabishou/hero_xiaokabishou.skel,<cn;kr;en>,小卡比兽,spine,unit.unitRes
config/portrait/speedranktouxiang/img_446_xkbs@.png,<cn;kr;en>,小卡比兽,png,unit.icon
config/portrait/jinglingtouxiang/img_446_xkbs@.png,<cn;kr;en>,小卡比兽,png,unit.cardIcon
config/portrait/jinglingtouxiang1/img_446_xkbs@.png,<cn;kr;en>,小卡比兽,png,unit.cardIcon2
config/portrait/simple/img_446_xkbs@.png,<cn;kr;en>,小卡比兽,png,unit.iconSimple
config/big_hero/normal/img_446_xkbs@.png,<cn;kr;en>,小卡比兽,png,unit.cardShow
config/big_hero/standby/img_446_xkbs@.png,<cn;kr;en>,小卡比兽,png,unit.show
hero_sound/xiaokabi_attack.mp3,<cn;kr;en>,撞击,mp3,skill.sound
hero_sound/xiaokabi_skill1.mp3,<cn;kr;en>,泰山压顶,mp3,skill.sound
hero_sound/xiaokabi_skill2.mp3,<cn;kr;en>,鼾声如雷,mp3,skill.sound
koudai_kabishou/hero_kabishou.skel,<cn;kr;en>,卡比兽,spine,unit.unitRes
config/portrait/speedranktouxiang/img_143_kbs@.png,<cn;kr;en>,卡比兽,png,unit.icon
config/portrait/jinglingtouxiang/img_143_kbs@.png,<cn;kr;en>,卡比兽,png,unit.cardIcon
config/portrait/jinglingtouxiang1/img_143_kbs@.png,<cn;kr;en>,卡比兽,png,unit.cardIcon2
config/portrait/simple/img_143_kbs@.png,<cn;kr;en>,卡比兽,png,unit.iconSimple
config/big_hero/normal/img_143_kbs@.png,<cn;kr;en>,卡比兽,png,unit.cardShow
config/big_hero/standby/img_143_kbs@.png,<cn;kr;en>,卡比兽,png,unit.show
hero_sound/kabishou_attack.mp3,<cn;kr;en>,撞击,mp3,skill.sound
hero_sound/kabishou_skill1.mp3,<cn;kr;en>,睡觉,mp3,skill.sound
hero_sound/kabishou_skill2.mp3,<cn;kr;en>,泰山压顶,mp3,skill.sound
koudai_bokebi/hero_bokebi.skel,<cn>,波克比,spine,unit.unitRes
config/portrait/speedranktouxiang/img_175_bkb@.png,<cn>,波克比,png,unit.icon
config/portrait/jinglingtouxiang/img_175_bkb@.png,<cn>,波克比,png,unit.cardIcon
config/portrait/jinglingtouxiang1/img_175_bkb@.png,<cn>,波克比,png,unit.cardIcon2
config/portrait/simple/img_175_bkb@.png,<cn>,波克比,png,unit.iconSimple
config/big_hero/normal/img_175_bkb@.png,<cn>,波克比,png,unit.cardShow
config/big_hero/standby/img_175_bkb@.png,<cn>,波克比,png,unit.show
hero_sound/bkb_atk.mp3,<cn>,冲撞,mp3,skill.sound
hero_sound/bkb_sk1.mp3,<cn>,天使之吻,mp3,skill.sound
hero_sound/bkb_sk2.mp3,<cn>,嬉闹,mp3,skill.sound
koudai_bokejigu/hero_bokejigu.skel,<cn>,波克基古,spine,unit.unitRes
config/portrait/speedranktouxiang/img_176_bkjg@.png,<cn>,波克基古,png,unit.icon
config/portrait/jinglingtouxiang/img_176_bkjg@.png,<cn>,波克基古,png,unit.cardIcon
config/portrait/jinglingtouxiang1/img_176_bkjg@.png,<cn>,波克基古,png,unit.cardIcon2
config/portrait/simple/img_176_bkjg@.png,<cn>,波克基古,png,unit.iconSimple
config/big_hero/normal/img_176_bkjg@.png,<cn>,波克基古,png,unit.cardShow
config/big_hero/standby/img_176_bkjg@.png,<cn>,波克基古,png,unit.show
hero_sound/bkjg_atk.mp3,<cn>,飞击,mp3,skill.sound
hero_sound/bkjg_sk1.mp3,<cn>,天使之吻,mp3,skill.sound
hero_sound/bkjg_sk2.mp3,<cn>,嬉闹,mp3,skill.sound
koudai_bokejisi/hero_bokejisi.skel,<cn>,波克基斯,spine,unit.unitRes
config/portrait/speedranktouxiang/img_468_bkjs@.png,<cn>,波克基斯,png,unit.icon
config/portrait/jinglingtouxiang/img_468_bkjs@.png,<cn>,波克基斯,png,unit.cardIcon
config/portrait/jinglingtouxiang1/img_468_bkjs@.png,<cn>,波克基斯,png,unit.cardIcon2
config/portrait/simple/img_468_bkjs@.png,<cn>,波克基斯,png,unit.iconSimple
config/big_hero/normal/img_468_bkjs@.png,<cn>,波克基斯,png,unit.cardShow
config/big_hero/standby/img_468_bkjs@.png,<cn>,波克基斯,png,unit.show
hero_sound/bkjs_atk.mp3,<cn>,拍击,mp3,skill.sound
hero_sound/bkjs_sk1.mp3,<cn>,妖精之风,mp3,skill.sound
hero_sound/bkjs_sk2.mp3,<cn>,魔导弹,mp3,skill.sound
koudai_dianlongmega/hero_dianlongmega.skel,<cn>,超级电龙,spine,unit.unitRes
config/portrait/speedranktouxiang/img_181_cjdl@.png,<cn>,超级电龙,png,unit.icon
config/portrait/jinglingtouxiang/img_181_cjdl@.png,<cn>,超级电龙,png,unit.cardIcon
config/portrait/jinglingtouxiang1/img_181_cjdl@.png,<cn>,超级电龙,png,unit.cardIcon2
config/portrait/simple/img_181_cjdl@.png,<cn>,超级电龙,png,unit.iconSimple
config/big_hero/normal/img_181_cjdl@.png,<cn>,超级电龙,png,unit.cardShow
config/big_hero/standby/img_181_cjdl@.png,<cn>,超级电龙,png,unit.show
hero_sound/dl_atk.mp3,<cn>,电击,mp3,skill.sound
hero_sound/dl_sk1.mp3,<cn>,雷电拳,mp3,skill.sound
hero_sound/dl_sk2.mp3,<cn>,电龙吟,mp3,skill.sound
koudai_tianxie/hero_tianxie.skel,<cn>,天蝎,spine,unit.unitRes
config/portrait/speedranktouxiang/img_207_tx@.png,<cn>,天蝎,png,unit.icon
config/portrait/jinglingtouxiang/img_207_tx@.png,<cn>,天蝎,png,unit.cardIcon
config/portrait/jinglingtouxiang1/img_207_tx@.png,<cn>,天蝎,png,unit.cardIcon2
config/portrait/simple/img_207_tx@.png,<cn>,天蝎,png,unit.iconSimple
config/big_hero/normal/img_207_tx@.png,<cn>,天蝎,png,unit.cardShow
config/big_hero/standby/img_207_tx@.png,<cn>,天蝎,png,unit.show
hero_sound/tianxie_atk.mp3,<cn>,蝎刺冲击,mp3,skill.sound
hero_sound/tianxie_skill1.mp3,<cn>,怪力钳,mp3,skill.sound
hero_sound/tianxie_skill2.mp3,<cn>,利牙空袭,mp3,skill.sound
koudai_tianxiewang/hero_tianxiewang.skel,<cn>,天蝎王,spine,unit.unitRes
config/portrait/speedranktouxiang/img_472_txw@.png,<cn>,天蝎王,png,unit.icon
config/portrait/jinglingtouxiang/img_472_txw@.png,<cn>,天蝎王,png,unit.cardIcon
config/portrait/jinglingtouxiang1/img_472_txw@.png,<cn>,天蝎王,png,unit.cardIcon2
config/portrait/simple/img_472_txw@.png,<cn>,天蝎王,png,unit.iconSimple
config/big_hero/normal/img_472_txw@.png,<cn>,天蝎王,png,unit.cardShow
config/big_hero/standby/img_472_txw@.png,<cn>,天蝎王,png,unit.show
hero_sound/tianxiewang_atk.mp3,<cn>,蝎刺,mp3,skill.sound
hero_sound/tianxiewang_skill1.mp3,<cn>,怪力钳,mp3,skill.sound
hero_sound/tianxiewang_skill2.mp3,<cn>,利牙空袭,mp3,skill.sound
koudai_juzhaoguaimega/hero_juzhaoguai_mega.skel,<cn>,超级巨沼怪,spine,unit.unitRes
