VariableName,huodongID,_beizhu,rank,award,desc,desc_vn,desc_en,desc_th,desc_in,desc_ph,desc_ma
203,1003,,3,{850=120;14=20;gold=160000},World BOSS rewards,Phần thưởng BOSS thế giới,World BOSS rewards,รางวัลบอสโลก,Hadiah BOSS Dunia,Gantimpala ng World BOSS,Ganjaran Boss Dunia
204,1003,,6,{850=100;14=15;gold=140000},World BOSS rewards,Phần thưởng BOSS thế giới,World BOSS rewards,รางวัลบอสโลก,Hadiah BOSS Dunia,Gantimpala ng World BOSS,Ganjaran Boss Dunia
205,1003,,10,{850=100;14=12;gold=120000},World BOSS rewards,Phần thưởng BOSS thế giới,World BOSS rewards,รางวัลบอสโลก,Hadiah BOSS Dunia,Gantimpala ng World BOSS,Ganjaran Boss Dunia
206,1003,,30,{850=80;14=10;gold=100000},World BOSS rewards,Phần thưởng BOSS thế giới,World BOSS rewards,รางวัลบอสโลก,Hadiah BOSS Dunia,Gantimpala ng World BOSS,Ganjaran Boss Dunia
207,1003,,999,{850=80;14=8;gold=90000},World BOSS rewards,Phần thưởng BOSS thế giới,World BOSS rewards,รางวัลบอสโลก,Hadiah BOSS Dunia,Gantimpala ng World BOSS,Ganjaran Boss Dunia
301,1004,,1,{14=30;gold=250000;452=40},World BOSS rewards,Phần thưởng BOSS thế giới,World BOSS rewards,รางวัลบอสโลก,Hadiah BOSS Dunia,Gantimpala ng World BOSS,Ganjaran Boss Dunia
302,1004,,2,{14=25;gold=200000;452=35},World BOSS rewards,Phần thưởng BOSS thế giới,World BOSS rewards,รางวัลบอสโลก,Hadiah BOSS Dunia,Gantimpala ng World BOSS,Ganjaran Boss Dunia
303,1004,,3,{14=20;gold=160000;452=30},World BOSS rewards,Phần thưởng BOSS thế giới,World BOSS rewards,รางวัลบอสโลก,Hadiah BOSS Dunia,Gantimpala ng World BOSS,Ganjaran Boss Dunia
304,1004,,6,{14=15;gold=140000;452=25},World BOSS rewards,Phần thưởng BOSS thế giới,World BOSS rewards,รางวัลบอสโลก,Hadiah BOSS Dunia,Gantimpala ng World BOSS,Ganjaran Boss Dunia
305,1004,,10,{14=12;gold=120000;452=25},World BOSS rewards,Phần thưởng BOSS thế giới,World BOSS rewards,รางวัลบอสโลก,Hadiah BOSS Dunia,Gantimpala ng World BOSS,Ganjaran Boss Dunia
306,1004,,30,{14=10;gold=100000;452=20},World BOSS rewards,Phần thưởng BOSS thế giới,World BOSS rewards,รางวัลบอสโลก,Hadiah BOSS Dunia,Gantimpala ng World BOSS,Ganjaran Boss Dunia
307,1004,,999,{14=8;gold=90000;452=20},World BOSS rewards,Phần thưởng BOSS thế giới,World BOSS rewards,รางวัลบอสโลก,Hadiah BOSS Dunia,Gantimpala ng World BOSS,Ganjaran Boss Dunia
401,1005,,1,{14=30;gold=250000;talent_point=2},World BOSS rewards,Phần thưởng BOSS thế giới,World BOSS rewards,รางวัลบอสโลก,Hadiah BOSS Dunia,Gantimpala ng World BOSS,Ganjaran Boss Dunia
402,1005,,2,{14=25;gold=200000;talent_point=2},World BOSS rewards,Phần thưởng BOSS thế giới,World BOSS rewards,รางวัลบอสโลก,Hadiah BOSS Dunia,Gantimpala ng World BOSS,Ganjaran Boss Dunia
403,1005,,3,{14=20;gold=160000;talent_point=2},World BOSS rewards,Phần thưởng BOSS thế giới,World BOSS rewards,รางวัลบอสโลก,Hadiah BOSS Dunia,Gantimpala ng World BOSS,Ganjaran Boss Dunia
404,1005,,6,{14=15;gold=140000;talent_point=1},World BOSS rewards,Phần thưởng BOSS thế giới,World BOSS rewards,รางวัลบอสโลก,Hadiah BOSS Dunia,Gantimpala ng World BOSS,Ganjaran Boss Dunia
405,1005,,10,{14=12;gold=120000;talent_point=1},World BOSS rewards,Phần thưởng BOSS thế giới,World BOSS rewards,รางวัลบอสโลก,Hadiah BOSS Dunia,Gantimpala ng World BOSS,Ganjaran Boss Dunia
406,1005,,30,{14=10;gold=100000;talent_point=1},World BOSS rewards,Phần thưởng BOSS thế giới,World BOSS rewards,รางวัลบอสโลก,Hadiah BOSS Dunia,Gantimpala ng World BOSS,Ganjaran Boss Dunia
407,1005,,999,{14=8;gold=90000;talent_point=1},World BOSS rewards,Phần thưởng BOSS thế giới,World BOSS rewards,รางวัลบอสโลก,Hadiah BOSS Dunia,Gantimpala ng World BOSS,Ganjaran Boss Dunia
501,1006,,1,{14=30;2103=8;gold=250000},World BOSS rewards,Phần thưởng BOSS thế giới,World BOSS rewards,รางวัลบอสโลก,Hadiah BOSS Dunia,Gantimpala ng World BOSS,Ganjaran Boss Dunia
502,1006,,2,{14=25;2103=7;gold=200000},World BOSS rewards,Phần thưởng BOSS thế giới,World BOSS rewards,รางวัลบอสโลก,Hadiah BOSS Dunia,Gantimpala ng World BOSS,Ganjaran Boss Dunia
503,1006,,3,{14=20;2103=6;gold=160000},World BOSS rewards,Phần thưởng BOSS thế giới,World BOSS rewards,รางวัลบอสโลก,Hadiah BOSS Dunia,Gantimpala ng World BOSS,Ganjaran Boss Dunia
504,1006,,6,{14=15;2103=5;gold=140000},World BOSS rewards,Phần thưởng BOSS thế giới,World BOSS rewards,รางวัลบอสโลก,Hadiah BOSS Dunia,Gantimpala ng World BOSS,Ganjaran Boss Dunia
505,1006,,10,{14=12;2103=5;gold=120000},World BOSS rewards,Phần thưởng BOSS thế giới,World BOSS rewards,รางวัลบอสโลก,Hadiah BOSS Dunia,Gantimpala ng World BOSS,Ganjaran Boss Dunia
506,1006,,30,{14=10;2103=4;gold=100000},World BOSS rewards,Phần thưởng BOSS thế giới,World BOSS rewards,รางวัลบอสโลก,Hadiah BOSS Dunia,Gantimpala ng World BOSS,Ganjaran Boss Dunia
507,1006,,999,{14=8;2103=4;gold=90000},World BOSS rewards,Phần thưởng BOSS thế giới,World BOSS rewards,รางวัลบอสโลก,Hadiah BOSS Dunia,Gantimpala ng World BOSS,Ganjaran Boss Dunia
601,1007,,1,{521=320;850=160;14=30;gold=250000},World BOSS rewards,Phần thưởng BOSS thế giới,World BOSS rewards,รางวัลบอสโลก,Hadiah BOSS Dunia,Gantimpala ng World BOSS,Ganjaran Boss Dunia
602,1007,,2,{521=240;850=140;14=25;gold=200000},World BOSS rewards,Phần thưởng BOSS thế giới,World BOSS rewards,รางวัลบอสโลก,Hadiah BOSS Dunia,Gantimpala ng World BOSS,Ganjaran Boss Dunia
603,1007,,3,{521=180;850=120;14=20;gold=160000},World BOSS rewards,Phần thưởng BOSS thế giới,World BOSS rewards,รางวัลบอสโลก,Hadiah BOSS Dunia,Gantimpala ng World BOSS,Ganjaran Boss Dunia
604,1007,,6,{521=120;850=100;14=15;gold=140000},World BOSS rewards,Phần thưởng BOSS thế giới,World BOSS rewards,รางวัลบอสโลก,Hadiah BOSS Dunia,Gantimpala ng World BOSS,Ganjaran Boss Dunia
605,1007,,10,{521=80;850=100;14=12;gold=120000},World BOSS rewards,Phần thưởng BOSS thế giới,World BOSS rewards,รางวัลบอสโลก,Hadiah BOSS Dunia,Gantimpala ng World BOSS,Ganjaran Boss Dunia
606,1007,,30,{850=80;14=10;gold=100000},World BOSS rewards,Phần thưởng BOSS thế giới,World BOSS rewards,รางวัลบอสโลก,Hadiah BOSS Dunia,Gantimpala ng World BOSS,Ganjaran Boss Dunia
607,1007,,999,{850=80;14=8;gold=90000},World BOSS rewards,Phần thưởng BOSS thế giới,World BOSS rewards,รางวัลบอสโลก,Hadiah BOSS Dunia,Gantimpala ng World BOSS,Ganjaran Boss Dunia
701,1008,,1,{14=30;gold=250000;452=40},World BOSS rewards,Phần thưởng BOSS thế giới,World BOSS rewards,รางวัลบอสโลก,Hadiah BOSS Dunia,Gantimpala ng World BOSS,Ganjaran Boss Dunia
702,1008,,2,{14=25;gold=200000;452=35},World BOSS rewards,Phần thưởng BOSS thế giới,World BOSS rewards,รางวัลบอสโลก,Hadiah BOSS Dunia,Gantimpala ng World BOSS,Ganjaran Boss Dunia
703,1008,,3,{14=20;gold=160000;452=30},World BOSS rewards,Phần thưởng BOSS thế giới,World BOSS rewards,รางวัลบอสโลก,Hadiah BOSS Dunia,Gantimpala ng World BOSS,Ganjaran Boss Dunia
704,1008,,6,{14=15;gold=140000;452=25},World BOSS rewards,Phần thưởng BOSS thế giới,World BOSS rewards,รางวัลบอสโลก,Hadiah BOSS Dunia,Gantimpala ng World BOSS,Ganjaran Boss Dunia
705,1008,,10,{14=12;gold=120000;452=25},World BOSS rewards,Phần thưởng BOSS thế giới,World BOSS rewards,รางวัลบอสโลก,Hadiah BOSS Dunia,Gantimpala ng World BOSS,Ganjaran Boss Dunia
706,1008,,30,{14=10;gold=100000;452=20},World BOSS rewards,Phần thưởng BOSS thế giới,World BOSS rewards,รางวัลบอสโลก,Hadiah BOSS Dunia,Gantimpala ng World BOSS,Ganjaran Boss Dunia
707,1008,,999,{14=8;gold=90000;452=20},World BOSS rewards,Phần thưởng BOSS thế giới,World BOSS rewards,รางวัลบอสโลก,Hadiah BOSS Dunia,Gantimpala ng World BOSS,Ganjaran Boss Dunia
801,1009,,1,{14=30;gold=250000;talent_point=2},World BOSS rewards,Phần thưởng BOSS thế giới,World BOSS rewards,รางวัลบอสโลก,Hadiah BOSS Dunia,Gantimpala ng World BOSS,Ganjaran Boss Dunia
802,1009,,2,{14=25;gold=200000;talent_point=2},World BOSS rewards,Phần thưởng BOSS thế giới,World BOSS rewards,รางวัลบอสโลก,Hadiah BOSS Dunia,Gantimpala ng World BOSS,Ganjaran Boss Dunia
803,1009,,3,{14=20;gold=160000;talent_point=2},World BOSS rewards,Phần thưởng BOSS thế giới,World BOSS rewards,รางวัลบอสโลก,Hadiah BOSS Dunia,Gantimpala ng World BOSS,Ganjaran Boss Dunia
804,1009,,6,{14=15;gold=140000;talent_point=1},World BOSS rewards,Phần thưởng BOSS thế giới,World BOSS rewards,รางวัลบอสโลก,Hadiah BOSS Dunia,Gantimpala ng World BOSS,Ganjaran Boss Dunia
805,1009,,10,{14=12;gold=120000;talent_point=1},World BOSS rewards,Phần thưởng BOSS thế giới,World BOSS rewards,รางวัลบอสโลก,Hadiah BOSS Dunia,Gantimpala ng World BOSS,Ganjaran Boss Dunia
806,1009,,30,{14=10;gold=100000;talent_point=1},World BOSS rewards,Phần thưởng BOSS thế giới,World BOSS rewards,รางวัลบอสโลก,Hadiah BOSS Dunia,Gantimpala ng World BOSS,Ganjaran Boss Dunia
807,1009,,999,{14=8;gold=90000;talent_point=1},World BOSS rewards,Phần thưởng BOSS thế giới,World BOSS rewards,รางวัลบอสโลก,Hadiah BOSS Dunia,Gantimpala ng World BOSS,Ganjaran Boss Dunia
901,1010,,1,{14=30;2103=8;gold=250000},World BOSS rewards,Phần thưởng BOSS thế giới,World BOSS rewards,รางวัลบอสโลก,Hadiah BOSS Dunia,Gantimpala ng World BOSS,Ganjaran Boss Dunia
902,1010,,2,{14=25;2103=7;gold=200000},World BOSS rewards,Phần thưởng BOSS thế giới,World BOSS rewards,รางวัลบอสโลก,Hadiah BOSS Dunia,Gantimpala ng World BOSS,Ganjaran Boss Dunia
903,1010,,3,{14=20;2103=6;gold=160000},World BOSS rewards,Phần thưởng BOSS thế giới,World BOSS rewards,รางวัลบอสโลก,Hadiah BOSS Dunia,Gantimpala ng World BOSS,Ganjaran Boss Dunia
904,1010,,6,{14=15;2103=5;gold=140000},World BOSS rewards,Phần thưởng BOSS thế giới,World BOSS rewards,รางวัลบอสโลก,Hadiah BOSS Dunia,Gantimpala ng World BOSS,Ganjaran Boss Dunia
905,1010,,10,{14=12;2103=5;gold=120000},World BOSS rewards,Phần thưởng BOSS thế giới,World BOSS rewards,รางวัลบอสโลก,Hadiah BOSS Dunia,Gantimpala ng World BOSS,Ganjaran Boss Dunia
906,1010,,30,{14=10;2103=4;gold=100000},World BOSS rewards,Phần thưởng BOSS thế giới,World BOSS rewards,รางวัลบอสโลก,Hadiah BOSS Dunia,Gantimpala ng World BOSS,Ganjaran Boss Dunia
907,1010,,999,{14=8;2103=4;gold=90000},World BOSS rewards,Phần thưởng BOSS thế giới,World BOSS rewards,รางวัลบอสโลก,Hadiah BOSS Dunia,Gantimpala ng World BOSS,Ganjaran Boss Dunia
1001,1011,,1,{850=160;14=30;gold=250000},World BOSS rewards,Phần thưởng BOSS thế giới,World BOSS rewards,รางวัลบอสโลก,Hadiah BOSS Dunia,Gantimpala ng World BOSS,Ganjaran Boss Dunia
1002,1011,,2,{850=140;14=25;gold=200000},World BOSS rewards,Phần thưởng BOSS thế giới,World BOSS rewards,รางวัลบอสโลก,Hadiah BOSS Dunia,Gantimpala ng World BOSS,Ganjaran Boss Dunia
1003,1011,,3,{850=120;14=20;gold=160000},World BOSS rewards,Phần thưởng BOSS thế giới,World BOSS rewards,รางวัลบอสโลก,Hadiah BOSS Dunia,Gantimpala ng World BOSS,Ganjaran Boss Dunia
1004,1011,,6,{850=100;14=15;gold=140000},World BOSS rewards,Phần thưởng BOSS thế giới,World BOSS rewards,รางวัลบอสโลก,Hadiah BOSS Dunia,Gantimpala ng World BOSS,Ganjaran Boss Dunia
1005,1011,,10,{850=100;14=12;gold=120000},World BOSS rewards,Phần thưởng BOSS thế giới,World BOSS rewards,รางวัลบอสโลก,Hadiah BOSS Dunia,Gantimpala ng World BOSS,Ganjaran Boss Dunia
1006,1011,,30,{850=80;14=10;gold=100000},World BOSS rewards,Phần thưởng BOSS thế giới,World BOSS rewards,รางวัลบอสโลก,Hadiah BOSS Dunia,Gantimpala ng World BOSS,Ganjaran Boss Dunia
1007,1011,,999,{850=80;14=8;gold=90000},World BOSS rewards,Phần thưởng BOSS thế giới,World BOSS rewards,รางวัลบอสโลก,Hadiah BOSS Dunia,Gantimpala ng World BOSS,Ganjaran Boss Dunia
1101,1012,,1,{14=30;gold=250000;452=40},World BOSS rewards,Phần thưởng BOSS thế giới,World BOSS rewards,รางวัลบอสโลก,Hadiah BOSS Dunia,Gantimpala ng World BOSS,Ganjaran Boss Dunia
1102,1012,,2,{14=25;gold=200000;452=35},World BOSS rewards,Phần thưởng BOSS thế giới,World BOSS rewards,รางวัลบอสโลก,Hadiah BOSS Dunia,Gantimpala ng World BOSS,Ganjaran Boss Dunia
1103,1012,,3,{14=20;gold=160000;452=30},World BOSS rewards,Phần thưởng BOSS thế giới,World BOSS rewards,รางวัลบอสโลก,Hadiah BOSS Dunia,Gantimpala ng World BOSS,Ganjaran Boss Dunia
1104,1012,,6,{14=15;gold=140000;452=25},World BOSS rewards,Phần thưởng BOSS thế giới,World BOSS rewards,รางวัลบอสโลก,Hadiah BOSS Dunia,Gantimpala ng World BOSS,Ganjaran Boss Dunia
1105,1012,,10,{14=12;gold=120000;452=25},World BOSS rewards,Phần thưởng BOSS thế giới,World BOSS rewards,รางวัลบอสโลก,Hadiah BOSS Dunia,Gantimpala ng World BOSS,Ganjaran Boss Dunia
1106,1012,,30,{14=10;gold=100000;452=20},World BOSS rewards,Phần thưởng BOSS thế giới,World BOSS rewards,รางวัลบอสโลก,Hadiah BOSS Dunia,Gantimpala ng World BOSS,Ganjaran Boss Dunia
1107,1012,,999,{14=8;gold=90000;452=20},World BOSS rewards,Phần thưởng BOSS thế giới,World BOSS rewards,รางวัลบอสโลก,Hadiah BOSS Dunia,Gantimpala ng World BOSS,Ganjaran Boss Dunia
