VariableName,levelStart,levelEnd,group,res,boss,monsters,weight,backGround
Defaults,1,100,0,"""""",<>,,10,stage/ytly.csv
ID,等级下限（大于等于）,等级上限（小于）,怪物组,卡面资源,boss显示项,怪物IDs(cardsID),随机权重,背景地图
1036,,,1,config/item/icon_3zrb1.png,<972>,<273;3432;692;3472;972;2963>,,
1037,,,1,config/item/icon_3zrb1.png,<1032>,<402;3772;2683;3511;1032;3283>,,
1038,,,1,config/item/icon_3zrb1.png,<1071>,<493;13;2843;3683;1071;3293>,,
1039,,,1,config/item/icon_3zrb1.png,<1253>,<552;273;3432;44;1253;3342>,,
1040,,,1,config/item/icon_3zrb1.png,<1303>,<793;402;3772;53;1303;3472>,,
1041,,,1,config/item/icon_3zrb1.png,<1381>,<2013;493;13;82;1381;3511>,,
1042,,,1,config/item/icon_3zrb1.png,<1772>,<2073;552;273;692;1772;3683>,,
1043,,,1,config/item/icon_3zrb1.png,<1813>,<2593;793;402;2683;1813;44>,,
1044,,,1,config/item/icon_3zrb1.png,<1841>,<2612;2013;493;2843;1841;53>,,
1045,,,1,config/item/icon_3zrb1.png,<1911>,<2633;2073;552;3432;1911;82>,,
1046,,,1,config/item/icon_3zrb1.png,<2023>,<2963;2593;793;3772;2023;692>,,
1047,,,1,config/item/icon_3zrb1.png,<2242>,<3283;2612;2013;13;2242;2683>,,
1048,,,1,config/item/icon_3zrb1.png,<2723>,<3293;2633;2073;273;2723;2843>,,
1049,,,1,config/item/icon_3zrb1.png,<3003>,<3342;2963;2593;402;3003;3432>,,
1050,,,1,config/item/icon_3zrb1.png,<3152>,<3472;3283;2612;493;3152;3772>,,
1051,,,1,config/item/icon_3zrb1.png,<3161>,<3511;3293;2633;552;3161;13>,,
1052,,,1,config/item/icon_3zrb1.png,<3181>,<3683;3342;2963;793;3181;273>,,
1053,,,1,config/item/icon_3zrb1.png,<3251>,<44;3472;3283;2013;3251;402>,,
1054,,,1,config/item/icon_3zrb1.png,<3592>,<53;3511;3293;2073;3592;493>,,
1055,,,1,config/item/icon_3zrb1.png,<3663>,<82;3683;3342;2593;3663;552>,,
1056,,,1,config/item/icon_3zrb1.png,<731>,<692;44;3472;2612;731;793>,,
1057,,,1,config/item/icon_3zrb1.png,<1221>,<2683;53;3511;2633;1221;2013>,,
1058,,,1,config/item/icon_3zrb1.png,<1903>,<2843;82;3683;2963;1903;2073>,,
1059,,,1,config/item/icon_3zrb1.png,<1931>,<3432;692;44;3283;1931;2593>,,
1060,,,1,config/item/icon_3zrb1.png,<3543>,<3772;2683;53;3293;3543;2612>,,
1061,,,1,config/item/icon_3zrb1.png,<163>,<13;2843;82;3342;163;2633>,,
1062,,,1,config/item/icon_3zrb1.png,<242>,<273;3432;692;3472;242;2963>,,
1063,,,1,config/item/icon_3zrb1.png,<333>,<402;3772;2683;3511;333;3283>,,
1064,,,1,config/item/icon_3zrb1.png,<503>,<493;13;2843;3683;503;3293>,,
1065,,,1,config/item/icon_3zrb1.png,<593>,<552;273;3432;44;593;3342>,,
1066,,,1,config/item/icon_3zrb1.png,<603>,<793;402;3772;53;603;3472>,,
1067,,,1,config/item/icon_3zrb1.png,<611>,<2013;493;13;82;611;3511>,,
1068,,,1,config/item/icon_3zrb1.png,<631>,<2073;552;273;692;631;3683>,,
1069,,,1,config/item/icon_3zrb1.png,<641>,<2593;793;402;2683;641;44>,,
1070,,,1,config/item/icon_3zrb1.png,<712>,<2612;2013;493;2843;712;53>,,
1071,,,1,config/item/icon_3zrb1.png,<741>,<2633;2073;552;3432;741;82>,,
1072,,,1,config/item/icon_3zrb1.png,<863>,<2963;2593;793;3772;863;692>,,
1073,,,1,config/item/icon_3zrb1.png,<883>,<3283;2612;2013;13;883;2683>,,
1074,,,1,config/item/icon_3zrb1.png,<1082>,<3293;2633;2073;273;1082;2843>,,
1075,,,1,config/item/icon_3zrb1.png,<1293>,<3342;2963;2593;402;1293;3432>,,
1076,,,1,config/item/icon_3zrb1.png,<1612>,<3472;3283;2612;493;1612;3772>,,
1077,,,1,config/item/icon_3zrb1.png,<2033>,<3511;3293;2633;552;2033;13>,,
1078,,,1,config/item/icon_3zrb1.png,<972>,<3683;3342;2963;793;972;273>,,
1079,,,1,config/item/icon_3zrb1.png,<1032>,<44;3472;3283;2013;1032;402>,,
1080,,,1,config/item/icon_3zrb1.png,<1071>,<53;3511;3293;2073;1071;493>,,
1081,,,1,config/item/icon_3zrb1.png,<1253>,<82;3683;3342;2593;1253;552>,,
1082,,,1,config/item/icon_3zrb1.png,<1303>,<692;44;3472;2612;1303;793>,,
1083,,,1,config/item/icon_3zrb1.png,<1381>,<2683;53;3511;2633;1381;2013>,,
1084,,,1,config/item/icon_3zrb1.png,<1772>,<2843;82;3683;2963;1772;2073>,,
1085,,,1,config/item/icon_3zrb1.png,<1813>,<3432;692;44;3283;1813;2593>,,
1086,,,1,config/item/icon_3zrb1.png,<1841>,<3772;2683;53;3293;1841;2612>,,
1087,,,1,config/item/icon_3zrb1.png,<1911>,<13;2843;82;3342;1911;2633>,,
1088,,,1,config/item/icon_3zrb1.png,<2023>,<273;3432;692;3472;2023;2963>,,
1089,,,1,config/item/icon_3zrb1.png,<2242>,<402;3772;2683;3511;2242;3283>,,
1090,,,1,config/item/icon_3zrb1.png,<2723>,<493;13;2843;3683;2723;3293>,,
1091,,,1,config/item/icon_3zrb1.png,<3003>,<552;273;3432;44;3003;3342>,,
1092,,,1,config/item/icon_3zrb1.png,<3152>,<793;402;3772;53;3152;3472>,,
1093,,,1,config/item/icon_3zrb1.png,<3161>,<2013;493;13;82;3161;3511>,,
1094,,,1,config/item/icon_3zrb1.png,<3181>,<2073;552;273;692;3181;3683>,,
1095,,,1,config/item/icon_3zrb1.png,<3251>,<2593;793;402;2683;3251;44>,,
1096,,,1,config/item/icon_3zrb1.png,<3592>,<2612;2013;493;2843;3592;53>,,
1097,,,1,config/item/icon_3zrb1.png,<3663>,<2633;2073;552;3432;3663;82>,,
1098,,,1,config/item/icon_3zrb1.png,<731>,<2963;2593;793;3772;731;692>,,
1099,,,1,config/item/icon_3zrb1.png,<1221>,<3283;2612;2013;13;1221;2683>,,
1100,,,1,config/item/icon_3zrb1.png,<1903>,<3293;2633;2073;273;1903;2843>,,
1101,,,1,config/item/icon_3zrb1.png,<1931>,<3342;2963;2593;402;1931;3432>,,
1102,,,1,config/item/icon_3zrb1.png,<3543>,<3472;3283;2612;493;3543;3772>,,
1103,,,1,config/item/icon_3zrb1.png,<163>,<3511;3293;2633;552;163;13>,,
1104,,,1,config/item/icon_3zrb1.png,<242>,<3683;3342;2963;793;242;273>,,
1105,,,1,config/item/icon_3zrb1.png,<333>,<44;3472;3283;2013;333;402>,,
1106,,,1,config/item/icon_3zrb1.png,<503>,<53;3511;3293;2073;503;493>,,
1107,,,1,config/item/icon_3zrb1.png,<593>,<82;3683;3342;2593;593;552>,,
1108,,,1,config/item/icon_3zrb1.png,<603>,<692;44;3472;2612;603;793>,,
1109,,,1,config/item/icon_3zrb1.png,<611>,<2683;53;3511;2633;611;2013>,,
1110,,,1,config/item/icon_3zrb1.png,<631>,<2843;82;3683;2963;631;2073>,,
1111,,,1,config/item/icon_3zrb1.png,<641>,<3432;692;44;3283;641;2593>,,
1112,,,1,config/item/icon_3zrb1.png,<712>,<3772;2683;53;3293;712;2612>,,
1113,,,1,config/item/icon_3zrb1.png,<741>,<13;2843;82;3342;741;2633>,,
1114,,,1,config/item/icon_3zrb1.png,<863>,<273;3432;692;3472;863;2963>,,
1115,,,1,config/item/icon_3zrb1.png,<883>,<402;3772;2683;3511;883;3283>,,
1116,,,1,config/item/icon_3zrb1.png,<1082>,<493;13;2843;3683;1082;3293>,,
1117,,,1,config/item/icon_3zrb1.png,<1293>,<552;273;3432;44;1293;3342>,,
1118,,,1,config/item/icon_3zrb1.png,<1612>,<793;402;3772;53;1612;3472>,,
1119,,,1,config/item/icon_3zrb1.png,<2033>,<2013;493;13;82;2033;3511>,,
1120,,,1,config/item/icon_3zrb1.png,<972>,<2073;552;273;692;972;3683>,,
1121,,,2,config/item/icon_3tfl2.png,<263>,<44;2633;1612;503;263;2593>,,
1122,,,2,config/item/icon_3tfl2.png,<393>,<53;2963;2033;593;393;2612>,,
1123,,,2,config/item/icon_3tfl2.png,<572>,<82;3283;972;603;572;2633>,,
1124,,,2,config/item/icon_3tfl2.png,<701>,<692;3293;1032;611;701;2963>,,
1125,,,2,config/item/icon_3tfl2.png,<721>,<2683;3342;1071;631;721;3283>,,
1126,,,2,config/item/icon_3tfl2.png,<771>,<2843;3472;1253;641;771;3293>,,
1127,,,2,config/item/icon_3tfl2.png,<1231>,<3432;3511;1303;712;1231;3342>,,
1128,,,2,config/item/icon_3tfl2.png,<1241>,<3772;3683;1381;741;1241;3472>,,
1129,,,2,config/item/icon_3tfl2.png,<1313>,<13;731;1772;863;1313;3511>,,
1130,,,2,config/item/icon_3tfl2.png,<1393>,<273;1221;1813;883;1393;3683>,,
1131,,,2,config/item/icon_3tfl2.png,<1423>,<402;1903;1841;1082;1423;731>,,
1132,,,2,config/item/icon_3tfl2.png,<1503>,<493;1931;1911;1293;1503;1221>,,
1133,,,2,config/item/icon_3tfl2.png,<1893>,<552;3543;2023;1612;1893;1903>,,
1134,,,2,config/item/icon_3tfl2.png,<1941>,<793;163;2242;2033;1941;1931>,,
1135,,,2,config/item/icon_3tfl2.png,<1951>,<2013;242;2723;972;1951;3543>,,
1136,,,2,config/item/icon_3tfl2.png,<2233>,<2073;333;3003;1032;2233;163>,,
1137,,,2,config/item/icon_3tfl2.png,<2401>,<2593;503;3152;1071;2401;242>,,
1138,,,2,config/item/icon_3tfl2.png,<2493>,<2612;593;3161;1253;2493;333>,,
1139,,,2,config/item/icon_3tfl2.png,<3021>,<2633;603;3181;1303;3021;503>,,
1140,,,2,config/item/icon_3tfl2.png,<3143>,<2963;611;3251;1381;3143;593>,,
1141,,,2,config/item/icon_3tfl2.png,<3171>,<3283;631;3592;1772;3171;603>,,
1142,,,2,config/item/icon_3tfl2.png,<3303>,<3293;641;3663;1813;3303;611>,,
1143,,,2,config/item/icon_3tfl2.png,<3353>,<3342;712;44;1841;3353;631>,,
1144,,,2,config/item/icon_3tfl2.png,<3673>,<3472;741;53;1911;3673;641>,,
1145,,,2,config/item/icon_3tfl2.png,<7001>,<3511;863;82;2843;7001;712>,,
1146,,,2,config/item/icon_3tfl2.png,<263>,<3683;883;692;3432;263;2683>,,
1147,,,2,config/item/icon_3tfl2.png,<393>,<731;1082;2683;3772;393;2843>,,
1148,,,2,config/item/icon_3tfl2.png,<572>,<1221;1293;2843;13;572;3432>,,
1149,,,2,config/item/icon_3tfl2.png,<701>,<1903;1612;3432;273;701;3772>,,
1150,,,2,config/item/icon_3tfl2.png,<721>,<1931;2033;3772;402;721;13>,,
1151,,,2,config/item/icon_3tfl2.png,<771>,<3543;972;13;493;771;273>,,
1152,,,2,config/item/icon_3tfl2.png,<1231>,<163;1032;273;552;1231;402>,,
1153,,,2,config/item/icon_3tfl2.png,<1241>,<242;1071;402;793;1241;493>,,
1154,,,2,config/item/icon_3tfl2.png,<1313>,<333;1253;493;2013;1313;552>,,
1155,,,2,config/item/icon_3tfl2.png,<1393>,<503;1303;552;2073;1393;793>,,
1156,,,2,config/item/icon_3tfl2.png,<1423>,<593;1381;793;2593;1423;2013>,,
1157,,,2,config/item/icon_3tfl2.png,<1503>,<603;1221;2013;2612;1503;2073>,,
1158,,,2,config/item/icon_3tfl2.png,<1893>,<611;1903;2073;2633;1893;2593>,,
1159,,,2,config/item/icon_3tfl2.png,<1941>,<631;1931;333;2963;1941;2612>,,
1160,,,2,config/item/icon_3tfl2.png,<1951>,<641;3543;503;3283;1951;2633>,,
1161,,,2,config/item/icon_3tfl2.png,<2233>,<712;163;593;3293;2233;2963>,,
1162,,,2,config/item/icon_3tfl2.png,<2401>,<741;242;603;3342;2401;3283>,,
1163,,,2,config/item/icon_3tfl2.png,<2493>,<863;333;611;3472;2493;3293>,,
1164,,,2,config/item/icon_3tfl2.png,<3021>,<883;503;631;3511;3021;3342>,,
1165,,,2,config/item/icon_3tfl2.png,<3143>,<1082;593;641;3683;3143;3472>,,
1166,,,2,config/item/icon_3tfl2.png,<3171>,<1293;603;712;731;3171;3511>,,
1167,,,2,config/item/icon_3tfl2.png,<3303>,<1612;611;741;1221;3303;3683>,,
1168,,,2,config/item/icon_3tfl2.png,<3353>,<2033;631;863;1903;3353;731>,,
1169,,,2,config/item/icon_3tfl2.png,<3673>,<972;641;883;1931;3673;1221>,,
1170,,,2,config/item/icon_3tfl2.png,<7001>,<1032;712;1082;3543;7001;1903>,,
1171,,,2,config/item/icon_3tfl2.png,<263>,<1071;741;1293;163;263;1931>,,
1172,,,2,config/item/icon_3tfl2.png,<393>,<1253;863;1612;242;393;3543>,,
1173,,,2,config/item/icon_3tfl2.png,<572>,<1303;883;2033;333;572;163>,,
1174,,,2,config/item/icon_3tfl2.png,<701>,<1381;1082;972;503;701;242>,,
1175,,,2,config/item/icon_3tfl2.png,<721>,<1772;1293;1032;593;721;333>,,
1176,,,2,config/item/icon_3tfl2.png,<771>,<1813;1612;1071;603;771;503>,,
1177,,,2,config/item/icon_3tfl2.png,<1231>,<1841;2033;1253;611;1231;593>,,
1178,,,2,config/item/icon_3tfl2.png,<1241>,<1911;972;1303;631;1241;603>,,
1179,,,2,config/item/icon_3tfl2.png,<1313>,<2023;1032;1381;641;1313;611>,,
1180,,,2,config/item/icon_3tfl2.png,<1393>,<2242;1071;1772;712;1393;631>,,
1181,,,2,config/item/icon_3tfl2.png,<1423>,<2723;1253;1813;741;1423;641>,,
1182,,,2,config/item/icon_3tfl2.png,<1503>,<3003;1303;1841;863;1503;712>,,
1183,,,2,config/item/icon_3tfl2.png,<1893>,<3152;1381;1911;883;1893;741>,,
1184,,,2,config/item/icon_3tfl2.png,<1941>,<3161;1772;2023;1082;1941;863>,,
1185,,,2,config/item/icon_3tfl2.png,<1951>,<3181;1813;2242;1293;1951;883>,,
1186,,,2,config/item/icon_3tfl2.png,<2233>,<3251;1841;2723;1612;2233;1082>,,
1187,,,2,config/item/icon_3tfl2.png,<2401>,<3592;1911;3003;2033;2401;1293>,,
1188,,,2,config/item/icon_3tfl2.png,<2493>,<3663;2023;3152;972;2493;1612>,,
1189,,,2,config/item/icon_3tfl2.png,<3021>,<44;2242;3161;1032;3021;2033>,,
1190,,,2,config/item/icon_3tfl2.png,<3143>,<53;2723;3181;1071;3143;972>,,
1191,,,2,config/item/icon_3tfl2.png,<3171>,<82;3003;3251;1253;3171;1032>,,
1192,,,2,config/item/icon_3tfl2.png,<3303>,<692;3152;3592;1303;3303;1071>,,
1193,,,2,config/item/icon_3tfl2.png,<3353>,<2683;3161;3663;1381;3353;1253>,,
1194,,,2,config/item/icon_3tfl2.png,<3673>,<2843;3181;44;1772;3673;1303>,,
1195,,,2,config/item/icon_3tfl2.png,<7001>,<3432;3251;53;1813;7001;1381>,,
1196,,,2,config/item/icon_3tfl2.png,<263>,<3772;3592;82;1841;263;1772>,,
1197,,,2,config/item/icon_3tfl2.png,<393>,<13;3663;692;1911;393;1813>,,
1198,,,2,config/item/icon_3tfl2.png,<572>,<273;44;2683;2023;572;1841>,,
1199,,,2,config/item/icon_3tfl2.png,<701>,<402;53;2843;2242;701;1911>,,
1200,,,2,config/item/icon_3tfl2.png,<721>,<493;82;3432;2723;721;2023>,,
1201,,,2,config/item/icon_3tfl2.png,<771>,<552;692;3772;3003;771;2242>,,
1202,,,2,config/item/icon_3tfl2.png,<1231>,<793;2683;13;3152;1231;2723>,,
1203,,,2,config/item/icon_3tfl2.png,<1241>,<2013;2843;273;3161;1241;3003>,,
1204,,,2,config/item/icon_3tfl2.png,<1313>,<2073;3432;402;3181;1313;3152>,,
1205,,,2,config/item/icon_3tfl2.png,<1393>,<2593;3772;493;3251;1393;3161>,,
1206,,,2,config/item/icon_3tfl2.png,<1423>,<2612;13;552;3592;1423;3181>,,
1207,,,2,config/item/icon_3tfl2.png,<1503>,<2633;273;793;3663;1503;3251>,,
1208,,,2,config/item/icon_3tfl2.png,<1893>,<2963;402;2013;44;1893;3592>,,
1209,,,2,config/item/icon_3tfl2.png,<1941>,<3283;493;2073;53;1941;3663>,,
1210,,,2,config/item/icon_3tfl2.png,<1951>,<3293;552;2593;82;1951;44>,,
1211,,,2,config/item/icon_3tfl2.png,<2233>,<3342;793;2612;692;2233;53>,,
1212,,,2,config/item/icon_3tfl2.png,<2401>,<3472;2013;2633;2683;2401;82>,,
1213,,,2,config/item/icon_3tfl2.png,<2493>,<3511;2073;2963;2843;2493;692>,,
1214,,,2,config/item/icon_3tfl2.png,<3021>,<3683;2593;3283;3432;3021;2683>,,
1215,,,2,config/item/icon_3tfl2.png,<3143>,<731;2612;3293;3772;3143;2843>,,
1216,,,2,config/item/icon_3tfl2.png,<3171>,<1221;2633;3342;13;3171;3432>,,
1217,,,2,config/item/icon_3tfl2.png,<3303>,<1903;2963;3472;273;3303;3772>,,
1218,,,2,config/item/icon_3tfl2.png,<3353>,<1931;3283;3511;402;3353;13>,,
1219,,,2,config/item/icon_3tfl2.png,<3673>,<3543;3293;3683;493;3673;273>,,
1220,,,2,config/item/icon_3tfl2.png,<7001>,<163;3342;731;552;7001;402>,,
1221,,,2,config/item/icon_3tfl2.png,<263>,<242;3472;1221;793;263;493>,,
1222,,,2,config/item/icon_3tfl2.png,<393>,<333;3511;1903;2013;393;552>,,
1223,,,2,config/item/icon_3tfl2.png,<572>,<503;3683;1931;2073;572;793>,,
1224,,,2,config/item/icon_3tfl2.png,<701>,<593;731;3543;2593;701;2013>,,
1225,,,2,config/item/icon_3tfl2.png,<721>,<603;1221;163;2612;721;2073>,,
1226,,,2,config/item/icon_3tfl2.png,<771>,<611;1903;242;2633;771;2593>,,
1227,,,2,config/item/icon_3tfl2.png,<1231>,<631;1931;333;2963;1231;2612>,,
1228,,,2,config/item/icon_3tfl2.png,<1241>,<641;3543;503;3283;1241;2633>,,
1229,,,2,config/item/icon_3tfl2.png,<1313>,<712;163;593;3293;1313;2963>,,
1230,,,2,config/item/icon_3tfl2.png,<1393>,<741;242;603;3342;1393;3283>,,
1231,,,2,config/item/icon_3tfl2.png,<1423>,<863;333;611;3472;1423;3293>,,
1232,,,2,config/item/icon_3tfl2.png,<1503>,<883;503;631;3511;1503;3342>,,
1233,,,2,config/item/icon_3tfl2.png,<1893>,<1082;593;641;3683;1893;3472>,,
1234,,,2,config/item/icon_3tfl2.png,<1941>,<1293;603;712;731;1941;3511>,,
1235,,,2,config/item/icon_3tfl2.png,<1951>,<1612;611;741;1221;1951;3683>,,
1236,,,2,config/item/icon_3tfl2.png,<2233>,<2033;631;863;1903;2233;731>,,
1237,,,2,config/item/icon_3tfl2.png,<2401>,<972;641;883;1931;2401;1221>,,
1238,,,2,config/item/icon_3tfl2.png,<2493>,<1032;712;1082;3543;2493;1903>,,
1239,,,2,config/item/icon_3tfl2.png,<3021>,<1071;741;1293;163;3021;1931>,,
1240,,,2,config/item/icon_3tfl2.png,<3143>,<1253;863;1612;242;3143;3543>,,
1241,,,3,config/item/icon_3ttdc3.png,<2493>,<13;593;2593;2593;2493;1612>,,
1242,,,3,config/item/icon_3ttdc3.png,<3021>,<273;603;2612;2612;3021;2033>,,
1243,,,3,config/item/icon_3ttdc3.png,<3143>,<402;611;2633;2633;3143;972>,,
1244,,,3,config/item/icon_3ttdc3.png,<3171>,<493;631;2963;2963;3171;1032>,,
1245,,,3,config/item/icon_3ttdc3.png,<3303>,<552;641;3283;3283;3303;1071>,,
1246,,,3,config/item/icon_3ttdc3.png,<3353>,<793;712;3293;3293;3353;1253>,,
1247,,,3,config/item/icon_3ttdc3.png,<3673>,<2013;741;3342;3342;3673;1303>,,
1248,,,3,config/item/icon_3ttdc3.png,<7001>,<2073;863;3472;3472;7001;1381>,,
1249,,,3,config/item/icon_3ttdc3.png,<263>,<2593;883;3511;3511;263;1772>,,
1250,,,3,config/item/icon_3ttdc3.png,<393>,<2612;1082;3683;3683;393;1813>,,
1251,,,3,config/item/icon_3ttdc3.png,<572>,<2633;1293;731;731;572;1841>,,
1252,,,3,config/item/icon_3ttdc3.png,<701>,<2963;1612;1221;1221;701;1911>,,
1253,,,3,config/item/icon_3ttdc3.png,<721>,<3283;2033;1903;1903;721;2023>,,
1254,,,3,config/item/icon_3ttdc3.png,<771>,<3293;972;1931;1931;771;2242>,,
1255,,,3,config/item/icon_3ttdc3.png,<1231>,<3342;1032;3543;3543;1231;2723>,,
1256,,,3,config/item/icon_3ttdc3.png,<1241>,<3472;2633;163;163;1241;3003>,,
1257,,,3,config/item/icon_3ttdc3.png,<1313>,<3511;2963;242;273;1313;3152>,,
1258,,,3,config/item/icon_3ttdc3.png,<1393>,<3683;3283;2073;402;1393;3161>,,
1259,,,3,config/item/icon_3ttdc3.png,<1423>,<731;3293;2593;493;1423;3181>,,
1260,,,3,config/item/icon_3ttdc3.png,<1503>,<1221;3342;2612;552;1503;3251>,,
1261,,,3,config/item/icon_3ttdc3.png,<1893>,<1903;3472;2633;793;1893;3592>,,
1262,,,3,config/item/icon_3ttdc3.png,<1941>,<1931;3511;2963;2013;1941;13>,,
1263,,,3,config/item/icon_3ttdc3.png,<1951>,<3543;3683;3283;2073;1951;273>,,
1264,,,3,config/item/icon_3ttdc3.png,<2233>,<163;731;3293;2593;2233;402>,,
1265,,,3,config/item/icon_3ttdc3.png,<2401>,<242;1221;3342;2612;2401;493>,,
1266,,,3,config/item/icon_3ttdc3.png,<2493>,<333;1903;3472;2633;2493;552>,,
1267,,,3,config/item/icon_3ttdc3.png,<3021>,<503;1931;3511;2963;3021;793>,,
1268,,,3,config/item/icon_3ttdc3.png,<3143>,<593;3543;3683;3283;3143;2013>,,
1269,,,3,config/item/icon_3ttdc3.png,<3171>,<603;163;731;3293;3171;2073>,,
1270,,,3,config/item/icon_3ttdc3.png,<3303>,<611;242;1221;3342;3303;2593>,,
1271,,,3,config/item/icon_3ttdc3.png,<3353>,<631;333;1903;3472;3353;2612>,,
1272,,,3,config/item/icon_3ttdc3.png,<3673>,<641;503;1931;3511;3673;2633>,,
1273,,,3,config/item/icon_3ttdc3.png,<7001>,<712;593;3543;3683;7001;2963>,,
1274,,,3,config/item/icon_3ttdc3.png,<263>,<741;603;163;731;263;3283>,,
1275,,,3,config/item/icon_3ttdc3.png,<393>,<863;611;242;1221;393;3293>,,
1276,,,3,config/item/icon_3ttdc3.png,<572>,<883;631;333;1903;572;3342>,,
1277,,,3,config/item/icon_3ttdc3.png,<701>,<1082;641;503;1931;701;3472>,,
1278,,,3,config/item/icon_3ttdc3.png,<721>,<1293;712;593;3543;721;3511>,,
1279,,,3,config/item/icon_3ttdc3.png,<771>,<1612;741;603;163;771;3683>,,
1280,,,3,config/item/icon_3ttdc3.png,<1231>,<2033;863;611;242;1231;731>,,
1281,,,3,config/item/icon_3ttdc3.png,<1241>,<972;883;631;333;1241;1221>,,
1282,,,3,config/item/icon_3ttdc3.png,<1313>,<1032;1082;641;503;1313;1903>,,
1283,,,3,config/item/icon_3ttdc3.png,<1393>,<1071;1293;712;593;1393;1931>,,
1284,,,3,config/item/icon_3ttdc3.png,<1423>,<1253;1612;741;603;1423;3543>,,
1285,,,3,config/item/icon_3ttdc3.png,<1503>,<1303;2033;863;611;1503;163>,,
1286,,,3,config/item/icon_3ttdc3.png,<1893>,<1381;972;883;631;1893;242>,,
1287,,,3,config/item/icon_3ttdc3.png,<1941>,<1772;1032;1082;641;1941;333>,,
1288,,,3,config/item/icon_3ttdc3.png,<1951>,<1813;1071;1293;712;1951;503>,,
1289,,,3,config/item/icon_3ttdc3.png,<2233>,<1841;1253;1612;741;2233;593>,,
1290,,,3,config/item/icon_3ttdc3.png,<2401>,<1911;1303;2033;863;2401;603>,,
1291,,,3,config/item/icon_3ttdc3.png,<2493>,<2023;1381;972;883;2493;611>,,
1292,,,3,config/item/icon_3ttdc3.png,<3021>,<2242;1772;1032;1082;3021;631>,,
1293,,,3,config/item/icon_3ttdc3.png,<3143>,<2723;1813;1071;1293;3143;641>,,
1294,,,3,config/item/icon_3ttdc3.png,<2493>,<3003;1841;1253;1612;2493;712>,,
1295,,,3,config/item/icon_3ttdc3.png,<3021>,<3152;1911;1303;2033;3021;741>,,
