VariableName,room,_roomType,_beizhu,icon,weight,group,name,name_vn,name_en,name_th,name_in,name_ph,name_ma,monsterType,type,desc,desc_vn,desc_tw,desc_en,desc_th,desc_in,desc_ph,desc_ma,monster,fightC,pointC,drops,buff,event,boxType,gold,coin,randomLibs,randomLibs2
17,4,,,city/adventure/random_tower/icon/img_jddr@.png,,,Simple Enemy,Kẻ Địch Đơn Giản,Simple Enemy,ศัตรูง่าย,Musuh Sederhana,Simpleng Kaaway,Musuh Mudah,,1,It seems the opponent can be easily defeated,Có vẻ là đối thủ có thể dễ dàng bị đánh bại,,It seems the opponent can be easily defeated,ดูเหมือนว่าศัตรูจะถูกโจมตีได้ง่าย,Sepertinya lawan bisa dengan mudah dikalahkan,Mukhang madaling talunin ang kalaban,Nampaknya lawan boleh dikalahkan dengan mudah,,,0.6,,,,,,,,
18,4,,,city/adventure/random_tower/icon/img_ptdr@.png,,,Normal Enemy,Kẻ Địch Thông Thường,Normal Enemy,ศัตรูปกติ,Musuh Normal,Karaniwang Kaaway,Musuh Biasa,2,1,"Has some strength, but not a concern","Có chút sức mạnh, nhưng không đáng lo ngại",,"Has some strength, but not a concern",มีพลังบ้าง แต่ไม่ใช่เรื่องน่ากังวล,"Memiliki sedikit kekuatan, tapi tidak perlu dikhawatirkan","May kaunting lakas, ngunit hindi dapat alalahanin","Ada sedikit kekuatan, tetapi tidak membimbangkan",2,,0.6,,,,,,,,
19,4,,,city/adventure/random_tower/icon/img_kndr@.png,,,Hard Enemy,Kẻ Địch Khó,Hard Enemy,ศัตรูยาก,Musuh Sulit,Mahirap na Kaaway,Musuh Sukar,3,1,Be careful when choosing the opponent,Hãy cẩn thận khi chọn đối thủ,,Be careful when choosing the opponent,ระวังเมื่อเลือกศัตรู,Berhati-hatilah saat memilih lawan,Mag-ingat sa pagpili ng kalaban,Berhati-hati ketika memilih lawan,3,,0.6,,,,,,,,
20,5,,,city/adventure/random_tower/icon/icon_wz.png,,,Attribute Enhancement,Tăng Cường Thuộc Tính,Attribute Enhancement,การเสริมคุณสมบัติ,Peningkatan Atribut,Pagpapalakas ng Katangian,Peningkatan Atribut,,2,,,,,,,,,,,,,<<1;100>>,,,,,,
21,5,,,city/adventure/random_tower/icon/icon_wz.png,,,Combat Supply,Tiếp Tế Chiến Đấu,Combat Supply,การส่งเสบียงการต่อสู้,Pasokan Pertempuran,Suplay ng Laban,Bekalan Pertempuran,,2,,,,,,,,,,,,,<<5;100>>,,,,,,
22,5,,,city/adventure/random_tower/icon/icon_wz.png,,,Attribute Enhancement,Tăng Cường Thuộc Tính,Attribute Enhancement,การเสริมคุณสมบัติ,Peningkatan Atribut,Pagpapalakas ng Katangian,Peningkatan Atribut,,2,,,,,,,,,,,,,<<1;100>;<2;30>>,,,,,,
23,5,,,city/adventure/random_tower/icon/icon_wz.png,0,,Attribute Enhancement,Tăng Cường Thuộc Tính,Attribute Enhancement,การเสริมคุณสมบัติ,Peningkatan Atribut,Pagpapalakas ng Katangian,Peningkatan Atribut,,2,,,,,,,,,,,,,<<1;100>;<2;20>>,,,,,,
24,5,,,city/adventure/random_tower/icon/icon_sj.png,0,,Event,Sự Kiện,Event,เหตุการณ์,Acara,Kaganapan,Acara,,4,No one knows what will happen  ,Không ai biết chuyện gì sẽ xảy ra,,No one knows what will happen  ,ไม่มีใครรู้ว่าจะเกิดอะไรขึ้น  ,Tidak ada yang tahu apa yang akan terjadi  ,Walang nakakaalam kung ano ang mangyayari  ,Tiada siapa yang tahu apa yang akan berlaku  ,,,,,,<<1;100>;<2;10>>,,,,,
25,5,,,city/adventure/random_tower/icon/icon_sj.png,0,,Event,Sự Kiện,Event,เหตุการณ์,Acara,Kaganapan,Acara,,4,"Your choice may bring luck, but it can also bring disaster  ","Lựa chọn của bạn có thể mang lại may mắn, nhưng cũng có thể mang đến tai họa",,"Your choice may bring luck, but it can also bring disaster  ",การเลือกของคุณอาจนำโชคดี แต่ก็อาจนำหายนะมาเช่นกัน  ,"Pilihanmu bisa membawa keberuntungan, tapi juga bisa membawa bencana  ","Ang iyong pagpili ay maaaring magdala ng suwerte, ngunit maaari ring magdala ng sakuna  ","Pilihan anda mungkin membawa tuah, tetapi juga boleh membawa malapetaka  ",,,,,,<<2;100>;<3;10>>,,,,,
26,5,,,city/adventure/random_tower/icon_bx.png,-1,,Treasure Chest,Rương Báu,Treasure Chest,หีบสมบัติ,Petasan Harta Karun,Dibdib ng Kayamanan,Peti Harta Karun,,3,Treasure chest accidentally discovered  ,Hòm báu tình cờ phát hiện,,Treasure chest accidentally discovered  ,พบกล่องสมบัติโดยบังเอิญ  ,Petik harta yang ditemukan secara tidak sengaja  ,Nadiskubreng kayamanang baul  ,Petak harta yang ditemui secara kebetulan  ,,,,,,,,10000,20,{libs=<504;504>},
27,5,,,city/adventure/random_tower/icon/img_jddr@.png,,,Simple Enemy,Kẻ Địch Đơn Giản,Simple Enemy,ศัตรูง่าย,Musuh Sederhana,Simpleng Kaaway,Musuh Mudah,,1,It seems the opponent can be easily defeated  ,Có vẻ là đối thủ có thể dễ dàng bị đánh bại,,It seems the opponent can be easily defeated  ,ดูเหมือนว่าศัตรูจะถูกโจมตีได้ง่าย  ,Sepertinya lawan bisa dengan mudah dikalahkan  ,Mukhang madaling talunin ang kalaban  ,Nampaknya lawan boleh dikalahkan dengan mudah  ,,,0.6,,,,,,,,
28,5,,,city/adventure/random_tower/icon/img_ptdr@.png,,,Normal Enemy,Kẻ Địch Thông Thường,Normal Enemy,ศัตรูปกติ,Musuh Normal,Karaniwang Kaaway,Musuh Biasa,2,1,"Has some strength, but not a concern  ","Có chút sức mạnh, nhưng không đáng lo ngại",,"Has some strength, but not a concern  ",มีพลังบ้าง แต่ไม่ใช่เรื่องน่ากังวล  ,"Memiliki sedikit kekuatan, tapi tidak perlu dikhawatirkan  ","May kaunting lakas, ngunit hindi dapat alalahanin  ","Ada sedikit kekuatan, tetapi tidak membimbangkan  ",2,,0.6,,,,,,,,
29,5,,,city/adventure/random_tower/icon/img_kndr@.png,,,Hard Enemy,Kẻ Địch Khó,Hard Enemy,ศัตรูยาก,Musuh Sulit,Mahirap na Kaaway,Musuh Sukar,3,1,Be careful when choosing the opponent  ,Hãy cẩn thận khi chọn đối thủ,,Be careful when choosing the opponent  ,ระวังเมื่อเลือกศัตรู  ,Berhati-hatilah saat memilih lawan  ,Mag-ingat sa pagpili ng kalaban  ,Berhati-hati ketika memilih lawan  ,3,,0.6,,,,,,,,
30,6,,,city/adventure/random_tower/icon/icon_wz.png,,,Attribute Enhancement,Tăng Cường Thuộc Tính,Attribute Enhancement,การเสริมคุณสมบัติ,Peningkatan Atribut,Pagpapalakas ng Katangian,Peningkatan Atribut,,2,,,,,,,,,,,,,<<1;100>>,,,,,,
31,6,,,city/adventure/random_tower/icon/icon_wz.png,,,Combat Supply,Tiếp Tế Chiến Đấu,Combat Supply,การส่งเสบียงการต่อสู้,Pasokan Pertempuran,Suplay ng Laban,Bekalan Pertempuran,,2,,,,,,,,,,,,,<<5;100>>,,,,,,
32,6,,,city/adventure/random_tower/icon/icon_wz.png,,,Attribute Enhancement,Tăng Cường Thuộc Tính,Attribute Enhancement,การเสริมคุณสมบัติ,Peningkatan Atribut,Pagpapalakas ng Katangian,Peningkatan Atribut,,2,,,,,,,,,,,,,<<1;100>;<2;40>>,,,,,,
33,6,,,city/adventure/random_tower/icon/icon_wz.png,0,,Attribute Enhancement,Tăng Cường Thuộc Tính,Attribute Enhancement,การเสริมคุณสมบัติ,Peningkatan Atribut,Pagpapalakas ng Katangian,Peningkatan Atribut,,2,,,,,,,,,,,,,<<1;100>;<2;20>>,,,,,,
34,6,,,city/adventure/random_tower/icon/icon_sj.png,,,Event,Sự Kiện,Event,เหตุการณ์,Acara,Kaganapan,Acara,,4,No one knows what will happen  ,Không ai biết chuyện gì sẽ xảy ra,,No one knows what will happen  ,ไม่มีใครรู้ว่าจะเกิดอะไรขึ้น  ,Tidak ada yang tahu apa yang akan terjadi  ,Walang nakakaalam kung ano ang mangyayari  ,Tiada siapa yang tahu apa yang akan berlaku  ,,,,,,<<1;100>;<2;10>>,,,,,
35,6,,,city/adventure/random_tower/icon/icon_sj.png,,,Event,Sự Kiện,Event,เหตุการณ์,Acara,Kaganapan,Acara,,4,"Your choice may bring luck, but it can also bring disaster  ","Lựa chọn của bạn có thể mang lại may mắn, nhưng cũng có thể mang đến tai họa",,"Your choice may bring luck, but it can also bring disaster  ",การเลือกของคุณอาจนำโชคดี แต่ก็อาจนำหายนะมาเช่นกัน  ,"Pilihanmu bisa membawa keberuntungan, tapi juga bisa membawa bencana  ","Ang iyong pagpili ay maaaring magdala ng suwerte, ngunit maaari ring magdala ng sakuna  ","Pilihan anda mungkin membawa tuah, tetapi juga boleh membawa malapetaka  ",,,,,,<<2;100>;<3;10>>,,,,,
36,6,,,city/adventure/random_tower/icon_bx.png,,,Treasure Chest,Rương Báu,Treasure Chest,หีบสมบัติ,Petasan Harta Karun,Dibdib ng Kayamanan,Peti Harta Karun,,3,Treasure chest accidentally discovered  ,Hòm báu tình cờ phát hiện,,Treasure chest accidentally discovered  ,พบกล่องสมบัติโดยบังเอิญ  ,Petik harta yang ditemukan secara tidak sengaja  ,Nadiskubreng kayamanang baul  ,Petak harta yang ditemui secara kebetulan  ,,,,,,,,10000,20,{libs=<504;504>},
37,6,,,city/adventure/random_tower/icon/img_jddr@.png,,,Simple Enemy,Kẻ Địch Đơn Giản,Simple Enemy,ศัตรูง่าย,Musuh Sederhana,Simpleng Kaaway,Musuh Mudah,,1,It seems the opponent can be easily defeated  ,Có vẻ là đối thủ có thể dễ dàng bị đánh bại,,It seems the opponent can be easily defeated  ,ดูเหมือนว่าศัตรูจะถูกโจมตีได้ง่าย  ,Sepertinya lawan bisa dengan mudah dikalahkan  ,Mukhang madaling talunin ang kalaban  ,Nampaknya lawan boleh dikalahkan dengan mudah  ,,,0.6,,,,,,,,
38,6,,,city/adventure/random_tower/icon/img_ptdr@.png,-1,,Normal Enemy,Kẻ Địch Thông Thường,Normal Enemy,ศัตรูปกติ,Musuh Normal,Karaniwang Kaaway,Musuh Biasa,2,1,"Has some strength, but not a concern  ","Có chút sức mạnh, nhưng không đáng lo ngại",,"Has some strength, but not a concern  ",มีพลังบ้าง แต่ไม่ใช่เรื่องน่ากังวล  ,"Memiliki sedikit kekuatan, tapi tidak perlu dikhawatirkan  ","May kaunting lakas, ngunit hindi dapat alalahanin  ","Ada sedikit kekuatan, tetapi tidak membimbangkan  ",2,,0.6,,,,,,,,
39,6,,,city/adventure/random_tower/icon/img_kndr@.png,,,Hard Enemy,Kẻ Địch Khó,Hard Enemy,ศัตรูยาก,Musuh Sulit,Mahirap na Kaaway,Musuh Sukar,3,1,Be careful when choosing the opponent  ,Hãy cẩn thận khi chọn đối thủ,,Be careful when choosing the opponent  ,ระวังเมื่อเลือกศัตรู  ,Berhati-hatilah saat memilih lawan  ,Mag-ingat sa pagpili ng kalaban  ,Berhati-hati ketika memilih lawan  ,3,,0.6,,,,,,,,
40,7,,,city/adventure/random_tower/icon/icon_wz.png,,,Combat Supply,Chiến đấu tiếp tế,Combat Supply,การส่งเสบียงการต่อสู้,Pasokan Pertempuran,Suplay ng Laban,Bekalan Pertempuran,,2,,,,,,,,,,,,,<<5;100>>,,,,,,
41,7,,,city/adventure/random_tower/icon/icon_wz.png,,,Attribute Enhancement,Thuộc tính tăng thêm,Attribute Enhancement,การเสริมคุณสมบัติ,Peningkatan Atribut,Pagpapalakas ng Katangian,Peningkatan Atribut,,2,,,,,,,,,,,,,<<2;100>>,,,,,,
42,7,,,city/adventure/random_tower/icon/icon_wz.png,,,Attribute Enhancement,Thuộc tính tăng thêm,Attribute Enhancement,การเสริมคุณสมบัติ,Peningkatan Atribut,Pagpapalakas ng Katangian,Peningkatan Atribut,,2,,,,,,,,,,,,,<<2;100>>,,,,,,
43,7,,,city/adventure/random_tower/icon/icon_wz.png,,,Attribute Enhancement,Thuộc tính tăng thêm,Attribute Enhancement,การเสริมคุณสมบัติ,Peningkatan Atribut,Pagpapalakas ng Katangian,Peningkatan Atribut,,2,,,,,,,,,,,,,<<3;100>>,,,,,,
44,7,,,city/adventure/random_tower/icon/icon_wz.png,,,Attribute Enhancement,Thuộc tính tăng thêm,Attribute Enhancement,การเสริมคุณสมบัติ,Peningkatan Atribut,Pagpapalakas ng Katangian,Peningkatan Atribut,,2,,,,,,,,,,,,,<<3;100>>,,,,,,
45,7,,,city/adventure/random_tower/icon/icon_sj.png,,,Event,Sự kiện,Event,เหตุการณ์,Acara,Kaganapan,Acara,,4,"Your choice may bring luck, but it can also bring disaster  ","Lựa chọn của bạn có thể mang lại may mắn, nhưng cũng có thể mang đến tai họa",,"Your choice may bring luck, but it can also bring disaster  ",การเลือกของคุณอาจนำโชคดี แต่ก็อาจนำหายนะมาเช่นกัน  ,"Pilihanmu bisa membawa keberuntungan, tapi juga bisa membawa bencana  ","Ang iyong pagpili ay maaaring magdala ng suwerte, ngunit maaari ring magdala ng sakuna  ","Pilihan anda mungkin membawa tuah, tetapi juga boleh membawa malapetaka  ",,,,,,<<2;100>;<3;10>>,,,,,
46,8,,,city/adventure/random_tower/icon/img_boss@.png,,,Overlord,Bá chủ,Overlord,ผู้ปกครอง,Penguasa,Pinuno,Penguasa,4,1,Extremely difficult forces lie ahead  ,Lực lượng cực kỳ khó khăn ở phía trước,,Extremely difficult forces lie ahead  ,มีกำลังที่ยากลำบากอย่างมากอยู่ข้างหน้า  ,Pasukan yang sangat sulit ada di depan  ,Napakahirap na mga pwersa ang nasa unahan  ,Kekuatan yang sangat sukar di hadapan  ,4,0.8,0.8,,,,,,,,
47,8,,,city/adventure/random_tower/icon/img_boss@.png,,,Overlord,Bá chủ,Overlord,ผู้ปกครอง,Penguasa,Pinuno,Penguasa,4,1,The most difficult forces are ahead  ,Lực lượng khó khăn nhất ở phía trước,,The most difficult forces are ahead  ,มีกำลังที่ยากลำบากที่สุดอยู่ข้างหน้า  ,Pasukan tersulit ada di depan  ,Ang pinakamahirap na mga pwersa ay nasa unahan  ,Kekuatan yang paling sukar di hadapan  ,4,,,,,,,,,,
48,9,,,city/adventure/random_tower/icon_hhbx.png,,,Luxurious Treasure Chest,Xa hoa bảo rương,Luxurious Treasure Chest,หีบสมบัติหรูหรา,Petasan Harta Karun Mewah,Mararangyang Dibdib ng Kayamanan,Peti Harta Karun Mewah,,3,Only after overcoming great challenges are you worthy of this reward  ,Chỉ sau khi vượt qua thử thách lớn mới xứng đáng nhận được phần thưởng này,,Only after overcoming great challenges are you worthy of this reward  ,เฉพาะเมื่อผ่านความท้าทายที่ยิ่งใหญ่เท่านั้นจึงสมควรได้รับรางวัลนี้  ,Hanya setelah melewati tantangan besar kamu layak mendapatkan hadiah ini  ,"Kapag nalampasan mo ang malaking hamon, karapat-dapat ka lamang sa gantimpalang ito  ",Hanya selepas mengatasi cabaran besar anda layak menerima ganjaran ini  ,,,,,,,2,50000,200,{libs=<500;504>},{libs=<506;505>}
49,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,11,,,city/adventure/random_tower/icon/icon_wz.png,,,Combat Enhancement,Chiến đấu tăng thêm,Combat Enhancement,การเสริมพลังการต่อสู้,Peningkatan Pertempuran,Pagpapalakas ng Laban,Peningkatan Pertempuran,,2,,,,,,,,,,,,,<<101;100>>,,,,,,
51,11,,,city/adventure/random_tower/icon/icon_wz.png,,,Combat Enhancement,Chiến đấu tăng thêm,Combat Enhancement,การเสริมพลังการต่อสู้,Peningkatan Pertempuran,Pagpapalakas ng Laban,Peningkatan Pertempuran,,2,,,,,,,,,,,,,<<102;100>>,,,,,,
52,11,,,city/adventure/random_tower/icon/icon_wz.png,,,Combat Enhancement,Chiến đấu tăng thêm,Combat Enhancement,การเสริมพลังการต่อสู้,Peningkatan Pertempuran,Pagpapalakas ng Laban,Peningkatan Pertempuran,,2,,,,,,,,,,,,,<<200;100>;<1000;90>;<2223;100>>,,,,,,
53,12,,,city/adventure/random_tower/icon/img_jddr@.png,,,Simple Enemy,Đơn giản địch nhân,Simple Enemy,ศัตรูง่าย,Musuh Sederhana,Simpleng Kaaway,Musuh Mudah,,1,It seems the opponent can be easily defeated  ,Có vẻ là đối thủ có thể dễ dàng bị đánh bại,,It seems the opponent can be easily defeated  ,ดูเหมือนว่าศัตรูจะถูกเอาชนะได้ง่าย  ,Sepertinya lawan bisa dengan mudah dikalahkan  ,Mukhang madaling talunin ang kalaban  ,Nampaknya musuh boleh dikalahkan dengan mudah  ,,,,,,,,,,,
54,12,,,city/adventure/random_tower/icon/img_jddr@.png,,,Simple Enemy,Đơn giản địch nhân,Simple Enemy,ศัตรูง่าย,Musuh Sederhana,Simpleng Kaaway,Musuh Mudah,,1,It seems the opponent can be easily defeated  ,Có vẻ là đối thủ có thể dễ dàng bị đánh bại,,It seems the opponent can be easily defeated  ,ดูเหมือนว่าศัตรูจะถูกเอาชนะได้ง่าย  ,Sepertinya lawan bisa dengan mudah dikalahkan  ,Mukhang madaling talunin ang kalaban  ,Nampaknya musuh boleh dikalahkan dengan mudah  ,,,,,,,,,,,
55,12,,,city/adventure/random_tower/icon/img_ptdr@.png,,,Normal Enemy,Phổ thông địch nhân,Normal Enemy,ศัตรูปกติ,Musuh Normal,Karaniwang Kaaway,Musuh Biasa,2,1,"Some strength, but not worrying  ","Có chút sức mạnh, nhưng không đáng lo ngại",,"Some strength, but not worrying  ",มีพลังบ้าง แต่ไม่ต้องกังวล  ,"Sedikit kekuatan, tapi tidak perlu dikhawatirkan  ","May konting lakas, ngunit hindi dapat ikabahala  ","Sedikit kekuatan, tetapi tidak membimbangkan  ",2,,,,,,,,,,
56,12,,,city/adventure/random_tower/icon/img_ptdr@.png,,,Normal Enemy,Phổ thông địch nhân,Normal Enemy,ศัตรูปกติ,Musuh Normal,Karaniwang Kaaway,Musuh Biasa,2,1,"Some strength, but not worrying  ","Có chút sức mạnh, nhưng không đáng lo ngại",,"Some strength, but not worrying  ",มีพลังบ้าง แต่ไม่ต้องกังวล  ,"Sedikit kekuatan, tapi tidak perlu dikhawatirkan  ","May konting lakas, ngunit hindi dapat ikabahala  ","Sedikit kekuatan, tetapi tidak membimbangkan  ",2,,,,,,,,,,
57,12,,,city/adventure/random_tower/icon/img_kndr@.png,,,Hard Enemy,Khó khăn địch nhân,Hard Enemy,ศัตรูยาก,Musuh Sulit,Mahirap na Kaaway,Musuh Sukar,3,1,Be careful when choosing your opponent  ,Hãy cẩn thận khi chọn đối thủ,,Be careful when choosing your opponent  ,ระวังในการเลือกศัตรู  ,Hati-hati saat memilih lawan  ,Mag-ingat sa pagpili ng kalaban  ,Berhati-hati ketika memilih musuh  ,3,,,,,,,,,,
58,12,,,city/adventure/random_tower/icon/img_kndr@.png,,,Hard Enemy,Khó khăn địch nhân,Hard Enemy,ศัตรูยาก,Musuh Sulit,Mahirap na Kaaway,Musuh Sukar,3,1,Be careful when choosing your opponent  ,Hãy cẩn thận khi chọn đối thủ,,Be careful when choosing your opponent  ,ระวังในการเลือกศัตรู  ,Hati-hati saat memilih lawan  ,Mag-ingat sa pagpili ng kalaban  ,Berhati-hati ketika memilih musuh  ,3,,,,,,,,,,
59,13,,,city/adventure/random_tower/icon/icon_wz.png,,,Attribute Enhancement,Thuộc tính tăng thêm,Attribute Enhancement,การเสริมคุณสมบัติ,Peningkatan Atribut,Pagpapalakas ng Katangian,Peningkatan Atribut,,2,,,,,,,,,,,,,<<1;100>>,,,,,,
60,13,,,city/adventure/random_tower/icon/icon_wz.png,,,Combat Supply,Chiến đấu tiếp tế,Combat Supply,การส่งเสบียงการต่อสู้,Pasokan Pertempuran,Suplay ng Laban,Bekalan Pertempuran,,2,,,,,,,,,,,,,<<5;100>>,,,,,,
