VariableName,_beizhu,itemWeightMap,itemCount,costMap,vipStart,vipWeight,beginDate,endDate,position,levelRange,limitType,limitTimes,showUnable
205,,{5004=100;5006=100;5005=100},30,{coin2=360},,100,,,7,<200;200>,,,
206,,{5008=100;5009=100;5007=100},30,{coin2=360},,100,,,7,<200;200>,,,
207,,{5008=100;5009=100;5007=100},30,{coin2=360},,100,,,7,<200;200>,,,
208,,{5011=100;5012=100;5010=100},30,{coin2=430},,100,,,7,<200;200>,,,
209,,{5011=100;5012=100;5010=100},30,{coin2=430},,100,,,7,<200;200>,,,
210,,{5014=100;5015=100;5013=100},30,{coin2=500},,100,,,7,<200;200>,,,
211,,{5014=100;5015=100;5013=100},30,{coin2=500},,100,,,7,<200;200>,,,
212,,{5016=100;5017=100;5018=100},30,{coin2=570},,100,,,7,<200;200>,,,
213,,{5016=100;5017=100;5018=100},30,{coin2=570},,100,,,7,<200;200>,,,
214,,{5020=100;5019=100;5021=100},30,{coin2=650},,100,,,7,<200;200>,,,
215,,{5020=100;5019=100;5021=100},30,{coin2=650},,100,,,7,<200;200>,,,
216,,{5022=100;5024=100;5023=100},30,{coin2=720},,100,,,7,<200;200>,,,
217,,{5022=100;5024=100;5023=100},30,{coin2=720},,100,,,7,<200;200>,,,
218,,{5025=100;5027=100;5026=100},30,{coin2=790},,100,,,7,<200;200>,,,
219,,{5025=100;5027=100;5026=100},30,{coin2=790},,100,,,7,<200;200>,,,
220,,{5029=100;5028=100;5030=100},30,{coin2=860},,100,,,7,<200;200>,,,
221,,{5029=100;5028=100;5030=100},30,{coin2=860},,100,,,7,<200;200>,,,
222,,{5032=100;5033=100;5031=100},30,{coin2=930},,0,,,7,<200;200>,,,
301,,{5032=100;5033=100;5031=100},30,{coin2=930},,0,,,7,<200;200>,,,
302,,{5001=100;5003=100;5002=100},30,{coin2=300},,100,,,9,<200;200>,,,
303,,{5001=100;5003=100;5002=100},30,{coin2=300},,100,,,9,<200;200>,,,
304,,{5004=100;5006=100;5005=100},30,{coin2=360},,100,,,9,<200;200>,,,
305,,{5004=100;5006=100;5005=100},30,{coin2=360},,100,,,9,<200;200>,,,
306,,{5008=100;5009=100;5007=100},30,{coin2=360},,100,,,9,<200;200>,,,
307,,{5008=100;5009=100;5007=100},30,{coin2=360},,100,,,9,<200;200>,,,
308,,{5011=100;5012=100;5010=100},30,{coin2=430},,100,,,9,<200;200>,,,
309,,{5011=100;5012=100;5010=100},30,{coin2=430},,100,,,9,<200;200>,,,
310,,{5014=100;5015=100;5013=100},30,{coin2=500},,100,,,9,<200;200>,,,
311,,{5014=100;5015=100;5013=100},30,{coin2=500},,100,,,9,<200;200>,,,
312,,{5016=100;5017=100;5018=100},30,{coin2=570},,100,,,9,<200;200>,,,
313,,{5016=100;5017=100;5018=100},30,{coin2=570},,100,,,9,<200;200>,,,
314,,{5020=100;5019=100;5021=100},30,{coin2=650},,100,,,9,<200;200>,,,
315,,{5020=100;5019=100;5021=100},30,{coin2=650},,100,,,9,<200;200>,,,
316,,{5022=100;5024=100;5023=100},30,{coin2=720},,100,,,9,<200;200>,,,
317,,{5022=100;5024=100;5023=100},30,{coin2=720},,100,,,9,<200;200>,,,
318,,{5025=100;5027=100;5026=100},30,{coin2=790},,100,,,9,<200;200>,,,
319,,{5025=100;5027=100;5026=100},30,{coin2=790},,100,,,9,<200;200>,,,
320,,{5029=100;5028=100;5030=100},30,{coin2=860},,100,,,9,<200;200>,,,
321,,{5029=100;5028=100;5030=100},30,{coin2=860},,100,,,9,<200;200>,,,
322,,{5032=100;5033=100;5031=100},30,{coin2=930},,0,,,9,<200;200>,,,
401,,{5032=100;5033=100;5031=100},30,{coin2=930},,0,,,9,<200;200>,,,
402,,{5001=100;5003=100;5002=100},30,{coin2=300},,100,,,11,<200;200>,,,
403,,{5001=100;5003=100;5002=100},30,{coin2=300},,100,,,11,<200;200>,,,
404,,{5004=100;5006=100;5005=100},30,{coin2=360},,100,,,11,<200;200>,,,
405,,{5004=100;5006=100;5005=100},30,{coin2=360},,100,,,11,<200;200>,,,
406,,{5008=100;5009=100;5007=100},30,{coin2=360},,100,,,11,<200;200>,,,
407,,{5008=100;5009=100;5007=100},30,{coin2=360},,100,,,11,<200;200>,,,
408,,{5011=100;5012=100;5010=100},30,{coin2=430},,100,,,11,<200;200>,,,
409,,{5011=100;5012=100;5010=100},30,{coin2=430},,100,,,11,<200;200>,,,
410,,{5014=100;5015=100;5013=100},30,{coin2=500},,100,,,11,<200;200>,,,
411,,{5014=100;5015=100;5013=100},30,{coin2=500},,100,,,11,<200;200>,,,
412,,{5016=100;5017=100;5018=100},30,{coin2=570},,100,,,11,<200;200>,,,
413,,{5016=100;5017=100;5018=100},30,{coin2=570},,100,,,11,<200;200>,,,
414,,{5020=100;5019=100;5021=100},30,{coin2=650},,100,,,11,<200;200>,,,
415,,{5020=100;5019=100;5021=100},30,{coin2=650},,100,,,11,<200;200>,,,
416,,{5022=100;5024=100;5023=100},30,{coin2=720},,100,,,11,<200;200>,,,
417,,{5022=100;5024=100;5023=100},30,{coin2=720},,100,,,11,<200;200>,,,
418,,{5025=100;5027=100;5026=100},30,{coin2=790},,100,,,11,<200;200>,,,
419,,{5025=100;5027=100;5026=100},30,{coin2=790},,100,,,11,<200;200>,,,
420,,{5029=100;5028=100;5030=100},30,{coin2=860},,100,,,11,<200;200>,,,
421,,{5029=100;5028=100;5030=100},30,{coin2=860},,100,,,11,<200;200>,,,
422,,{5032=100;5033=100;5031=100},30,{coin2=930},,0,,,11,<200;200>,,,
1001,,{5032=100;5033=100;5031=100},30,{coin2=930},,0,,,11,<200;200>,,,
1011,,{29001=10},30,{coin2=3200},,100,,,16,,2,1,
1012,,{2228=10},1,{coin2=30000},,100,,,17,,4,1,
1013,,{966=10},1,{coin2=8000},,100,,,18,,3,3,
1014,,{966=10},1,{coin2=8000},,100,,,18,,3,3,
1015,,{2210=10},1,{coin2=30000},,100,,,21,,4,1,
1016,,{2230=10},1,{coin2=30000},,100,,,22,,4,1,
1021,,{966=10},1,{coin2=8000},,100,,,23,,3,3,
