VariableName,_beizhu,itemWeightMap,itemCount,costMap,vipStart,vipWeight,beginDate,endDate,position,levelRange,limitType,limitTimes,showUnable
303,,{5004=100;5006=100;5005=100},30,{coin3=360},,100,,,17,<1;39>,,,
304,,{5004=100;5006=100;5005=100},30,{coin3=360},,100,,,17,<1;39>,,,
305,,{5008=100;5009=100;5007=100},30,{coin3=360},,100,,,17,<1;49>,,,
306,,{5008=100;5009=100;5007=100},30,{coin3=360},,100,,,17,<1;49>,,,
307,,{5011=100;5012=100;5010=100},30,{coin3=430},,100,,,17,<28;59>,,,
308,,{5011=100;5012=100;5010=100},30,{coin3=430},,100,,,17,<28;59>,,,
309,,{5014=100;5015=100;5013=100},30,{coin3=500},,100,,,17,<40;69>,,,
310,,{5014=100;5015=100;5013=100},30,{coin3=500},,100,,,17,<40;69>,,,
311,,{5016=100;5017=100;5018=100},30,{coin3=570},,100,,,17,<50;79>,,,
312,,{5016=100;5017=100;5018=100},30,{coin3=570},,100,,,17,<50;79>,,,
313,,{5020=100;5019=100;5021=100},30,{coin3=650},,100,,,17,<60;84>,,,
314,,{5020=100;5019=100;5021=100},30,{coin3=650},,100,,,17,<60;84>,,,
315,,{5022=100;5024=100;5023=100},30,{coin3=720},,100,,,17,<70;100>,,,
316,,{5022=100;5024=100;5023=100},30,{coin3=720},,100,,,17,<70;100>,,,
317,,{5025=100;5027=100;5026=100},30,{coin3=790},,100,,,16,<80;104>,,,
318,,{5025=100;5027=100;5026=100},30,{coin3=790},,100,,,16,<80;104>,,,
319,,{5029=100;5028=100;5030=100},30,{coin3=860},,100,,,16,<85;109>,,,
320,,{5029=100;5028=100;5030=100},30,{coin3=860},,100,,,16,<85;109>,,,
321,,{5032=100;5033=100;5031=100},30,{coin3=930},,100,,,16,<95;114>,,,
322,,{5032=100;5033=100;5031=100},30,{coin3=930},,100,,,16,<95;114>,,,
323,,{5036=100;5034=100;5035=100},30,{coin3=990},,100,,,16,<100;119>,,,
324,,{5036=100;5034=100;5035=100},30,{coin3=990},,100,,,16,<100;119>,,,
325,,{5037=100;5038=100;5039=100},30,{coin3=1020},,100,,,16,<105;124>,,,
326,,{5037=100;5038=100;5039=100},30,{coin3=1020},,100,,,16,<105;124>,,,
327,,{5042=100;5041=100;5040=100},30,{coin3=1050},,100,,,16,<110;129>,,,
328,,{5042=100;5041=100;5040=100},30,{coin3=1050},,100,,,16,<110;129>,,,
329,,{5045=100;5044=100;5043=100},30,{coin3=1080},,100,,,16,<115;134>,,,
330,,{5045=100;5044=100;5043=100},30,{coin3=1080},,100,,,16,<115;134>,,,
331,,{5047=100;5046=100;5048=100},30,{coin3=1140},,100,,,16,<120;139>,,,
332,,{5047=100;5046=100;5048=100},30,{coin3=1140},,100,,,16,<120;139>,,,
333,,{5050=100;5051=100;5049=100},30,{coin3=1200},,100,,,16,<125;144>,,,
334,,{5050=100;5051=100;5049=100},30,{coin3=1200},,100,,,16,<125;144>,,,
335,,{5054=100;5052=100;5053=100},30,{coin3=1270},,100,,,16,<130;149>,,,
336,,{5054=100;5052=100;5053=100},30,{coin3=1270},,100,,,16,<130;149>,,,
401,,{5001=100;5003=100;5002=100},30,{coin3=300},,100,,,18,<1;27>,,,
402,,{5001=100;5003=100;5002=100},30,{coin3=300},,100,,,18,<1;27>,,,
403,,{5004=100;5006=100;5005=100},30,{coin3=360},,100,,,18,<1;39>,,,
404,,{5004=100;5006=100;5005=100},30,{coin3=360},,100,,,18,<1;39>,,,
405,,{5008=100;5009=100;5007=100},30,{coin3=360},,100,,,18,<1;49>,,,
406,,{5008=100;5009=100;5007=100},30,{coin3=360},,100,,,18,<1;49>,,,
407,,{5011=100;5012=100;5010=100},30,{coin3=430},,100,,,18,<28;59>,,,
408,,{5011=100;5012=100;5010=100},30,{coin3=430},,100,,,18,<28;59>,,,
409,,{5014=100;5015=100;5013=100},30,{coin3=500},,100,,,18,<40;69>,,,
410,,{5014=100;5015=100;5013=100},30,{coin3=500},,100,,,18,<40;69>,,,
411,,{5016=100;5017=100;5018=100},30,{coin3=570},,100,,,18,<50;79>,,,
412,,{5016=100;5017=100;5018=100},30,{coin3=570},,100,,,18,<50;79>,,,
413,,{5020=100;5019=100;5021=100},30,{coin3=650},,100,,,18,<60;84>,,,
414,,{5020=100;5019=100;5021=100},30,{coin3=650},,100,,,18,<60;84>,,,
415,,{5022=100;5024=100;5023=100},30,{coin3=720},,100,,,18,<70;100>,,,
416,,{5022=100;5024=100;5023=100},30,{coin3=720},,100,,,18,<70;100>,,,
417,,{5025=100;5027=100;5026=100},30,{coin3=790},,100,,,16,<80;104>,,,
418,,{5025=100;5027=100;5026=100},30,{coin3=790},,100,,,16,<80;104>,,,
419,,{5029=100;5028=100;5030=100},30,{coin3=860},,100,,,16,<85;109>,,,
420,,{5029=100;5028=100;5030=100},30,{coin3=860},,100,,,16,<85;109>,,,
421,,{5032=100;5033=100;5031=100},30,{coin3=930},,100,,,16,<95;114>,,,
422,,{5032=100;5033=100;5031=100},30,{coin3=930},,100,,,16,<95;114>,,,
423,,{5036=100;5034=100;5035=100},30,{coin3=990},,100,,,16,<100;119>,,,
424,,{5036=100;5034=100;5035=100},30,{coin3=990},,100,,,16,<100;119>,,,
425,,{5037=100;5038=100;5039=100},30,{coin3=1020},,100,,,16,<105;124>,,,
426,,{5037=100;5038=100;5039=100},30,{coin3=1020},,100,,,16,<105;124>,,,
427,,{5042=100;5041=100;5040=100},30,{coin3=1050},,100,,,16,<110;129>,,,
428,,{5042=100;5041=100;5040=100},30,{coin3=1050},,100,,,16,<110;129>,,,
429,,{5045=100;5044=100;5043=100},30,{coin3=1080},,100,,,16,<115;134>,,,
430,,{5045=100;5044=100;5043=100},30,{coin3=1080},,100,,,16,<115;134>,,,
431,,{5047=100;5046=100;5048=100},30,{coin3=1140},,100,,,16,<120;139>,,,
432,,{5047=100;5046=100;5048=100},30,{coin3=1140},,100,,,16,<120;139>,,,
433,,{5050=100;5051=100;5049=100},30,{coin3=1200},,100,,,16,<125;144>,,,
434,,{5050=100;5051=100;5049=100},30,{coin3=1200},,100,,,16,<125;144>,,,
435,,{5054=100;5052=100;5053=100},30,{coin3=1270},,100,,,16,<130;149>,,,
436,,{5054=100;5052=100;5053=100},30,{coin3=1270},,100,,,16,<130;149>,,,
1001,,{2212=1},1,{coin3=20000},,100,,,19,,4,1,
