VariableName,treeID,depth,name_cn,name_tw,name,name_vn,name_en,name_th,name_in,name_ph,name_ma,icon,iconRate,preTalentIDs,preLevel,costID,levelUp,effectType,skillID,attrType1,attrNum1,attrType2,attrNum2,attrType3,attrNum3,desc_cn,desc_tw,desc,desc_vn,desc_en,desc_th,desc_in,desc_ph,desc_ma
203,2,2,,,Defense Bonus,Tiền thưởng phòng thủ,Defense Bonus,โบนัสการป้องกัน,Bonus Pertahanan,Bonus sa Depensa,Bonus Pertahanan,config/card_ability/icon_fy2.png,,<201>,2,2,5,1,,23,<300;600;900;1200;1500>,,,,,,,"In battles between non-player characters in this server’s territory, all heroes in the battle will receive an additional %s damage reduction.","Trong các trận chiến giữa những người không phải là người chơi trong lãnh thổ của máy chủ này, tất cả các anh hùng trong trận chiến sẽ được tăng thêm %s sát thương giảm","In battles between non-player characters in this server’s territory, all heroes in the battle will receive an additional %s damage reduction.",ในการต่อสู้ระหว่างตัวละครที่ไม่ใช่ผู้เล่นในอาณาเขตของเซิร์ฟเวอร์นี้ ฮีโร่ทั้งหมดในการต่อสู้จะได้รับการลดความเสียหายเพิ่มขึ้น %s,"Dalam pertempuran antara karakter non-pemain di wilayah server ini, semua pahlawan dalam pertempuran akan menerima tambahan %s pengurangan kerusakan.","Sa mga laban sa pagitan ng mga hindi manlalarong karakter sa teritoryo ng server na ito, lahat ng bayani sa laban ay makakatanggap ng dagdag na %s bawas na pinsala.","Dalam pertempuran antara watak bukan pemain di wilayah pelayan ini, semua wira dalam pertempuran akan menerima tambahan %s pengurangan kerosakan."
204,2,3,,,Defense Bonus,Tiền thưởng phòng thủ,Defense Bonus,โบนัสการป้องกัน,Bonus Pertahanan,Bonus sa Depensa,Bonus Pertahanan,config/card_ability/icon_fy1.png,,<202>,2,3,5,1,,17,<400;800;1200;1600;2000>,,,,,,,"In battles between non-player characters in this server’s territory, all heroes in the battle will have %s increased defense rate.","Trong các trận chiến giữa những người không phải là người chơi trong lãnh thổ của máy chủ này, tất cả các anh hùng trong trận chiến sẽ có %s tỷ lệ phòng thủ tăng lên","In battles between non-player characters in this server’s territory, all heroes in the battle will have %s increased defense rate.",ในการต่อสู้ระหว่างตัวละครที่ไม่ใช่ผู้เล่นในอาณาเขตของเซิร์ฟเวอร์นี้ ฮีโร่ทั้งหมดในการต่อสู้จะมีอัตราการป้องกันเพิ่มขึ้น %s,"Dalam pertempuran antara karakter non-pemain di wilayah server ini, semua pahlawan dalam pertempuran akan memiliki %s peningkatan tingkat pertahanan.","Sa mga laban sa pagitan ng mga hindi manlalarong karakter sa teritoryo ng server na ito, lahat ng bayani sa laban ay magkakaroon ng %s dagdag sa rate ng depensa.","Dalam pertempuran antara watak bukan pemain di wilayah pelayan ini, semua wira dalam pertempuran akan mempunyai %s peningkatan kadar pertahanan."
205,2,3,,,Defense Bonus,Tiền thưởng phòng thủ,Defense Bonus,โบนัสการป้องกัน,Bonus Pertahanan,Bonus sa Depensa,Bonus Pertahanan,config/card_ability/icon_fy2.png,,<202;203>,2,3,5,1,,27,<400;800;1200;1600;2000>,,,,,,,"In battles between non-player characters in our territory, all heroes in the battle will have %s increased bounce rate.","Trong các trận chiến giữa những người không phải là người chơi trong lãnh thổ của chúng tôi, tất cả các anh hùng trong trận chiến sẽ có %s bounce rate tăng lên","In battles between non-player characters in our territory, all heroes in the battle will have %s increased bounce rate.",ในการต่อสู้ระหว่างตัวละครที่ไม่ใช่ผู้เล่นในอาณาเขตของเรา ฮีโร่ทั้งหมดในการต่อสู้จะมีอัตราการดีดกลับเพิ่มขึ้น %s,"Dalam pertempuran antara karakter non-pemain di wilayah kami, semua pahlawan dalam pertempuran akan memiliki %s peningkatan tingkat pantulan.","Sa mga laban sa pagitan ng mga hindi manlalarong karakter sa aming teritoryo, lahat ng bayani sa laban ay magkakaroon ng %s dagdag sa bounce rate.","Dalam pertempuran antara watak bukan pemain di wilayah kami, semua wira dalam pertempuran akan mempunyai %s peningkatan kadar pantulan."
206,2,3,,,Defense Bonus,Tiền thưởng phòng thủ,Defense Bonus,โบนัสการป้องกัน,Bonus Pertahanan,Bonus sa Depensa,Bonus Pertahanan,config/card_ability/icon_fy3.png,,<203>,2,3,5,1,,25,<400;800;1200;1600;2000>,,,,,,,"In battles between non-player characters in our territory, all heroes in the battle will have %s increased special damage resistance.","Trong các trận chiến giữa những người không phải là người chơi trong lãnh thổ của chúng ta, tất cả các anh hùng trong trận chiến sẽ có %s khả năng chống sát thương đặc biệt tăng lên","In battles between non-player characters in our territory, all heroes in the battle will have %s increased special damage resistance.",ในการต่อสู้ระหว่างตัวละครที่ไม่ใช่ผู้เล่นในอาณาเขตของเรา ฮีโร่ทั้งหมดในการต่อสู้จะมีความสามารถในการต้านทานความเสียหายพิเศษเพิ่มขึ้น %s,"Dalam pertempuran antara karakter non-pemain di wilayah kami, semua pahlawan dalam pertempuran akan memiliki %s peningkatan ketahanan terhadap kerusakan khusus.","Sa mga laban sa pagitan ng mga hindi manlalarong karakter sa aming teritoryo, lahat ng bayani sa laban ay magkakaroon ng %s dagdag na kakayahang tumanggi ng special damage.","Dalam pertempuran antara watak bukan pemain di wilayah kami, semua wira dalam pertempuran akan mempunyai %s peningkatan keupayaan menahan kerosakan istimewa."
207,2,4,,,Defense Bonus,Tiền thưởng phòng thủ,Defense Bonus,โบนัสการป้องกัน,Bonus Pertahanan,Bonus sa Depensa,Bonus Pertahanan,config/card_ability/icon_fy1.png,,<204>,3,4,5,1,,17,<800;1400;2000;2600;3200>,,,,,,,"In battles between non-player characters in our territory, all heroes in the battle will have %s increased defense power.","Trong các trận chiến giữa những người không phải là người chơi trong lãnh thổ của chúng ta, tất cả các anh hùng trong trận chiến sẽ có %s sức mạnh phòng thủ tăng lên","In battles between non-player characters in our territory, all heroes in the battle will have %s increased defense power.",ในการต่อสู้ระหว่างตัวละครที่ไม่ใช่ผู้เล่นในอาณาเขตของเรา ฮีโร่ทั้งหมดในการต่อสู้จะมีพลังป้องกันเพิ่มขึ้น %s,"Dalam pertempuran antara karakter non-pemain di wilayah kami, semua pahlawan dalam pertempuran akan memiliki %s peningkatan kekuatan pertahanan.","Sa mga laban sa pagitan ng mga hindi manlalarong karakter sa aming teritoryo, lahat ng bayani sa laban ay magkakaroon ng %s dagdag sa lakas ng depensa.","Dalam pertempuran antara watak bukan pemain di wilayah kami, semua wira dalam pertempuran akan mempunyai %s peningkatan kekuatan pertahanan."
208,2,4,,,Defense Bonus,Tiền thưởng phòng thủ,Defense Bonus,โบนัสการป้องกัน,Bonus Pertahanan,Bonus sa Depensa,Bonus Pertahanan,config/card_ability/icon_fy2.png,,<204;205>,3,4,5,1,,9,<8%;14%;20%;26%;32%>,10,<8%;14%;20%;26%;32%>,,,,,"In battles between non-player characters in this server’s territory, all heroes in the battle will gain %s double defense.","Trong các trận chiến giữa những người không phải là người chơi trong lãnh thổ của máy chủ này, tất cả các anh hùng trong trận chiến sẽ tăng %s phòng thủ gấp đôi","In battles between non-player characters in this server’s territory, all heroes in the battle will gain %s double defense.",ในการต่อสู้ระหว่างตัวละครที่ไม่ใช่ผู้เล่นในอาณาเขตของเซิร์ฟเวอร์นี้ ฮีโร่ทั้งหมดในการต่อสู้จะได้รับการป้องกันสองเท่าเพิ่มขึ้น %s,"Dalam pertempuran antara karakter non-pemain di wilayah server ini, semua pahlawan dalam pertempuran akan mendapatkan %s pertahanan ganda.","Sa mga laban sa pagitan ng mga hindi manlalarong karakter sa teritoryo ng server na ito, lahat ng bayani sa laban ay magkakaroon ng %s dobleng depensa.","Dalam pertempuran antara watak bukan pemain di wilayah pelayan ini, semua wira dalam pertempuran akan mendapat %s pertahanan berganda."
209,2,4,,,Defense Bonus,Tiền thưởng phòng thủ,Defense Bonus,โบนัสการป้องกัน,Bonus Pertahanan,Bonus sa Depensa,Bonus Pertahanan,config/card_ability/icon_fy3.png,,<205;206>,3,4,5,1,,1,<6%;10%;14%;18%;22%>,,,,,,,"In battles between non-player characters in this server’s territory, all heroes in the battle will have %s increased maximum health.","Trong các trận chiến giữa những người không phải là người chơi trong lãnh thổ của máy chủ này, tất cả các anh hùng trong trận chiến sẽ có % máu tối đa tăng lên","In battles between non-player characters in this server’s territory, all heroes in the battle will have %s increased maximum health.",ในการต่อสู้ระหว่างตัวละครที่ไม่ใช่ผู้เล่นในอาณาเขตของเซิร์ฟเวอร์นี้ ฮีโร่ทั้งหมดในการต่อสู้จะมีพลังชีวิตสูงสุดเพิ่มขึ้น %s,"Dalam pertempuran antara karakter non-pemain di wilayah server ini, semua pahlawan dalam pertempuran akan memiliki %s peningkatan kesehatan maksimum.","Sa mga laban sa pagitan ng mga hindi manlalarong karakter sa teritoryo ng server na ito, lahat ng bayani sa laban ay magkakaroon ng %s dagdag sa maximum na buhay.","Dalam pertempuran antara watak bukan pemain di wilayah pelayan ini, semua wira dalam pertempuran akan mempunyai %s peningkatan kesihatan maksimum."
210,2,4,,,Defense Bonus,Tiền thưởng phòng thủ,Defense Bonus,โบนัสการป้องกัน,Bonus Pertahanan,Bonus sa Depensa,Bonus Pertahanan,config/card_ability/icon_fy1.png,,<206>,3,4,5,1,,16,<1000;1600;2200;2800;3400>,,,,,,,"In battles between non-player characters in our territory, all heroes in the battle will have %s increased critical resistance.","Trong các trận chiến giữa những người không phải là người chơi trong lãnh thổ của chúng tôi, tất cả các anh hùng trong trận chiến sẽ tăng khả năng chống chí mạng %s","In battles between non-player characters in our territory, all heroes in the battle will have %s increased critical resistance.",ในการต่อสู้ระหว่างตัวละครที่ไม่ใช่ผู้เล่นในอาณาเขตของเรา ฮีโร่ทั้งหมดในการต่อสู้จะได้รับการเพิ่มความต้านทานคริติคอล %s,"Dalam pertempuran antara karakter non-pemain di wilayah kami, semua pahlawan dalam pertempuran akan memiliki %s peningkatan ketahanan kritis.","Sa mga laban sa pagitan ng mga hindi manlalarong karakter sa aming teritoryo, lahat ng bayani sa laban ay magkakaroon ng %s dagdag sa resistensya laban sa kritikal.","Dalam pertempuran antara watak bukan pemain di wilayah kami, semua wira dalam pertempuran akan mempunyai %s peningkatan ketahanan kritikal."
211,2,5,,,Defense Bonus,Tiền thưởng phòng thủ,Defense Bonus,โบนัสการป้องกัน,Bonus Pertahanan,Bonus sa Depensa,Bonus Pertahanan,config/card_ability/icon_fy.png,,<207;208>,3,5,5,2,63011,,,,,,,,,Start with a shield equal to $(30 + skill level * 5)$% of maximum HP for 2 turns.,Bắt đầu với HP tối đa là $(30+skilllevel*5)$% lá chắn trong 2 lượt,Start with a shield equal to $(30 + skill level * 5)$% of maximum HP for 2 turns.,เริ่มต้นด้วยโล่เท่ากับ $(30 + ระดับสกิล * 5)$% ของพลังชีวิตสูงสุดเป็นเวลา 2 รอบ,Mulai dengan perisai sebesar $(30 + level skill * 5)$% dari HP maksimum selama 2 giliran.,Magsimula sa isang kalasag na katumbas ng $(30 + antas ng kasanayan * 5)$% ng maximum na HP sa loob ng 2 turn.,Mulakan dengan perisai sebanyak $(30 + tahap kemahiran * 5)$% dari HP maksimum selama 2 pusingan.
212,2,5,,,Defense Bonus,Tiền thưởng phòng thủ,Defense Bonus,โบนัสการป้องกัน,Bonus Pertahanan,Bonus sa Depensa,Bonus Pertahanan,config/card_ability/icon_fy.png,,<208;209>,3,5,5,2,63012,,,,,,,,,"At the end of each main turn, recover $(15 + skill level * 3)$% of all lost HP.","Vào cuối mỗi lượt chính, phục hồi tất cả máu đã mất của bạn $(15+cấp độ kỹ năng*3)$% máu","At the end of each main turn, recover $(15 + skill level * 3)$% of all lost HP.",ในตอนท้ายของแต่ละรอบหลัก ฟื้นฟูพลังชีวิตที่เสียไปทั้งหมด $(15 + ระดับสกิล * 3)$%,"Pada akhir setiap giliran utama, pulihkan $(15 + level skill * 3)$% dari semua HP yang hilang.","Sa katapusan ng bawat pangunahing turn, magpagaling ng $(15 + antas ng kasanayan * 3)$% ng lahat ng nawalang HP.","Pada akhir setiap pusingan utama, pulihkan $(15 + tahap kemahiran * 3)$% daripada semua HP yang hilang."
213,2,5,,,Defense Bonus,Tiền thưởng phòng thủ,Defense Bonus,โบนัสการป้องกัน,Bonus Pertahanan,Bonus sa Depensa,Bonus Pertahanan,config/card_ability/icon_fy.png,,<209;210>,3,5,5,2,63013,,,,,,,,,"Each time you are attacked, regenerate an additional $(30 + skill level * 6)$ fury.","Mỗi khi bạn bị tấn công, bạn sẽ tái tạo thêm $(30+cấp độ kỹ năng*6)$ cơn thịnh nộ","Each time you are attacked, regenerate an additional $(30 + skill level * 6)$ fury.",ทุกครั้งที่คุณถูกโจมตี คุณจะฟื้นฟูความโกรธเพิ่มขึ้น $(30 + ระดับสกิล * 6)$,"Setiap kali Anda diserang, regenerasi tambahan $(30 + level skill * 6)$ amarah.","Tuwing ikaw ay inaatake, mag-regenerate ng dagdag na $(30 + antas ng kasanayan * 6)$ galit.","Setiap kali anda diserang, pulihkan tambahan $(30 + tahap kemahiran * 6)$ kemarahan."
301,3,1,,,Skill Bonus,Tiền thưởng kỹ năng,Skill Bonus,โบนัสทักษะ,Bonus Keterampilan,Bonus sa Kasanayan,Bonus Kemahiran,config/card_ability/icon_ty.png,,,,1,5,1,,5,<300;600;900;1200;1500>,,,,,,,"In battles between non-player characters in our territory, all heroes in the battle will gain %s rage recovery speed.","Trong các trận chiến giữa những người không phải là người chơi trong lãnh thổ của chúng ta, tất cả các anh hùng trong trận chiến sẽ tăng %s tốc độ hồi tức giận","In battles between non-player characters in our territory, all heroes in the battle will gain %s rage recovery speed.",ในการต่อสู้ระหว่างตัวละครที่ไม่ใช่ผู้เล่นในอาณาเขตของเรา ฮีโร่ทั้งหมดจะได้รับความเร็วในการฟื้นคืนความโกรธเพิ่มขึ้น %s,"Dalam pertempuran antara karakter non-pemain di wilayah kami, semua pahlawan akan mendapat peningkatan kecepatan pemulihan amarah sebesar %s","Sa mga laban sa pagitan ng mga hindi manlalarong karakter sa aming teritoryo, lahat ng bayani ay magkakaroon ng %s dagdag sa bilis ng pag-recover ng galit.","Dalam pertempuran antara watak bukan pemain di wilayah kami, semua wira akan mendapat peningkatan %s kelajuan pemulihan kemarahan."
302,3,2,,,Skill Bonus,Tiền thưởng kỹ năng,Skill Bonus,โบนัสทักษะ,Bonus Keterampilan,Bonus sa Kasanayan,Bonus Kemahiran,config/card_ability/icon_kz1.png,,<301>,2,2,5,2,63024,,,,,,,,,"In battles between non-player characters in this server’s territory, the first round of battle begins with increased speed by $(8 + skill level * 8)$%.","Trong các trận chiến giữa những người không phải là người chơi trong lãnh thổ của máy chủ này, vòng đầu tiên của trận chiến bắt đầu bằng cách tăng tốc độ lên $(8+skilllevel*8)$%.","In battles between non-player characters in this server’s territory, the first round of battle begins with increased speed by $(8 + skill level * 8)$%.",ในการต่อสู้ระหว่างตัวละครที่ไม่ใช่ผู้เล่นในอาณาเขตของเซิร์ฟเวอร์นี้ รอบแรกจะเริ่มด้วยความเร็วเพิ่มขึ้น $(8 + ระดับสกิล * 8)$%,"Dalam pertempuran antara karakter non-pemain di wilayah server ini, ronde pertama dimulai dengan peningkatan kecepatan sebesar $(8 + level skill * 8)$%","Sa mga laban sa pagitan ng mga hindi manlalarong karakter sa teritoryo ng server na ito, ang unang round ay magsisimula na may bilis na tumataas ng $(8 + antas ng kasanayan * 8)$%","Dalam pertempuran antara watak bukan pemain di wilayah pelayan ini, pusingan pertama bermula dengan peningkatan kelajuan sebanyak $(8 + tahap kemahiran * 8)$%."
303,3,2,,,Skill Bonus,Tiền thưởng kỹ năng,Skill Bonus,โบนัสทักษะ,Bonus Keterampilan,Bonus sa Kasanayan,Bonus Kemahiran,config/card_ability/icon_kz1.png,,<301>,2,2,5,1,,13,<3%;6%;9%;12%;15%>,,,,,,,"In battles between non-player characters in this server’s territory, all heroes in the battle will gain %s speed.","Trong các trận chiến giữa những người không phải là người chơi trong lãnh thổ của máy chủ này, tất cả các anh hùng trong trận chiến sẽ tăng tốc độ %s","In battles between non-player characters in this server’s territory, all heroes in the battle will gain %s speed.",ในการต่อสู้ระหว่างตัวละครที่ไม่ใช่ผู้เล่นในอาณาเขตของเซิร์ฟเวอร์นี้ ฮีโร่ทั้งหมดจะได้รับความเร็วเพิ่มขึ้น %s,"Dalam pertempuran antara karakter non-pemain di wilayah server ini, semua pahlawan akan mendapatkan %s kecepatan tambahan","Sa mga laban sa pagitan ng mga hindi manlalarong karakter sa teritoryo ng server na ito, lahat ng bayani ay makakatanggap ng %s dagdag sa bilis.","Dalam pertempuran antara watak bukan pemain di wilayah pelayan ini, semua wira akan mendapat %s kelajuan tambahan."
304,3,3,,,Skill Bonus,Tiền thưởng kỹ năng,Skill Bonus,โบนัสทักษะ,Bonus Keterampilan,Bonus sa Kasanayan,Bonus Kemahiran,config/card_ability/icon_kz2.png,,<302>,2,3,5,1,,95,<300;600;900;1200;1500>,,,,,,,"In battles between non-player characters in this server’s territory, all heroes in the battle will gain %s increased dodge rate.","Trong các trận chiến giữa những người không phải là người chơi trong lãnh thổ của máy chủ này, tất cả các anh hùng trong trận chiến sẽ có tỷ lệ trốn tránh %s tăng lên","In battles between non-player characters in this server’s territory, all heroes in the battle will gain %s increased dodge rate.",ในการต่อสู้ระหว่างตัวละครที่ไม่ใช่ผู้เล่นในอาณาเขตของเซิร์ฟเวอร์นี้ ฮีโร่ทั้งหมดจะมีอัตราหลบหลีกเพิ่มขึ้น %s,"Dalam pertempuran antara karakter non-pemain di wilayah server ini, semua pahlawan akan memiliki peningkatan peluang menghindar sebesar %s","Sa mga laban sa pagitan ng mga hindi manlalarong karakter sa teritoryo ng server na ito, lahat ng bayani ay magkakaroon ng %s dagdag sa dodge rate.","Dalam pertempuran antara watak bukan pemain di wilayah pelayan ini, semua wira akan mendapat %s kadar elak tambahan."
305,3,3,,,Skill Bonus,Tiền thưởng kỹ năng,Skill Bonus,โบนัสทักษะ,Bonus Keterampilan,Bonus sa Kasanayan,Bonus Kemahiran,config/card_ability/icon_ty.png,,<302;303>,2,3,5,1,,91,<300;600;900;1200;1500>,,,,,,,"In battles between non-player characters in this server’s territory, all heroes in the battle will gain %s increased immunity rate.","Trong các trận chiến giữa những người không phải là người chơi trong lãnh thổ của máy chủ này, tất cả các anh hùng trong trận chiến sẽ có tỷ lệ miễn nhiễm %s tăng lên","In battles between non-player characters in this server’s territory, all heroes in the battle will gain %s increased immunity rate.",ในการต่อสู้ระหว่างตัวละครที่ไม่ใช่ผู้เล่นในอาณาเขตของเซิร์ฟเวอร์นี้ ฮีโร่ทั้งหมดจะมีอัตราต้านทานสถานะเพิ่มขึ้น %s,"Dalam pertempuran antara karakter non-pemain di wilayah server ini, semua pahlawan akan memiliki peningkatan tingkat kekebalan sebesar %s","Sa mga laban sa pagitan ng mga hindi manlalarong karakter sa teritoryo ng server na ito, lahat ng bayani ay magkakaroon ng %s dagdag sa immunity rate.","Dalam pertempuran antara watak bukan pemain di wilayah pelayan ini, semua wira akan mendapat %s kadar imuniti tambahan."
306,3,3,,,Skill Bonus,Tiền thưởng kỹ năng,Skill Bonus,โบนัสทักษะ,Bonus Keterampilan,Bonus sa Kasanayan,Bonus Kemahiran,config/card_ability/icon_hf2.png,,<303>,2,3,5,1,,90,<300;600;900;1200;1500>,,,,,,,"In battles between non-player characters in our territory, all heroes in the battle will gain %s increased control rate.","Trong các trận chiến giữa những người không phải là người chơi trong lãnh thổ của chúng ta, tất cả các anh hùng trong trận chiến sẽ có tỷ lệ kiểm soát %s tăng lên","In battles between non-player characters in our territory, all heroes in the battle will gain %s increased control rate.",ในการต่อสู้ระหว่างตัวละครที่ไม่ใช่ผู้เล่นในอาณาเขตของเรา ฮีโร่ทั้งหมดจะมีอัตราควบคุมเพิ่มขึ้น %s,"Dalam pertempuran antara karakter non-pemain di wilayah kami, semua pahlawan akan memiliki peningkatan tingkat kontrol sebesar %s","Sa mga laban sa pagitan ng mga hindi manlalarong karakter sa aming teritoryo, lahat ng bayani ay magkakaroon ng %s dagdag sa control rate.","Dalam pertempuran antara watak bukan pemain di wilayah kami, semua wira akan mendapat %s kadar kawalan tambahan."
307,3,4,,,Skill Bonus,Tiền thưởng kỹ năng,Skill Bonus,โบนัสทักษะ,Bonus Keterampilan,Bonus sa Kasanayan,Bonus Kemahiran,config/card_ability/icon_kz1.png,,<304>,3,4,5,2,63025,,,,,,,,,"In battles between non-player characters in this server’s territory, there is a $(2 + skill level * 2)$% chance to avoid death once in battle.","Trong các trận chiến giữa những người không phải là người chơi trong lãnh thổ của máy chủ này, có một $(2+skilllevel*2)$% cơ hội tránh được cái chết 1 lần trong trận chiến","In battles between non-player characters in this server’s territory, there is a $(2 + skill level * 2)$% chance to avoid death once in battle.",ในการต่อสู้ระหว่างตัวละครที่ไม่ใช่ผู้เล่นในอาณาเขตของเซิร์ฟเวอร์นี้ มีโอกาส $(2 + ระดับสกิล * 2)$% ที่จะรอดจากความตาย 1 ครั้ง,"Dalam pertempuran antara karakter non-pemain di wilayah server ini, ada peluang sebesar $(2 + level skill * 2)$% untuk menghindari kematian sekali dalam pertempuran","Sa mga laban sa pagitan ng mga hindi manlalarong karakter sa teritoryo ng server na ito, mayroong $(2 + antas ng kasanayan * 2)$% chance na makaligtas sa kamatayan ng isang beses.","Dalam pertempuran antara watak bukan pemain di wilayah pelayan ini, terdapat $(2 + tahap kemahiran * 2)$% peluang untuk mengelak kematian sekali dalam pertempuran."
308,3,4,,,Skill Bonus,Tiền thưởng kỹ năng,Skill Bonus,โบนัสทักษะ,Bonus Keterampilan,Bonus sa Kasanayan,Bonus Kemahiran,config/card_ability/icon_hf3.png,,<304;305>,3,4,5,1,,26,<600;1000;1400;1800;2200>,,,,,,,"In battles between non-player characters in our territory, all heroes in the battle will gain %s lifesteal.","Trong các trận chiến giữa những người không phải là người chơi trong lãnh thổ của chúng tôi, tất cả các anh hùng trong trận chiến sẽ tăng %s hút máu","In battles between non-player characters in our territory, all heroes in the battle will gain %s lifesteal.",ในการต่อสู้ระหว่างตัวละครที่ไม่ใช่ผู้เล่นในอาณาเขตของเรา ฮีโร่ทั้งหมดจะได้รับ %s ดูดเลือด,"Dalam pertempuran antara karakter non-pemain di wilayah kami, semua pahlawan akan mendapat %s lifesteal","Sa mga laban sa pagitan ng mga hindi manlalarong karakter sa aming teritoryo, lahat ng bayani ay magkakaroon ng %s lifesteal.","Dalam pertempuran antara watak bukan pemain di wilayah kami, semua wira akan mendapat %s keupayaan sedut nyawa."
309,3,4,,,Skill Bonus,Tiền thưởng kỹ năng,Skill Bonus,โบนัสทักษะ,Bonus Keterampilan,Bonus sa Kasanayan,Bonus Kemahiran,config/card_ability/icon_kz3.png,,<305;306>,3,4,5,1,,28,<600;1000;1400;1800;2200>,,,,,,,"In battles between non-player characters in this server’s territory, all heroes in the battle will gain %s increased healing rate.","Trong các trận chiến giữa những người không phải là người chơi trong lãnh thổ của máy chủ này, tất cả các anh hùng trong trận chiến đều có %s tỷ lệ hồi máu tăng lên","In battles between non-player characters in this server’s territory, all heroes in the battle will gain %s increased healing rate.",ในการต่อสู้ระหว่างตัวละครที่ไม่ใช่ผู้เล่นในอาณาเขตของเซิร์ฟเวอร์นี้ ฮีโร่ทั้งหมดจะมีอัตราฟื้นฟู HP เพิ่มขึ้น %s,"Dalam pertempuran antara karakter non-pemain di wilayah server ini, semua pahlawan akan memiliki peningkatan tingkat penyembuhan sebesar %s","Sa mga laban sa pagitan ng mga hindi manlalarong karakter sa teritoryo ng server na ito, lahat ng bayani ay magkakaroon ng %s dagdag sa healing rate.","Dalam pertempuran antara watak bukan pemain di wilayah pelayan ini, semua wira akan mendapat %s kadar pemulihan tambahan."
310,3,4,,,Skill Bonus,Tiền thưởng kỹ năng,Skill Bonus,โบนัสทักษะ,Bonus Keterampilan,Bonus sa Kasanayan,Bonus Kemahiran,config/card_ability/icon_hf3.png,,<306>,3,4,5,2,63026,,,,,,,,,"In battles between non-player characters in our territory, silence resistance is increased by $(4 + skill level * 4)$%.","Trong các trận chiến giữa những người không phải là người chơi trong lãnh thổ của chúng tôi, tăng khả năng kháng nhập âm là $(4+skilllevel*4)$%.","In battles between non-player characters in our territory, silence resistance is increased by $(4 + skill level * 4)$%.",ในการต่อสู้ระหว่างตัวละครที่ไม่ใช่ผู้เล่นในอาณาเขตของเรา การต้านทานสถานะเงียบเพิ่มขึ้น $(4 + ระดับสกิล * 4)$%,"Dalam pertempuran antara karakter non-pemain di wilayah kami, resistensi terhadap silence meningkat sebesar $(4 + level skill * 4)$%","Sa mga laban sa pagitan ng mga hindi manlalarong karakter sa aming teritoryo, tataas ang resistance sa silence ng $(4 + antas ng kasanayan * 4)$%","Dalam pertempuran antara watak bukan pemain di wilayah kami, rintangan kepada senyap akan meningkat sebanyak $(4 + tahap kemahiran * 4)$%."
311,3,5,,,Skill Bonus,Tiền thưởng kỹ năng,Skill Bonus,โบนัสทักษะ,Bonus Keterampilan,Bonus sa Kasanayan,Bonus Kemahiran,config/card_ability/icon_kz.png,,<307;308>,3,5,5,2,63021,,,,,,,,,"When any of your heroes are affected by a control effect, there is a $(50 + skill level * 10)$% chance to immediately dispel 1 control effect. This can trigger up to 5 times per game.","Khi bất kỳ anh hùng nào của bạn nhận được hiệu ứng Điều khiển, $(50+cấp độ kỹ năng*10)$% cơ hội ngay lập tức xua tan 1 Hiệu ứng điều khiển, hiệu ứng này chỉ kích hoạt 5 lần trong toàn bộ trò chơi","When any of your heroes are affected by a control effect, there is a $(50 + skill level * 10)$% chance to immediately dispel 1 control effect. This can trigger up to 5 times per game.",เมื่อฮีโร่ใดๆ ของคุณติดเอฟเฟกต์ควบคุม มีโอกาส $(50 + ระดับสกิล * 10)$% ที่จะลบสถานะควบคุม 1 ครั้งทันที เอฟเฟกต์นี้เกิดได้สูงสุด 5 ครั้งต่อเกม,"Saat salah satu pahlawanmu terkena efek kontrol, ada peluang $(50 + level skill * 10)$% untuk langsung menghapus 1 efek kontrol. Efek ini hanya aktif hingga 5 kali dalam satu permainan","Kapag ang alinman sa iyong mga bayani ay tinamaan ng control effect, may $(50 + antas ng kasanayan * 10)$% chance na agad maalis ang 1 control effect. Limitado sa 5 beses bawat laro.","Apabila mana-mana wira anda terkena kesan kawalan, terdapat $(50 + tahap kemahiran * 10)$% peluang untuk menghapuskan 1 kesan kawalan serta-merta. Had 5 kali setiap permainan."
312,3,5,,,Skill Bonus,Tiền thưởng kỹ năng,Skill Bonus,โบนัสทักษะ,Bonus Keterampilan,Bonus sa Kasanayan,Bonus Kemahiran,config/card_ability/icon_hf.png,,<308;309>,3,5,5,2,63022,,,,,,,,,"Each attack permanently reduces the target’s healing effect by $(20 + skill level * 3)$% (cannot be dispelled), up to 6 stacks.","Mỗi đòn tấn công làm giảm vĩnh viễn hiệu ứng hồi máu $(20+cấp độ kỹ năng*3)$% của mục tiêu (không thể xua tan), cộng dồn 6 cộng dồn","Each attack permanently reduces the target’s healing effect by $(20 + skill level * 3)$% (cannot be dispelled), up to 6 stacks.","การโจมตีแต่ละครั้งจะลดการฟื้นฟูของเป้าหมายลงถาวร $(20 + ระดับสกิล * 3)$% (ไม่สามารถลบได้), สะสมได้สูงสุด 6 ชั้น","Setiap serangan secara permanen mengurangi efek penyembuhan target sebesar $(20 + level skill * 3)$% (tidak bisa dihapus), hingga 6 tumpukan","Bawat atake ay permanenteng nagpapababa ng healing effect ng target ng $(20 + antas ng kasanayan * 3)$% (hindi matanggal), hanggang 6 stacks.","Setiap serangan mengurangkan kesan penyembuhan sasaran sebanyak $(20 + tahap kemahiran * 3)$% secara kekal (tidak boleh dibuang), sehingga 6 timbunan."
