VariableName,huodongID,cardid,remark,star,freeaward,item,limit,rechargeID,name,name_my,name_en,name_vn,name_th,name_ph
Defaults,0,0,"""""",0,{},{},10,-1,"""""","""""","""""","""""","""""",""""""
ID,huodongID,cardid,remark,star,freeaward,item,limit,rechargeID,name,name_my,name_en,name_vn,name_th,name_ph
702,1001,1503,Maple,4,{19=10},{19=10;15=10;rmb=388;21503=10},3,103,Gói 4 sao Hero,,,,,
703,1001,1503,Maple,5,{100=15},{15=20;100=15;rmb=888;21503=20},3,106,Gói 5 sao Hero,,,,,
704,1001,1503,Maple,6,{talent_point=20},{15=40;talent_point=20;rmb=1888;21503=35},3,107,Gói 6 sao Hero,,,,,
705,1001,1503,Maple,7,{452=300},{15=60;452=300;rmb=2888;21503=50},3,108,Gói 7 sao Hero,,,,,
706,1001,1503,Maple,8,{604=200},{604=200;gold=1000000;rmb=3888;21503=60},3,109,Gói 8 sao Hero,,,,,
707,1001,1503,Maple,9,{501=25},{gold=2000000;rmb=5888;21503=70;501=25},3,110,Gói 9 sao Hero,,,,,
708,1001,1503,Maple,10,{6059=1},{6059=1;gold=3000000;rmb=6888;21503=80},3,111,Gói 10 sao Hero,,,,,
709,1001,1503,Maple,11,{945=1},{gold=6660000;945=1;rmb=9888;21503=120},2,112,Gói 11 sao Hero,,,,,
710,1001,1503,Maple,12,{2153=1},{gold=8880000;rmb=18888;6105=1;21503=160},1,113,Gói 12 sao Hero,,,,,
801,1001,1893,Ikaros,0,{rmb=1000},{15=50;gold=1000000;rmb=2888;card={id=1893}},1,108,Bản chính,,,,,
802,1001,1893,Ikaros,4,{19=10},{19=10;15=10;21893=10;rmb=388},3,103,Gói 4 sao Hero,,,,,
803,1001,1893,Ikaros,5,{100=15},{15=20;100=15;21893=20;rmb=888},3,106,Gói 5 sao Hero,,,,,
804,1001,1893,Ikaros,6,{talent_point=20},{15=40;talent_point=20;21893=35;rmb=1888},3,107,Gói 6 sao Hero,,,,,
805,1001,1893,Ikaros,7,{452=300},{15=60;452=300;21893=50;rmb=2888},3,108,Gói 7 sao Hero,,,,,
806,1001,1893,Ikaros,8,{604=200},{21893=60;gold=1000000;rmb=3888;604=200},3,109,Gói 8 sao Hero,,,,,
807,1001,1893,Ikaros,9,{501=25},{21893=70;gold=2000000;rmb=5888;501=25},3,110,Gói 9 sao Hero,,,,,
808,1001,1893,Ikaros,10,{6059=1},{21893=80;gold=3000000;6059=1;rmb=6888},3,111,Gói 10 sao Hero,,,,,
809,1001,1893,Ikaros,11,{945=1},{21893=120;gold=6660000;945=1;rmb=9888},2,112,Gói 11 sao Hero,,,,,
810,1001,1893,Ikaros,12,{2153=1},{21893=160;gold=8880000;rmb=18888;6105=1},1,113,Gói 12 sao Hero,,,,,
901,1001,2233,Vegeta,0,{rmb=1000},{15=50;gold=1000000;rmb=2888;card={id=2233}},1,108,Bản chính,,,,,
902,1001,2233,Vegeta,4,{19=10},{19=10;15=10;rmb=388;22233=10},3,103,Gói 4 sao Hero,,,,,
903,1001,2233,Vegeta,5,{100=15},{15=20;100=15;rmb=888;22233=20},3,106,Gói 5 sao Hero,,,,,
904,1001,2233,Vegeta,6,{talent_point=20},{15=40;talent_point=20;rmb=1888;22233=35},3,107,Gói 6 sao Hero,,,,,
905,1001,2233,Vegeta,7,{452=300},{15=60;452=300;rmb=2888;22233=50},3,108,Gói 7 sao Hero,,,,,
906,1001,2233,Vegeta,8,{604=200},{604=200;gold=1000000;rmb=3888;22233=60},3,109,Gói 8 sao Hero,,,,,
907,1001,2233,Vegeta,9,{501=25},{gold=2000000;rmb=5888;22233=70;501=25},3,110,Gói 9 sao Hero,,,,,
908,1001,2233,Vegeta,10,{6059=1},{6059=1;gold=3000000;rmb=6888;22233=80},3,111,Gói 10 sao Hero,,,,,
909,1001,2233,Vegeta,11,{945=1},{gold=6660000;945=1;rmb=9888;22233=120},2,112,Gói 11 sao Hero,,,,,
910,1001,2233,Vegeta,12,{2153=1},{gold=8880000;rmb=18888;22233=160;6105=1},1,113,Gói 12 sao Hero,,,,,
1001,1001,3143,Marisa Kirisame,0,{rmb=1000},{15=50;gold=1000000;rmb=2888;card={id=3143}},1,108,Bản chính,,,,,
1002,1001,3143,Marisa Kirisame,4,{19=10},{19=10;15=10;rmb=388;23143=10},3,103,Gói 4 sao Hero,,,,,
1003,1001,3143,Marisa Kirisame,5,{100=15},{15=20;100=15;rmb=888;23143=20},3,106,Gói 5 sao Hero,,,,,
1004,1001,3143,Marisa Kirisame,6,{talent_point=20},{15=40;talent_point=20;rmb=1888;23143=35},3,107,Gói 6 sao Hero,,,,,
1005,1001,3143,Marisa Kirisame,7,{452=300},{15=60;452=300;rmb=2888;23143=50},3,108,Gói 7 sao Hero,,,,,
1006,1001,3143,Marisa Kirisame,8,{604=200},{23143=60;gold=1000000;rmb=3888;604=200},3,109,Gói 8 sao Hero,,,,,
1007,1001,3143,Marisa Kirisame,9,{501=25},{23143=70;gold=2000000;rmb=5888;501=25},3,110,Gói 9 sao Hero,,,,,
1008,1001,3143,Marisa Kirisame,10,{6059=1},{23143=80;gold=3000000;6059=1;rmb=6888},3,111,Gói 10 sao Hero,,,,,
1009,1001,3143,Marisa Kirisame,11,{945=1},{23143=120;gold=6660000;945=1;rmb=9888},2,112,Gói 11 sao Hero,,,,,
1010,1001,3143,Marisa Kirisame,12,{2153=1},{23143=160;gold=8880000;rmb=18888;6105=1},1,113,Gói 12 sao Hero,,,,,
1101,1001,1271,Ho-oh,0,{rmb=1000},{15=50;gold=1000000;rmb=2888;card={id=1271}},1,108,Bản chính,,,,,
1102,1001,1271,Ho-oh,4,{19=10},{19=10;15=10;21271=10;rmb=388},3,103,Gói 4 sao Hero,,,,,
1103,1001,1271,Ho-oh,5,{100=15},{15=20;21271=20;rmb=888;100=15},3,106,Gói 5 sao Hero,,,,,
1104,1001,1271,Ho-oh,6,{talent_point=20},{15=40;21271=35;talent_point=20;rmb=1888},3,107,Gói 6 sao Hero,,,,,
1105,1001,1271,Ho-oh,7,{452=300},{15=60;21271=50;rmb=2888;452=300},3,108,Gói 7 sao Hero,,,,,
1106,1001,1271,Ho-oh,8,{604=200},{604=200;gold=1000000;rmb=3888;21271=60},3,109,Gói 8 sao Hero,,,,,
1107,1001,1271,Ho-oh,9,{501=25},{gold=2000000;rmb=5888;21271=70;501=25},3,110,Gói 9 sao Hero,,,,,
1108,1001,1271,Ho-oh,10,{6059=1},{6059=1;gold=3000000;rmb=6888;21271=80},3,111,Gói 10 sao Hero,,,,,
1109,1001,1271,Ho-oh,11,{945=1},{gold=6660000;945=1;rmb=9888;21271=120},2,112,Gói 11 sao Hero,,,,,
1110,1001,1271,Ho-oh,12,{2153=1},{gold=8880000;rmb=18888;21271=160;6105=1},1,113,Gói 12 sao Hero,,,,,
1201,1001,1261,Lugia,0,{rmb=1000},{15=50;gold=1000000;rmb=2888;card={id=1261}},1,108,Bản chính,,,,,
1202,1001,1261,Lugia,4,{19=10},{19=10;15=10;rmb=388;21261=10},3,103,Gói 4 sao Hero,,,,,
1203,1001,1261,Lugia,5,{100=15},{15=20;100=15;rmb=888;21261=20},3,106,Gói 5 sao Hero,,,,,
1204,1001,1261,Lugia,6,{talent_point=20},{15=40;talent_point=20;rmb=1888;21261=35},3,107,Gói 6 sao Hero,,,,,
1205,1001,1261,Lugia,7,{452=300},{15=60;452=300;rmb=2888;21261=50},3,108,Gói 7 sao Hero,,,,,
1206,1001,1261,Lugia,8,{604=200},{604=200;gold=1000000;rmb=3888;21261=60},3,109,Gói 8 sao Hero,,,,,
1207,1001,1261,Lugia,9,{501=25},{gold=2000000;rmb=5888;21261=70;501=25},3,110,Gói 9 sao Hero,,,,,
1208,1001,1261,Lugia,10,{6059=1},{6059=1;gold=3000000;rmb=6888;21261=80},3,111,Gói 10 sao Hero,,,,,
1209,1001,1261,Lugia,11,{945=1},{gold=6660000;945=1;rmb=9888;21261=120},2,112,Gói 11 sao Hero,,,,,
1210,1001,1261,Lugia,12,{2153=1},{gold=8880000;rmb=18888;21261=160;6105=1},1,113,Gói 12 sao Hero,,,,,
1301,1001,2381,Regichikas,0,{rmb=1000},{15=50;gold=1000000;rmb=2888;card={id=2381}},1,108,Bản chính,,,,,
1302,1001,2381,Regichikas,4,{19=10},{19=10;15=10;22381=10;rmb=388},3,103,Gói 4 sao Hero,,,,,
1303,1001,2381,Regichikas,5,{100=15},{15=20;100=15;22381=20;rmb=888},3,106,Gói 5 sao Hero,,,,,
1304,1001,2381,Regichikas,6,{talent_point=20},{15=40;talent_point=20;22381=35;rmb=1888},3,107,Gói 6 sao Hero,,,,,
1305,1001,2381,Regichikas,7,{452=300},{15=60;452=300;22381=50;rmb=2888},3,108,Gói 7 sao Hero,,,,,
1306,1001,2381,Regichikas,8,{604=200},{604=200;gold=1000000;22381=60;rmb=3888},3,109,Gói 8 sao Hero,,,,,
1307,1001,2381,Regichikas,9,{501=25},{gold=2000000;22381=70;rmb=5888;501=25},3,110,Gói 9 sao Hero,,,,,
1308,1001,2381,Regichikas,10,{6059=1},{6059=1;gold=3000000;22381=80;rmb=6888},3,111,Gói 10 sao Hero,,,,,
1309,1001,2381,Regichikas,11,{945=1},{gold=6660000;22381=120;rmb=9888;945=1},2,112,Gói 11 sao Hero,,,,,
1310,1001,2381,Regichikas,12,{2153=1},{gold=8880000;22381=160;rmb=18888;6105=1},1,113,Gói 12 sao Hero,,,,,
1401,1001,3211,Reshiram,0,{rmb=1000},{15=50;gold=1000000;rmb=2888;card={id=3211}},1,108,Bản chính,,,,,
1402,1001,3211,Reshiram,4,{19=10},{19=10;15=10;rmb=388;23211=10},3,103,Gói 4 sao Hero,,,,,
1403,1001,3211,Reshiram,5,{100=15},{15=20;100=15;rmb=888;23211=20},3,106,Gói 5 sao Hero,,,,,
1404,1001,3211,Reshiram,6,{talent_point=20},{15=40;talent_point=20;rmb=1888;23211=35},3,107,Gói 6 sao Hero,,,,,
1405,1001,3211,Reshiram,7,{452=300},{15=60;452=300;rmb=2888;23211=50},3,108,Gói 7 sao Hero,,,,,
1406,1001,3211,Reshiram,8,{604=200},{604=200;gold=1000000;rmb=3888;23211=60},3,109,Gói 8 sao Hero,,,,,
1407,1001,3211,Reshiram,9,{501=25},{gold=2000000;rmb=5888;23211=70;501=25},3,110,Gói 9 sao Hero,,,,,
1408,1001,3211,Reshiram,10,{6059=1},{6059=1;gold=3000000;rmb=6888;23211=80},3,111,Gói 10 sao Hero,,,,,
1409,1001,3211,Reshiram,11,{945=1},{gold=6660000;945=1;rmb=9888;23211=120},2,112,Gói 11 sao Hero,,,,,
1410,1001,3211,Reshiram,12,{2153=1},{gold=8880000;rmb=18888;6105=1;23211=160},1,113,Gói 12 sao Hero,,,,,
1501,1001,3221,Czech Roma,0,{rmb=1000},{15=50;gold=1000000;rmb=2888;card={id=3221}},1,108,Bản chính,,,,,
1502,1001,3221,Czech Roma,4,{19=10},{19=10;15=10;23221=10;rmb=388},3,103,Gói 4 sao Hero,,,,,
1503,1001,3221,Czech Roma,5,{100=15},{15=20;100=15;23221=20;rmb=888},3,106,Gói 5 sao Hero,,,,,
1504,1001,3221,Czech Roma,6,{talent_point=20},{15=40;talent_point=20;23221=35;rmb=1888},3,107,Gói 6 sao Hero,,,,,
1505,1001,3221,Czech Roma,7,{452=300},{15=60;452=300;23221=50;rmb=2888},3,108,Gói 7 sao Hero,,,,,
1506,1001,3221,Czech Roma,8,{604=200},{604=200;gold=1000000;23221=60;rmb=3888},3,109,Gói 8 sao Hero,,,,,
1507,1001,3221,Czech Roma,9,{501=25},{gold=2000000;23221=70;rmb=5888;501=25},3,110,Gói 9 sao Hero,,,,,
1508,1001,3221,Czech Roma,10,{6059=1},{6059=1;gold=3000000;23221=80;rmb=6888},3,111,Gói 10 sao Hero,,,,,
1509,1001,3221,Czech Roma,11,{945=1},{gold=6660000;23221=120;rmb=9888;945=1},2,112,Gói 11 sao Hero,,,,,
1510,1001,3221,Czech Roma,12,{2153=1},{gold=8880000;23221=160;rmb=18888;6105=1},1,113,Gói 12 sao Hero,,,,,
1601,1001,1281,Celebi,0,{rmb=1000},{15=50;gold=1000000;rmb=2888;card={id=1281}},1,108,Bản chính,,,,,
1602,1001,1281,Celebi,4,{19=10},{19=10;15=10;21281=10;rmb=388},3,103,Gói 4 sao Hero,,,,,
1603,1001,1281,Celebi,5,{100=15},{15=20;100=15;21281=20;rmb=888},3,106,Gói 5 sao Hero,,,,,
1604,1001,1281,Celebi,6,{talent_point=20},{15=40;talent_point=20;21281=35;rmb=1888},3,107,Gói 6 sao Hero,,,,,
1605,1001,1281,Celebi,7,{452=300},{15=60;452=300;21281=50;rmb=2888},3,108,Gói 7 sao Hero,,,,,
1606,1001,1281,Celebi,8,{604=200},{604=200;gold=1000000;21281=60;rmb=3888},3,109,Gói 8 sao Hero,,,,,
1607,1001,1281,Celebi,9,{501=25},{gold=2000000;21281=70;rmb=5888;501=25},3,110,Gói 9 sao Hero,,,,,
1608,1001,1281,Celebi,10,{6059=1},{6059=1;gold=3000000;21281=80;rmb=6888},3,111,Gói 10 sao Hero,,,,,
1609,1001,1281,Celebi,11,{945=1},{gold=6660000;21281=120;rmb=9888;945=1},2,112,Gói 11 sao Hero,,,,,
1610,1001,1281,Celebi,12,{2153=1},{8016=1;gold=8880000;21281=160;rmb=18888},1,113,Gói 12 sao Hero,,,,,
1701,1001,3241,Kyurem,0,{rmb=1000},{15=50;gold=1000000;rmb=2888;card={id=3241}},1,108,Bản chính,,,,,
1702,1001,3241,Kyurem,4,{19=10},{19=10;15=10;rmb=388;23241=10},3,103,Gói 4 sao Hero,,,,,
1703,1001,3241,Kyurem,5,{100=15},{15=20;100=15;rmb=888;23241=20},3,106,Gói 5 sao Hero,,,,,
1704,1001,3241,Kyurem,6,{talent_point=20},{15=40;talent_point=20;rmb=1888;23241=35},3,107,Gói 6 sao Hero,,,,,
1705,1001,3241,Kyurem,7,{452=300},{15=60;452=300;rmb=2888;23241=50},3,108,Gói 7 sao Hero,,,,,
1706,1001,3241,Kyurem,8,{604=200},{604=200;gold=1000000;rmb=3888;23241=60},3,109,Gói 8 sao Hero,,,,,
1707,1001,3241,Kyurem,9,{501=25},{gold=2000000;rmb=5888;23241=70;501=25},3,110,Gói 9 sao Hero,,,,,
1708,1001,3241,Kyurem,10,{6059=1},{6059=1;gold=3000000;rmb=6888;23241=80},3,111,Gói 10 sao Hero,,,,,
1709,1001,3241,Kyurem,11,{945=1},{gold=6660000;945=1;rmb=9888;23241=120},2,112,Gói 11 sao Hero,,,,,
1710,1001,3241,Kyurem,12,{2153=1},{gold=8880000;rmb=18888;23241=160;6105=1},1,113,Gói 12 sao Hero,,,,,
